Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																				
Дата голосования: 04.12.2011																				
																				
Наименование Избирательной комиссии:    Шаройская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
1	"Число избирателей, внесенных в список избирателей"	1906	180	31	104	350	47	35	28	43	114	20	397	189	368					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	1909	180	31	104	351	47	35	28	43	114	20	398	189	369					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	1899	180	31	104	349	47	35	28	43	114	20	395	188	365					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1	0	0	0	0	0	0	0	0	0	0	0	0	1					
6	Число погашенных избирательных бюллетеней	9	0	0	0	2	0	0	0	0	0	0	3	1	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1	0	0	0	0	0	0	0	0	0	0	0	0	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1899	180	31	104	349	47	35	28	43	114	20	395	188	365					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	1900	180	31	104	349	47	35	28	43	114	20	395	188	366					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	50	4	3	4	4	4	4	4	4	4	3	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	50	4	3	4	4	4	4	4	4	4	3	4	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7	1	0	1	0	0	1	0	1	0	1	0	1	1					
		0.37%	0.56%	0.00%	0.96%	0.00%	0.00%	2.86%	0.00%	2.33%	0.00%	5.00%	0.00%	0.53%	0.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	0	1	0	0	0	0	0	0	1	0	1	0	0					
		0.16%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.25%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2	0	0	0	1	0	0	0	0	0	0	1	0	0					
		0.11%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4	0	0	0	1	1	0	1	0	0	0	0	1	0					
		0.21%	0.00%	0.00%	0.00%	0.29%	2.13%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1884	179	30	103	347	46	34	27	42	113	19	393	186	365					
		99.16%	99.44%	96.77%	99.04%	99.43%	97.87%	97.14%	96.43%	97.67%	99.12%	95.00%	99.49%	98.94%	99.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
