Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Мценская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16268	514	351	593	694	447	535	307	540	447	324	655	628	601	239	640	304	775	669	419	372	374	308	213	1282	796	519	442	1879	401									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16700	522	347	608	741	463	545	330	570	456	323	636	640	610	255	648	328	808	672	413	376	398	319	235	1317	807	527	461	1940	405									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9331	353	278	353	375	300	297	151	281	310	185	218	384	289	160	307	181	480	260	143	178	290	236	141	905	472	391	314	890	209									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3015	94	35	105	67	46	65	101	69	91	41	250	115	166	47	101	47	77	278	159	125	46	44	62	185	260	83	97	121	38									
6	Число погашенных избирательных бюллетеней	4354	75	34	150	299	117	183	78	220	55	97	168	141	155	48	240	100	251	134	111	73	62	39	32	227	75	53	50	929	158									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3015	94	35	105	67	46	65	101	69	91	41	250	115	166	47	101	47	77	278	159	125	46	44	62	185	260	83	97	121	38									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9331	353	278	353	375	300	297	151	281	310	185	218	384	289	160	307	181	480	260	143	178	290	236	141	905	472	391	314	890	209									
9	Число недействительных избирательных бюллетеней	137	3	0	0	0	0	5	2	3	1	5	1	0	0	0	0	5	0	1	0	2	5	3	0	0	8	3	0	81	9									
10	Число действительных избирательных бюллетеней	12209	444	313	458	442	346	357	250	347	400	221	467	499	455	207	408	223	557	537	302	301	331	277	203	1090	724	471	411	930	238									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	738	30	15	40	30	15	15	15	50	15	15	25	35	20	15	20	22	35	20	20	20	20	20	20	45	55	20	20	45	21									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	304	5	0	16	29	14	15	15	2	3	0	5	15	16	15	13	22	4	0	2	5	14	3	20	16	12	6	3	30	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	4	2	1	0	1	0	1	2	4	3	8	2	10	1	3	2	0	4	4	3	3	0	0	7	2	1	0	2	2									
