Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Сюмсинская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929					
1	"Число избирателей, внесенных в списки"	11042	985	598	986	990	496	193	88	150	99	268	129	232	182	431	266	144	340	353	257	635	260	327	85	137	82	100	703	857	669					
2	"Число бюллетеней, полученных участковыми комиссиями"	10585	900	500	900	800	400	220	95	160	110	300	150	250	200	400	300	150	300	350	280	600	300	350	100	150	100	120	650	850	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7475	632	447	646	648	316	153	78	112	77	77	112	186	135	308	199	123	283	202	185	513	151	199	75	103	57	80	405	557	416					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1078	51	21	121	22	24	25	7	30	17	127	6	29	15	55	32	5	8	51	53	30	63	102	8	14	21	5	42	40	54					
6	Число погашенных бюллетеней	2032	217	32	133	130	60	42	10	18	16	96	32	35	50	37	69	22	9	97	42	57	86	49	17	33	22	35	203	253	130					
7	Число бюллетеней в переносных ящиках для голосования	1078	51	21	121	22	24	25	7	30	17	127	6	29	15	55	32	5	8	51	53	30	63	102	8	14	21	5	42	40	54					
8	Число бюллетеней в стационарных ящиках для голосования	7474	631	447	646	648	316	153	78	112	77	77	112	186	135	308	199	123	283	202	185	513	151	199	75	103	57	80	405	557	416					
9	Число недействительных бюллетеней	141	9	10	7	8	5	6	1	3	1	4	0	8	4	6	3	3	12	3	3	6	4	4	1	1	1	1	5	10	12					
10	Число действительных бюллетеней	8411	673	458	760	662	335	172	84	139	93	200	118	207	146	357	228	125	279	250	235	537	210	297	82	116	77	84	442	587	458					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	146	7	4	7	7	5	3	3	3	3	5	3	5	3	20	5	3	6	5	5	5	3	3	3	3	3	3	7	7	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	70	3	4	3	6	1	2	0	2	1	0	2	3	1	15	3	0	6	2	3	4	0	0	1	0	0	0	3	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	2	3	2	1	0	0	0	0	0	0	0	0	2	2	0	0	4	1	0	3	1	0	0	0	1	0	1	0	0					
14	Число погашенных открепительных удостоверений	76	4	0	4	1	4	1	3	1	2	5	1	2	2	5	2	3	0	3	2	1	3	3	2	3	3	3	4	2	7					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	176	8	5	10	14	6	4	2	1	2	5	4	4	5	13	11	3	9	4	5	7	3	8	5	6	3	3	5	13	8					
		2.05%	1.17%	1.06%	1.30%	2.08%	1.76%	2.24%	2.35%	0.70%	2.12%	2.45%	3.38%	1.86%	3.33%	3.58%	4.76%	2.34%	3.09%	1.58%	2.10%	1.28%	1.40%	2.65%	6.02%	5.12%	3.84%	3.52%	1.11%	2.17%	1.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	305	27	22	27	17	13	10	4	5	4	5	3	9	4	11	8	11	5	7	9	27	7	4	8	13	3	3	10	15	14					
