Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Катайская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449					
1	"Число избирателей, внесенных в список избирателей"	20640	523	823	507	782	804	743	1524	1359	1373	564	690	848	49	332	140	293	566	185	1415	160	262	160	495	628	113	150	429	67	172	236	69	111	180	499	141	229	171	252	136	549	693	830	162	135	91					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21350	550	860	500	800	800	760	1570	1380	1390	585	690	850	100	350	140	300	610	190	1490	160	280	180	520	650	120	160	480	70	180	260	65	130	200	510	140	240	170	270	140	560	700	850	160	140	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10373	178	324	206	345	424	378	682	655	684	290	258	365	49	199	90	174	314	117	663	83	155	92	270	274	58	110	258	57	141	137	46	80	110	299	67	135	96	137	72	275	406	378	89	96	57					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	957	36	35	14	26	16	33	48	43	57	19	30	29	0	31	10	17	17	4	48	9	32	17	50	54	16	0	30	0	0	11	7	5	17	27	13	16	14	10	10	28	32	17	11	4	14					
6	Число погашенных избирательных бюллетеней	10020	336	501	280	429	360	349	840	682	649	276	402	456	51	120	40	109	279	69	779	68	93	71	200	322	46	50	192	13	39	112	12	45	73	184	60	89	60	123	58	257	262	455	60	40	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	957	36	35	14	26	16	33	48	43	57	19	30	29	0	31	10	17	17	4	48	9	32	17	50	54	16	0	30	0	0	11	7	5	17	27	13	16	14	10	10	28	32	17	11	4	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10369	178	321	206	345	424	378	682	655	684	290	258	365	49	199	90	174	314	117	662	83	155	92	270	274	58	110	258	57	141	137	46	80	110	299	67	135	96	137	72	275	406	378	89	96	57					
9	Число недействительных избирательных бюллетеней	199	3	10	1	2	7	9	18	10	7	5	5	8	0	3	0	4	2	1	19	0	2	3	4	15	0	1	5	0	2	2	2	3	0	4	3	4	3	3	1	11	11	6	0	0	0					
10	Число действительных избирательных бюллетеней	11127	211	346	219	369	433	402	712	688	734	304	283	386	49	227	100	187	329	120	691	92	185	106	316	313	74	109	283	57	139	146	51	82	127	322	77	147	107	144	81	292	427	389	100	100	71					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	366	11	11	4	13	11	16	22	17	15	8	13	6	0	6	3	3	10	3	16	1	17	6	9	13	3	0	35	3	3	3	0	9	2	14	0	1	5	6	2	8	12	16	3	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	357	11	11	4	13	11	15	22	16	14	8	13	6	0	6	3	3	10	3	15	0	17	6	9	11	3	0	34	3	3	3	0	9	2	13	0	1	5	6	2	8	12	16	3	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	178	4	4	8	3	13	10	14	10	16	5	9	6	3	1	0	0	2	4	4	0	1	0	0	5	0	0	4	2	0	2	1	2	3	4	2	3	2	1	1	3	11	9	4	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
