Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Переславль-Залесская городская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544					
1	"Число избирателей, внесенных в списки"	35290	2435	2130	1588	1267	1218	918	1963	1767	1938	1757	2026	2196	1734	1732	2424	2074	2021	2239	1702	161					
2	"Число бюллетеней, полученных участковыми комиссиями"	33318	1908	1949	1490	1207	1173	893	1809	1635	1821	1705	1859	2215	1647	1683	2283	1977	1977	2124	1613	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20293	1684	1209	760	623	769	527	1009	929	1030	979	1099	1398	867	959	1530	1256	1228	1298	1047	92					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	636	47	31	61	35	36	49	37	25	22	32	33	36	20	13	25	5	21	11	28	69					
6	Число погашенных бюллетеней	12391	177	709	669	549	368	317	763	681	769	694	727	781	762	711	728	716	728	815	538	189					
7	Число бюллетеней в переносных ящиках для голосования	634	47	31	59	35	36	49	37	25	22	32	33	36	20	13	25	5	21	11	28	69					
8	Число бюллетеней в стационарных ящиках для голосования	20274	1681	1208	760	623	769	527	1009	929	1030	979	1099	1398	863	958	1528	1256	1228	1290	1047	92					
9	Число недействительных бюллетеней	356	41	14	21	19	19	6	10	15	20	25	23	21	8	8	39	14	22	8	15	8					
10	Число действительных бюллетеней	20552	1687	1225	798	639	786	570	1036	939	1032	986	1109	1413	875	963	1514	1247	1227	1293	1060	153					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	608	33	40	30	25	25	15	35	30	35	30	35	40	30	30	40	35	35	35	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	102	33	12	1	3	2	1	2	3	0	2	4	7	5	4	12	1	3	4	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	3	2	3	4	2	8	6	2	0	3	3	5	0	2	2	1	2	4	3	0					
14	Число погашенных открепительных удостоверений	506	0	28	29	22	23	14	33	27	35	28	31	33	25	26	28	34	32	31	27	0					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	254	23	12	11	9	8	6	7	12	22	12	14	18	18	11	19	15	13	7	13	4					
		1.21%	1.33%	0.96%	1.34%	1.36%	0.99%	1.04%	0.66%	1.25%	2.09%	1.18%	1.23%	1.25%	2.03%	1.13%	1.22%	1.18%	1.04%	0.53%	1.20%	2.48%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	675	63	40	21	15	23	8	34	25	33	31	23	36	36	31	59	47	70	52	28	0					
		3.22%	3.64%	3.22%	2.56%	2.27%	2.85%	1.38%	3.25%	2.62%	3.13%	3.06%	2.03%	2.51%	4.07%	3.19%	3.79%	3.72%	5.60%	3.99%	2.60%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	550	24	21	21	22	32	13	31	32	24	28	37	36	16	30	41	25	43	38	25	11					
		2.63%	1.38%	1.69%	2.56%	3.34%	3.97%	2.25%	2.96%	3.35%	2.28%	2.76%	3.26%	2.51%	1.81%	3.08%	2.64%	1.98%	3.44%	2.92%	2.32%	6.83%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	663	31	46	25	13	25	25	54	22	24	26	28	46	15	34	57	57	43	49	38	5					
		3.17%	1.79%	3.71%	3.05%	1.97%	3.10%	4.34%	5.16%	2.30%	2.28%	2.57%	2.47%	3.20%	1.69%	3.50%	3.67%	4.52%	3.44%	3.76%	3.53%	3.10%					
22	"5. ""За Русь Святую"""	159	8	10	4	11	14	4	9	8	10	6	9	8	3	14	14	7	5	8	5	2					
		0.76%	0.46%	0.80%	0.48%	1.67%	1.73%	0.69%	0.86%	0.83%	0.95%	0.59%	0.79%	0.55%	0.33%	1.44%	0.90%	0.55%	0.40%	0.61%	0.46%	1.24%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	7	1	3	0	1	1	1	2	8	6	0	4	0	4	3	2	5	0	2	0					
		0.23%	0.40%	0.08%	0.36%	0.0%	0.12%	0.17%	0.09%	0.20%	0.76%	0.59%	0.0%	0.27%	0.0%	0.41%	0.19%	0.15%	0.40%	0.0%	0.18%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	139	32	9	4	3	1	5	9	4	6	8	7	9	0	6	6	4	8	10	8	0					
