Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
"Наименование Избирательной комиссии:    Тула, Центральная"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147					
1	"Число избирателей, внесенных в список избирателей"	79041	1748	2242	2146	1972	2270	2354	2106	2028	2340	1823	1559	788	1420	1231	1860	1302	506	2083	1216	1719	2262	1436	2242	1635	2056	2436	1658	1710	1834	1895	1748	1943	2001	1845	1479	2252	2324	1748	317	1198	1712	1251	1117	1994	2133	102					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	78865	1790	2305	2220	2120	2000	2290	2200	2125	2410	1560	1600	780	1385	1000	1845	1345	585	2125	1200	1740	1915	1445	2340	1665	2110	2470	1710	1760	1840	1705	1805	1985	2040	1800	1430	2220	2280	1775	270	1205	1720	1315	1190	1995	2150	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	53488	1168	1658	1582	952	1511	1641	1622	1397	1874	941	969	572	815	541	1497	923	506	1526	977	1337	1174	1009	1322	929	1269	1474	1253	929	936	1204	767	1119	1121	1191	1072	1822	1930	1327	190	994	1187	936	919	1575	1735	95					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4019	29	43	30	74	45	62	61	55	79	196	15	13	24	268	84	49	0	111	28	102	305	46	133	91	22	43	32	67	62	41	52	84	55	113	148	161	204	155	32	108	123	136	136	183	119	0					
6	Число погашенных избирательных бюллетеней	21358	593	604	608	1094	444	587	517	673	457	423	616	195	546	191	264	373	79	488	195	301	436	390	885	645	819	953	425	764	842	460	986	782	864	496	210	237	146	293	48	103	410	243	135	237	296	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4019	29	43	30	74	45	62	61	55	79	196	15	13	24	268	84	49	0	111	28	102	305	46	133	91	22	43	32	67	62	41	52	84	55	113	148	161	204	155	32	108	123	136	136	183	119	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	53374	1167	1605	1582	952	1511	1628	1622	1397	1857	938	969	572	815	541	1496	923	506	1519	977	1336	1174	1009	1322	926	1264	1474	1252	929	936	1202	766	1119	1121	1191	1072	1822	1930	1324	190	994	1187	936	917	1575	1735	94					
9	Число недействительных избирательных бюллетеней	646	16	16	10	5	18	24	8	12	24	9	3	8	9	21	20	11	8	14	14	17	18	11	15	11	17	17	27	6	19	14	10	18	17	12	30	18	32	27	1	10	10	9	6	11	13	0					
10	Число действительных избирательных бюллетеней	56747	1180	1632	1602	1021	1538	1666	1675	1440	1912	1125	981	577	830	788	1560	961	498	1616	991	1421	1461	1044	1440	1006	1269	1500	1257	990	979	1229	808	1185	1159	1292	1190	1965	2102	1452	221	1092	1300	1063	1047	1747	1841	94					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1599	50	80	75	50	65	40	60	51	50	50	20	25	30	20	37	49	0	41	30	20	49	20	35	30	30	30	50	35	40	30	20	31	41	60	20	25	30	25	20	20	20	30	25	20	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1507	50	73	67	41	65	40	59	50	50	49	18	19	23	19	37	42	0	40	19	20	47	20	35	30	30	29	42	35	40	30	19	27	40	54	19	25	30	25	15	20	20	29	25	20	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1332	19	29	24	19	29	23	18	37	25	83	23	20	17	42	79	17	128	24	13	17	45	31	24	12	14	28	92	4	29	16	7	19	32	19	34	26	38	17	16	15	18	21	44	24	21	0					
14	Число погашенных неиспользованных открепительных удостоверений	92	0	7	8	9	0	0	1	1	0	1	2	6	7	1	0	7	0	1	11	0	2	0	0	0	0	1	8	0	0	0	1	4	1	6	1	0	0	0	5	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	666	18	18	13	34	42	18	52	25	42	18	14	5	11	10	16	9	0	14	3	9	12	14	21	13	18	16	6	14	18	17	24	15	22	10	3	15	12	13	2	3	7	5	5	6	4	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6117	150	171	144	133	160	220	199	186	234	145	70	62	85	96	179	94	4	209	139	202	210	119	250	185	165	253	178	149	132	162	140	141	139	123	66	62	149	133	27	57	75	47	46	108	116	3					
		10.66%	12.54%	10.38%	8.93%	12.96%	10.28%	13.02%	11.82%	12.81%	12.09%	12.79%	7.11%	10.60%	10.13%	11.87%	11.33%	9.67%	0.79%	12.82%	13.83%	14.05%	14.20%	11.28%	17.18%	18.19%	12.83%	16.68%	13.86%	14.96%	13.23%	13.03%	17.11%	11.72%	11.82%	9.43%	5.41%	3.13%	6.98%	8.99%	12.16%	5.17%	5.73%	4.38%	4.37%	6.14%	6.26%	3.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5424	136	146	142	158	142	138	132	125	135	137	115	48	81	102	156	57	17	164	190	78	159	75	132	97	181	148	311	110	107	137	88	99	148	120	93	176	140	109	10	69	128	69	54	145	117	3					
