Выборы Президента Российской Федерации																																																																																																					
Дата голосования: 18.03.2018																																																																																																					
																																																																																																					
Наименование Избирательной комиссии:    Балашихинская городская																																																																																																					
																																																																																																					
Сводная таблица итогов голосования																																																																																																					
																																																																																																					
	Число участковых избирательных комиссий	90																																																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	90																																																																																																			
																																																																																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №40	УИК №43	УИК №49	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №76	УИК №77	УИК №78	УИК №79	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №88	УИК №649	УИК №650	УИК №659	УИК №1736	УИК №1737	УИК №1739	УИК №3570	УИК №3571	УИК №3572	УИК №3583	УИК №3584	УИК №3662	УИК №3663	УИК №3664	УИК №3665	УИК №3666	УИК №3667	УИК №3668	УИК №3669	УИК №3670	УИК №3674	УИК №3675	УИК №3676	УИК №4198	УИК №4200									
1	"Число избирателей, включенных в список избирателей"	166788	2049	2173	1837	1952	1964	2160	2641	2422	1840	1820	1880	1890	1538	1854	2263	1878	1895	2321	1805	1403	1464	1734	1822	1703	2384	2471	2648	2378	2493	2291	2255	2285	1749	1570	2205	1935	1385	1714	1290	2800	1531	2140	2440	1407	1349	2437	2373	2289	2304	2787	2610	2298	639	2400	1978	2378	1752	1923	1930	1506	1585	1691	1753	1506	2135	1706	1602	2004	1634	2002	1924	1830	1644	1100	1633	1427	2076	1613	1213	1627	1478	1206	1331	1021	1307	1510	1420	1917	752	509									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	149800	1800	1700	1800	1800	1700	1900	2200	2300	1600	1600	1850	1700	1200	1800	2100	1700	1800	2000	1500	1200	1200	1500	1500	1500	2000	2200	2300	2300	2100	2200	2100	2200	1600	1400	2000	1800	1100	1600	1100	2700	1500	2400	1900	1200	1100	2400	2400	2100	2200	2400	2300	2000	500	1900	1750	2000	1800	1800	1700	1300	1450	1400	1500	1450	2100	1600	1300	1500	1400	1800	1900	1750	1300	1100	1400	1550	1700	1400	1100	1500	1400	1250	1200	900	1100	1350	1200	1600	750	550									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	110861	1612	1217	1434	1103	1229	1136	1744	1390	1309	1033	1675	1159	858	1206	1366	1202	1322	1350	1259	951	922	1109	1102	970	1331	1626	1339	1318	1295	1393	1235	1305	938	1004	915	953	697	1031	725	2185	943	2074	1343	798	824	2091	2280	1592	2004	2154	2118	1381	469	1617	1582	1805	1707	1289	1072	1214	1257	1192	1217	1087	1466	1211	1127	1282	1165	1431	1510	1363	1152	703	1089	1069	1284	941	797	1028	976	869	863	822	688	1097	1073	846	605	346									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	5253	20	319	72	28	72	61	109	96	28	77	5	208	15	101	109	46	17	50	2	99	7	90	109	66	39	129	56	66	150	66	43	53	23	38	19	115	7	21	30	20	9	66	71	130	14	89	12	52	32	83	26	137	11	7	1	6	10	206	182	9	5	2	3	109	203	0	1	2	3	6	83	8	10	102	8	2	14	72	27	112	138	66	23	2	61	13	3	120	61	160									
6	Число погашенных избирательных бюллетеней	33664	168	164	294	668	398	703	344	814	263	490	170	333	327	493	625	452	461	600	238	150	271	301	289	464	630	445	905	916	655	741	822	842	639	358	1066	732	396	548	344	495	548	260	486	272	262	220	108	456	164	163	156	481	20	276	167	189	83	305	437	77	188	206	280	254	431	389	172	218	230	363	307	379	138	295	303	479	401	386	276	360	285	315	314	76	351	240	124	632	84	44									
