Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Бурзянская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170					
1	"Число избирателей, внесенных в список"	10294	314	264	224	791	237	239	271	214	382	37	232	163	106	332	205	404	290	284	28	162	331	1404	464	267	577	263	238	231	291	62	178	287	246	183	93					
2	Число полученных избирательных бюллетеней	10316	310	260	224	792	237	240	261	214	384	38	233	166	106	336	208	406	289	285	28	164	332	1404	460	259	601	269	233	233	298	62	182	283	246	183	90					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9755	293	250	224	703	229	228	259	211	371	36	222	163	106	324	202	387	277	281	28	158	329	1259	446	255	559	238	225	225	280	62	174	267	235	174	75					
5	"Число избирательных бюллетеней, выданных вне помещения"	314	10	10	0	47	6	10	2	2	11	1	6	0	0	8	3	17	11	2	0	4	0	49	8	0	18	25	5	6	11	0	4	14	11	9	4					
6	Число погашенных избирательных бюллетеней	247	7	0	0	42	2	2	0	1	2	1	5	3	0	4	3	2	1	2	0	2	3	96	6	4	24	6	3	2	7	0	4	2	0	0	11					
7	Число избирательных бюллетеней в переносных ящиках	314	10	10	0	47	6	10	2	2	11	1	6	0	0	8	3	17	11	2	0	4	0	49	8	0	18	25	5	6	11	0	4	14	11	9	4					
8	Число бюллетеней в стационарных ящиках для голосования	9755	293	250	224	703	229	228	259	211	371	36	222	163	106	324	202	387	277	281	28	158	329	1259	446	255	559	238	225	225	280	62	174	267	235	174	75					
9	Число недействительных избирательных бюллетеней	72	7	1	5	4	0	0	2	2	2	0	12	2	6	0	1	1	2	1	1	3	0	6	6	0	0	0	1	0	3	0	0	0	0	0	4					
10	Число действительных избирательных бюллетеней	9997	296	259	219	746	235	238	259	211	380	37	216	161	100	332	204	403	286	282	27	159	329	1302	448	255	577	263	229	231	288	62	178	281	246	183	75					
11	Число полученных открепительных  удостоверений	350	10	8	8	30	8	8	8	8	10	3	8	7	8	8	8	10	8	8	2	8	10	50	8	10	10	8	10	8	8	8	10	8	10	8	8					
12	Число выданных открепительных удостоверений	123	0	0	0	5	2	2	2	2	10	0	4	2	1	1	1	5	3	0	0	2	2	34	8	4	6	1	0	2	8	0	4	3	4	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	68	1	3	0	1	6	1	2	2	6	2	1	1	1	0	1	2	1	1	0	0	1	10	2	1	3	2	3	4	2	0	1	2	2	2	1					
14	Число неиспользованных открепительных удостоверений	227	10	8	8	25	6	6	6	6	0	3	4	5	7	7	7	5	5	8	2	6	8	16	0	6	4	7	10	6	0	8	6	5	6	7	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	86	0	1	0	5	2	0	5	1	3	1	2	0	0	4	0	0	1	1	0	1	13	21	7	0	3	1	1	1	2	0	3	2	3	0	2					
		0.85%	0.00%	0.38%	0.00%	0.67%	0.85%	0.00%	1.92%	0.47%	0.79%	2.70%	0.88%	0.00%	0.00%	1.20%	0.00%	0.00%	0.35%	0.35%	0.00%	0.62%	3.95%	1.61%	1.54%	0.00%	0.52%	0.38%	0.43%	0.43%	0.69%	0.00%	1.69%	0.71%	1.22%	0.00%	2.53%					
19	. Малышкин Олег Александрович	35	0	0	1	3	3	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	4	5	4	1	5	1	0	1	0	0	0	1	0	1	0					
		0.35%	0.00%	0.00%	0.45%	0.40%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.46%	0.00%	0.69%	0.00%	0.00%	0.00%	1.22%	0.38%	0.88%	0.39%	0.87%	0.38%	0.00%	0.43%	0.00%	0.00%	0.00%	0.36%	0.00%	0.55%	0.00%					
20	. Миронов Сергей Михайлович	51	0	3	1	3	2	1	0	2	2	0	0	2	0	0	4	1	1	0	0	0	2	5	3	4	3	0	2	0	0	0	1	2	5	1	1					
		0.51%	0.00%	1.15%	0.45%	0.40%	0.85%	0.42%	0.00%	0.94%	0.52%	0.00%	0.00%	1.23%	0.00%	0.00%	1.95%	0.25%	0.35%	0.00%	0.00%	0.00%	0.61%	0.38%	0.66%	1.57%	0.52%	0.00%	0.87%	0.00%	0.00%	0.00%	0.56%	0.71%	2.03%	0.55%	1.27%					
21	. Путин Владимир Владимирович	9315	291	246	210	718	212	232	247	194	350	34	206	150	85	304	192	375	256	272	23	150	296	1183	399	233	551	252	215	223	277	59	167	263	222	166	62					
		92.51%	96.04%	94.62%	93.75%	95.73%	90.21%	97.48%	94.64%	91.08%	91.62%	91.89%	90.35%	92.02%	80.19%	91.57%	93.66%	92.82%	88.89%	96.11%	82.14%	92.59%	89.97%	90.44%	87.89%	91.37%	95.49%	95.82%	93.48%	96.54%	95.19%	95.16%	93.82%	93.59%	90.24%	90.71%	78.48%					
22	. Хакамада Ирина Муцуовна	103	0	2	1	5	3	0	0	4	2	1	3	2	1	7	4	5	5	1	0	1	3	13	9	4	5	1	3	1	1	1	3	2	6	1	3					
		1.02%	0.00%	0.77%	0.45%	0.67%	1.28%	0.00%	0.00%	1.88%	0.52%	2.70%	1.32%	1.23%	0.94%	2.11%	1.95%	1.24%	1.74%	0.35%	0.00%	0.62%	0.91%	0.99%	1.98%	1.57%	0.87%	0.38%	1.30%	0.43%	0.34%	1.61%	1.69%	0.71%	2.44%	0.55%	3.80%					
23	. Харитонов Николай Михайлович	323	3	6	5	8	8	5	7	10	21	1	5	3	12	11	0	15	20	8	4	5	10	67	19	6	8	5	7	5	8	2	3	6	7	9	4					
		3.21%	0.99%	2.31%	2.23%	1.07%	3.40%	2.10%	2.68%	4.69%	5.50%	2.70%	2.19%	1.84%	11.32%	3.31%	0.00%	3.71%	6.94%	2.83%	14.29%	3.09%	3.04%	5.12%	4.19%	2.35%	1.39%	1.90%	3.04%	2.16%	2.75%	3.23%	1.69%	2.14%	2.85%	4.92%	5.06%					
																																										
24	Против всех	84	2	1	1	4	5	0	0	0	2	0	0	4	2	6	1	7	1	0	0	2	1	8	7	7	2	3	1	0	0	0	1	5	3	5	3					
		0.83%	0.66%	0.38%	0.45%	0.53%	2.13%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	2.45%	1.89%	1.81%	0.49%	1.73%	0.35%	0.00%	0.00%	1.23%	0.30%	0.61%	1.54%	2.75%	0.35%	1.14%	0.43%	0.00%	0.00%	0.00%	0.56%	1.78%	1.22%	2.73%	3.80%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
