Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Верхнеуслонская 																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292					
1	"Число избирателей, внесенных в списки"	13432	478	461	437	545	648	645	229	693	366	132	108	325	460	142	938	98	422	662	130	153	218	186	104	433	95	127	300	254	418	279	245	605	352	93	122	242	159	63	378	129	285	273					
2	"Число бюллетеней, полученных участковыми комиссиями"	13391	467	474	459	546	644	616	222	674	364	119	117	322	459	138	935	101	418	648	129	155	218	185	104	428	97	126	300	249	425	282	248	597	352	95	124	246	155	67	387	151	293	255					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10596	340	341	297	348	449	435	188	617	298	105	101	175	329	134	798	82	355	524	126	135	193	109	100	397	92	105	267	231	304	237	158	504	323	87	85	137	141	55	328	104	243	219					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1156	22	24	37	24	2	58	4	39	28	14	0	131	114	0	14	15	13	17	1	0	17	67	4	16	3	18	12	14	76	32	85	20	9	0	37	88	10	7	14	3	35	32					
6	Число погашенных бюллетеней	1639	105	109	125	174	193	123	30	18	38	0	16	16	16	4	123	4	50	107	2	20	8	9	0	15	2	3	21	4	45	13	5	73	20	8	2	21	4	5	45	44	15	4					
7	Число бюллетеней в переносных ящиках для голосования	1156	22	24	37	24	2	58	4	39	28	14	0	131	114	0	14	15	13	17	1	0	17	67	4	16	3	18	12	14	76	32	85	20	9	0	37	88	10	7	14	3	35	32					
8	Число бюллетеней в стационарных ящиках для голосования	10593	340	341	296	348	449	435	188	617	298	105	101	175	329	134	798	82	355	523	126	135	193	108	100	397	92	105	267	231	304	237	158	504	323	87	85	137	141	55	328	104	243	219					
9	Число недействительных бюллетеней	176	11	7	10	11	22	7	1	1	0	0	0	0	0	0	5	0	9	6	0	4	1	1	0	4	0	2	0	16	5	0	1	0	0	1	14	6	2	0	26	0	0	3					
10	Число действительных бюллетеней	11573	351	358	323	361	429	486	191	655	326	119	101	306	443	134	807	97	359	534	127	131	209	174	104	409	95	121	279	229	375	269	242	524	332	86	108	219	149	62	316	107	278	248					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	249	10	20	11	14	8	19	4	8	5	3	3	4	4	3	7	3	5	12	3	3	5	4	3	7	3	3	6	5	6	5	5	7	5	3	3	5	5	3	5	3	6	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	146	9	20	11	11	8	18	1	4	3	1	0	3	0	0	2	0	5	8	0	0	1	0	0	6	1	0	2	2	2	0	0	4	3	1	0	5	4	0	5	0	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	194	9	6	2	8	2	6	1	12	14	18	2	9	1	2	1	1	3	7	1	2	2	2	2	2	4	1	2	6	1	1	5	12	4	1	1	3	2	7	9	4	6	10					
14	Число погашенных открепительных удостоверений	103	1	0	0	3	0	1	3	4	2	2	3	1	4	3	5	3	0	4	3	3	4	4	3	1	2	3	4	3	4	5	5	3	2	2	3	0	1	3	0	3	3	0					
15	Число открепительных удостоверений выданных ТИК	23	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	108	4	11	11	6	10	9	8	4	3	0	0	1	0	0	3	0	4	14	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	1	10	2	0	1					
		0.91%	1.10%	3.01%	3.30%	1.61%	2.21%	1.82%	4.16%	0.60%	0.92%	0.0%	0.0%	0.32%	0.0%	0.0%	0.36%	0.0%	1.08%	2.59%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.32%	1.61%	2.92%	1.86%	0.0%	0.39%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	55	6	5	0	5	10	8	2	0	4	0	0	0	1	0	3	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0					
		0.46%	1.65%	1.36%	0.0%	1.34%	2.21%	1.62%	1.04%	0.0%	1.22%	0.0%	0.0%	0.0%	0.22%	0.0%	0.36%	0.0%	0.54%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.98%	0.0%	1.16%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	107	9	3	8	8	15	6	0	4	5	0	0	0	0	0	6	0	5	7	0	0	2	0	0	2	0	0	1	0	4	3	0	9	0	0	0	4	1	2	0	1	0	2					
		0.91%	2.48%	0.82%	2.40%	2.15%	3.32%	1.21%	0.0%	0.60%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	1.35%	1.29%	0.0%	0.0%	0.95%	0.0%	0.0%	0.48%	0.0%	0.0%	0.35%	0.0%	1.05%	1.11%	0.0%	1.71%	0.0%	0.0%	0.0%	1.77%	0.66%	3.22%	0.0%	0.93%	0.0%	0.79%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	72	4	8	2	6	2	7	0	0	4	0	0	1	0	0	4	0	6	9	0	0	0	1	0	3	0	0	1	1	3	0	2	0	0	1	0	0	4	2	0	1	0	0					
		0.61%	1.10%	2.19%	0.60%	1.61%	0.44%	1.41%	0.0%	0.0%	1.22%	0.0%	0.0%	0.32%	0.0%	0.0%	0.49%	0.0%	1.63%	1.66%	0.0%	0.0%	0.0%	0.57%	0.0%	0.72%	0.0%	0.0%	0.35%	0.40%	0.78%	0.0%	0.82%	0.0%	0.0%	1.14%	0.0%	0.0%	2.64%	3.22%	0.0%	0.93%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	32	2	2	3	3	1	4	0	1	1	0	0	0	0	0	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	0	0					
		0.27%	0.55%	0.54%	0.90%	0.80%	0.22%	0.81%	0.0%	0.15%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.92%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.45%	0.29%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.09%	0.27%	0.0%	0.30%	0.0%	0.22%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.27%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	1	1	1	3	5	2	0	1	0	0	0	0	0	0	1	2	3	1	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	3	0	0	0					
		0.26%	0.27%	0.27%	0.30%	0.80%	1.10%	0.40%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	2.06%	0.81%	0.18%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.22%	0.87%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	1	0	1	1	2	2	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
		0.12%	0.27%	0.0%	0.30%	0.26%	0.44%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.61%	0.29%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0					
		0.10%	0.0%	0.27%	0.0%	0.26%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	95	3	2	3	2	5	1	3	1	6	0	2	1	3	0	8	1	5	15	0	4	0	1	3	0	0	2	4	1	8	0	3	4	0	2	0	0	0	0	2	0	0	0					
		0.80%	0.82%	0.54%	0.90%	0.53%	1.10%	0.20%	1.56%	0.15%	1.84%	0.0%	1.98%	0.32%	0.67%	0.0%	0.98%	1.03%	1.35%	2.77%	0.0%	2.96%	0.0%	0.57%	2.88%	0.0%	0.0%	1.62%	1.43%	0.40%	2.10%	0.0%	1.23%	0.76%	0.0%	2.29%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	63	7	3	9	6	0	6	0	4	0	2	0	0	0	0	1	0	4	9	0	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1					
