Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Должанская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295					
1	"Число избирателей, внесенных в список избирателей"	9600	340	299	264	150	588	327	245	211	491	214	227	226	147	434	166	1772	1698	177	308	120	335	412	226	138	85					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9796	348	312	266	155	609	346	245	214	500	223	229	231	151	433	167	1801	1721	179	309	126	345	419	233	147	87					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5251	153	124	96	72	322	216	131	86	310	125	167	137	64	143	94	964	988	131	162	82	166	232	133	104	49					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2078	147	144	103	65	153	73	82	116	120	46	51	65	34	137	53	68	66	37	121	31	139	105	60	30	32					
6	Число погашенных избирательных бюллетеней	2467	48	44	67	18	134	57	32	12	70	52	11	29	53	153	20	769	667	11	26	13	40	82	40	13	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2078	147	144	103	65	153	73	82	116	120	46	51	65	34	137	53	68	66	37	121	31	139	105	60	30	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5251	153	124	96	72	322	216	131	86	310	125	167	137	64	143	94	964	988	131	162	82	166	232	133	104	49					
9	Число недействительных избирательных бюллетеней	84	1	0	1	0	10	7	0	1	1	0	0	1	4	3	3	14	26	1	0	0	0	0	5	6	0					
10	Число действительных избирательных бюллетеней	7245	299	268	198	137	465	282	213	201	429	171	218	201	94	277	144	1018	1028	167	283	113	305	337	188	128	81					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	20	20	20	10	35	25	15	10	20	15	15	15	15	20	15	40	40	15	15	10	20	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	268	4	16	6	10	30	25	8	10	20	15	15	12	6	7	2	8	23	8	4	5	8	9	7	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	38	1	2	1	1	1	4	3	1	1	1	4	0	2	1	1	6	4	1	0	0	1	2	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	192	16	4	14	0	5	0	7	0	0	0	0	3	9	13	13	32	17	7	11	5	12	11	3	0	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
