Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    район Фили-Давыдково																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770					
1	"Число избирателей, внесенных в список избирателей"	65441	2327	235	2123	2031	2005	2097	2616	2657	2530	2436	2526	2988	2585	2462	2081	2506	2755	2823	2805	2475	2979	2675	2292	2424	2671	2822	2515					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51950	1800	250	1700	1600	1600	1700	2100	2100	2000	1900	1900	2300	2000	2000	1600	2000	2200	2300	2300	2000	2300	2000	1800	2000	2200	2300	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36468	1401	235	1249	1041	1387	1357	1374	1243	1802	1414	1270	1333	1370	1356	1353	1359	1438	1481	1461	1374	1613	1278	1449	1475	1405	1699	1251					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	954	68	0	42	46	22	31	31	36	35	25	35	29	12	57	26	35	53	40	36	33	38	34	52	42	45	15	36					
6	Число погашенных избирательных бюллетеней	14528	331	15	409	513	191	312	695	821	163	461	595	938	618	587	221	606	709	779	803	593	649	688	299	483	750	586	713					
7	Число избирательных бюллетеней в переносных ящиках для голосования	954	68	0	42	46	22	31	31	36	35	25	35	29	12	57	26	35	53	40	36	33	38	34	52	42	45	15	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36377	1401	235	1249	1037	1387	1326	1372	1243	1802	1414	1265	1333	1370	1356	1327	1353	1438	1477	1461	1374	1612	1276	1449	1475	1399	1697	1249					
9	Число недействительных избирательных бюллетеней	521	22	3	9	39	14	24	23	21	13	20	26	28	12	16	11	11	31	25	14	21	8	17	25	18	8	18	44					
10	Число действительных избирательных бюллетеней	36810	1447	232	1282	1044	1395	1333	1380	1258	1824	1419	1274	1334	1370	1397	1342	1377	1460	1492	1483	1386	1642	1293	1476	1499	1436	1694	1241					
