Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    район Фили-Давыдково																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747					
1	"Число избирателей, внесенных в списки избирателей"	65157	2387	349	2091	2096	2019	2112	2640	2620	2595	2279	2276	2853	2566	2491	2094	2279	2068	2096	2054	2278	2293	2693	2703	2811	2703	2578	2604	2529					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53950	1900	450	1700	1700	1700	1800	2200	2200	2200	1900	1900	2700	2100	2000	1700	1800	1600	1700	1700	1900	1900	2200	2100	2300	2200	2100	2200	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32686	1472	349	1014	1044	975	1069	1287	1326	1235	1147	1137	1467	1146	1254	965	1160	1141	1156	1097	1138	1075	1258	1407	1401	1299	1259	1178	1230					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	925	46	0	40	37	28	16	41	38	34	19	35	37	18	51	34	28	35	24	27	35	30	43	33	64	45	30	16	41					
6	Число погашенных избирательных бюллетеней	20339	382	101	646	619	697	715	872	836	931	734	728	1196	936	695	701	612	424	520	576	727	795	899	660	835	856	811	1006	829					
7	Число избирательных бюллетеней в переносных ящиках для голосования	920	46	0	40	37	28	16	41	37	34	19	34	37	18	50	34	28	35	24	26	35	30	43	33	63	45	30	16	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32264	1432	349	1014	1037	973	1063	1287	1126	1227	1146	1130	1449	1155	1250	964	1152	1138	1130	1071	1132	1073	1257	1401	1390	1298	1255	1166	1199					
9	Число недействительных избирательных бюллетеней	506	22	4	12	16	11	14	26	20	19	23	16	27	19	22	13	14	23	32	16	17	21	17	18	21	10	13	14	26					
10	Число действительных избирательных бюллетеней	32678	1456	345	1042	1058	990	1065	1302	1143	1242	1142	1148	1459	1154	1278	985	1166	1150	1122	1081	1150	1082	1283	1416	1432	1333	1272	1168	1214					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1525	50	10	55	50	50	50	60	60	52	60	46	74	50	50	50	50	40	50	50	60	53	60	80	60	65	64	60	66					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1345	40	6	53	43	40	36	53	48	48	46	41	71	40	47	42	46	32	41	33	57	51	53	76	60	62	62	53	65					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1384	23	15	28	79	18	63	88	83	30	44	20	67	77	57	66	19	20	44	20	35	41	51	31	123	123	36	20	63					
14	Число погашенных неиспользованных открепительных удостоверений	180	10	4	2	7	10	14	7	12	4	14	5	3	10	3	8	4	8	9	17	3	2	7	4	0	3	2	7	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	166	0	0	0	1	2	5	4	2	4	0	4	3	4	1	6	10	9	1	6	3	7	10	18	15	10	16	10	15					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	1160	36	5	34	36	43	38	59	38	37	40	40	50	19	33	28	32	43	39	45	39	43	50	57	56	54	56	51	59					
		3.50%	2.44%	1.43%	3.23%	3.35%	4.30%	3.52%	4.44%	3.27%	2.93%	3.43%	3.44%	3.36%	1.62%	2.54%	2.81%	2.71%	3.67%	3.38%	4.10%	3.34%	3.90%	3.85%	3.97%	3.85%	4.02%	4.36%	4.31%	4.76%					
19	2.Всероссийская политическая партия «Гражданская Сила»	972	39	1	25	31	32	31	34	27	45	48	50	34	48	45	18	35	33	33	37	34	29	46	35	40	32	51	36	23					
		2.93%	2.64%	0.29%	2.37%	2.89%	3.20%	2.87%	2.56%	2.32%	3.57%	4.12%	4.30%	2.29%	4.09%	3.46%	1.80%	2.97%	2.81%	2.86%	3.37%	2.91%	2.63%	3.54%	2.44%	2.75%	2.38%	3.97%	3.05%	1.85%					
20	3.Политическая партия «Демократическая партия России»	78	2	0	4	1	1	4	6	2	4	2	3	5	2	0	4	5	2	4	0	4	2	7	3	2	1	6	0	2					
		0.24%	0.14%	0.00%	0.38%	0.09%	0.10%	0.37%	0.45%	0.17%	0.32%	0.17%	0.26%	0.34%	0.17%	0.00%	0.40%	0.42%	0.17%	0.35%	0.00%	0.34%	0.18%	0.54%	0.21%	0.14%	0.07%	0.47%	0.00%	0.16%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5458	615	8	156	192	164	167	192	177	203	184	203	211	185	245	115	186	218	181	187	178	145	200	207	217	203	186	189	144					
		16.45%	41.61%	2.29%	14.80%	17.88%	16.38%	15.48%	14.46%	15.22%	16.10%	15.79%	17.44%	14.20%	15.77%	18.85%	11.52%	15.76%	18.58%	15.68%	17.05%	15.25%	13.15%	15.38%	14.44%	14.93%	15.12%	14.47%	15.99%	11.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1130	71	2	30	27	28	33	44	25	20	42	56	52	44	50	23	36	70	55	70	47	30	53	48	31	50	40	29	24					
		3.41%	4.80%	0.57%	2.85%	2.51%	2.80%	3.06%	3.31%	2.15%	1.59%	3.61%	4.81%	3.50%	3.75%	3.85%	2.30%	3.05%	5.97%	4.77%	6.38%	4.03%	2.72%	4.08%	3.35%	2.13%	3.72%	3.11%	2.45%	1.94%					
23	6.Политическая партия «Партия социальной справедливости»	135	9	5	6	2	3	1	3	2	3	8	10	6	0	10	10	10	5	1	4	5	3	7	5	3	0	5	5	4					
