Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
"Наименование Избирательной комиссии:    Тверь, Центральная"																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183					
1	"Число избирателей, внесенных в списки избирателей"	47870	2536	2609	2261	937	1461	1563	1602	2232	1647	2076	2010	1890	2342	2046	2355	2152	2074	2273	2054	2679	2448	2550	1892	92	76	13					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43833	2300	2350	2050	850	1350	1400	1450	2000	1500	1900	1850	1750	2100	1950	2150	1950	1900	2100	1850	2500	2250	2400	1750	88	80	15					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26783	1468	1432	1191	536	831	838	960	1234	967	1193	1135	1002	1228	1046	1325	1142	1204	1302	1262	1594	1329	1358	1131	25	37	13					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	799	27	24	29	21	27	40	33	47	25	24	30	34	36	31	37	47	37	7	28	21	40	37	25	54	38	0					
6	Число погашенных избирательных бюллетеней	16251	805	894	830	293	492	522	457	719	508	683	685	714	836	873	788	761	659	791	560	885	881	1005	594	9	5	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	799	27	24	29	21	27	40	33	47	25	24	30	34	36	31	37	47	37	7	28	21	40	37	25	54	38	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26758	1466	1429	1190	536	830	838	955	1234	966	1193	1135	1002	1228	1045	1320	1141	1204	1300	1262	1591	1329	1358	1131	25	37	13					
9	Число недействительных избирательных бюллетеней	288	14	12	10	3	10	9	10	18	7	19	13	10	15	19	3	11	12	19	8	17	15	20	12	1	1	0					
10	Число действительных избирательных бюллетеней	27269	1479	1441	1209	554	847	869	978	1263	984	1198	1152	1026	1249	1057	1354	1177	1229	1288	1282	1595	1354	1375	1144	78	74	13					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1565	75	75	60	50	50	50	60	65	60	50	60	60	60	150	75	75	60	75	75	60	60	110	50	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	661	26	19	14	10	11	18	16	51	24	28	11	28	25	78	22	22	16	28	30	31	21	93	39	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	436	17	24	21	12	16	14	30	18	32	18	13	14	10	17	14	16	24	15	22	26	18	19	13	5	8	0					
