Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Ребрихинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309					
1	"Число избирателей, внесенных в список избирателей"	20927	2509	1833	597	647	2016	1344	844	514	850	821	327	609	322	1080	542	696	959	109	485	214	1497	828	371	828	85					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19538	2401	1753	530	603	1840	1242	762	479	785	785	296	568	313	963	501	646	882	103	432	213	1510	755	341	745	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10226	1200	823	244	292	974	583	416	378	355	359	161	345	162	537	304	314	423	83	306	122	744	411	219	407	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1020	64	36	73	17	107	43	32	28	59	56	17	34	26	70	34	36	47	9	22	3	85	53	24	40	5					
6	Число погашенных избирательных бюллетеней	8292	1137	894	213	294	759	616	314	73	371	370	118	189	125	356	163	296	412	11	104	88	681	291	98	298	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1020	64	36	73	17	107	43	32	28	59	56	17	34	26	70	34	36	47	9	22	3	85	53	24	40	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10224	1200	823	244	292	974	583	416	378	355	359	161	345	162	537	304	314	423	83	306	122	742	411	219	407	64					
9	Число недействительных избирательных бюллетеней	183	16	9	9	3	8	13	6	7	7	5	6	4	5	14	5	5	19	2	9	1	18	4	1	2	5					
10	Число действительных избирательных бюллетеней	11061	1248	850	308	306	1073	613	442	399	407	410	172	375	183	593	333	345	451	90	319	124	809	460	242	445	64					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	142	33	16	7	5	8	6	2	0	2	4	1	5	5	3	5	7	5	1	0	0	15	5	2	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	119	33	16	7	3	7	3	0	0	1	2	0	4	4	0	5	6	3	1	0	0	15	3	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	5	5	5	1	8	2	1	1	1	4	3	6	1	4	4	2	2	2	0	3	2	2	1	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	23	0	0	0	2	1	3	2	0	1	2	1	1	1	3	0	1	2	0	0	0	0	2	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1506	194	112	54	31	158	101	61	57	58	63	17	24	29	68	43	41	46	17	26	16	134	70	35	42	9					
		13.39%	15.35%	13.04%	17.03%	10.03%	14.62%	16.13%	13.62%	14.04%	14.01%	15.18%	9.55%	6.33%	15.43%	11.20%	12.72%	11.71%	9.79%	18.48%	7.93%	12.80%	16.20%	15.09%	14.40%	9.40%	13.04%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1598	188	133	49	60	152	95	48	27	42	58	61	54	31	106	45	50	57	17	51	12	108	60	33	48	13					
		14.21%	14.87%	15.48%	15.46%	19.42%	14.06%	15.18%	10.71%	6.65%	10.14%	13.98%	34.27%	14.25%	16.49%	17.46%	13.31%	14.29%	12.13%	18.48%	15.55%	9.60%	13.06%	12.93%	13.58%	10.74%	18.84%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	8	6	2	3	6	5	1	2	2	5	3	0	3	8	2	3	5	2	0	2	4	3	4	5	0					
		0.75%	0.63%	0.70%	0.63%	0.97%	0.56%	0.80%	0.22%	0.49%	0.48%	1.20%	1.69%	0.00%	1.60%	1.32%	0.59%	0.86%	1.06%	2.17%	0.00%	1.60%	0.48%	0.65%	1.65%	1.12%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3049	320	241	75	80	307	150	105	106	178	103	38	126	46	146	89	119	152	28	104	38	216	106	45	119	12					
		27.12%	25.32%	28.06%	23.66%	25.89%	28.40%	23.96%	23.44%	26.11%	42.99%	24.82%	21.35%	33.25%	24.47%	24.05%	26.33%	34.00%	32.34%	30.43%	31.71%	30.40%	26.12%	22.84%	18.52%	26.62%	17.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	126	34	14	8	4	6	2	3	1	5	2	3	5	1	1	3	3	2	0	4	0	9	6	5	5	0					
		1.12%	2.69%	1.63%	2.52%	1.29%	0.56%	0.32%	0.67%	0.25%	1.21%	0.48%	1.69%	1.32%	0.53%	0.16%	0.89%	0.86%	0.43%	0.00%	1.22%	0.00%	1.09%	1.29%	2.06%	1.12%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4668	502	343	120	128	443	257	222	205	120	179	50	165	71	263	150	129	188	25	134	56	332	214	119	223	30					
		41.52%	39.72%	39.93%	37.85%	41.42%	40.98%	41.05%	49.55%	50.49%	28.99%	43.13%	28.09%	43.54%	37.77%	43.33%	44.38%	36.86%	40.00%	27.17%	40.85%	44.80%	40.15%	46.12%	48.97%	49.89%	43.48%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	2	1	0	0	1	3	2	1	2	0	0	1	2	1	1	0	1	1	0	0	6	1	1	3	0					
		0.27%	0.16%	0.12%	0.00%	0.00%	0.09%	0.48%	0.45%	0.25%	0.48%	0.00%	0.00%	0.26%	1.06%	0.16%	0.30%	0.00%	0.21%	1.09%	0.00%	0.00%	0.73%	0.22%	0.41%	0.67%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
