12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																													
13	Бабурин Сергей Николаевич	349	15	8	3	8	6	5	13	5	8	12	7	11	0	9	12	13	10	8	16	12	12	10	12	9	7	6	3	8	1	3	1	3	1	4	0	1	1	0	1	2	0	2	3	1	3	0	0	0	0	0	7	5	8	8	1	4	8	7	4	3	1	6	1	5	1	5									
		0.67%	1.06%	1.51%	0.43%	1.21%	0.54%	1.01%	0.95%	1.16%	0.50%	0.75%	0.43%	0.84%	0.00%	0.64%	0.80%	0.90%	1.23%	0.92%	1.15%	0.89%	0.96%	0.69%	1.06%	0.76%	0.81%	0.59%	0.37%	0.64%	0.56%	0.92%	0.19%	0.48%	0.55%	0.84%	0.00%	0.32%	0.68%	0.00%	0.37%	0.71%	0.00%	0.64%	1.36%	0.35%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.75%	0.66%	1.14%	0.14%	0.30%	0.63%	0.57%	0.48%	0.24%	0.13%	0.51%	0.14%	0.89%	0.12%	0.65%									
14	Грудинин Павел Николаевич	6831	202	75	126	90	163	59	186	62	232	200	210	165	61	183	222	249	94	99	214	184	190	199	137	150	130	162	112	174	17	22	54	57	13	35	23	31	10	18	42	27	17	50	14	32	71	40	25	30	34	11	95	83	145	97	87	193	137	104	83	131	91	161	106	81	108	126									
		13.11%	14.29%	14.15%	18.00%	13.57%	14.67%	11.87%	13.55%	14.39%	14.62%	12.45%	13.03%	12.61%	15.60%	13.04%	14.74%	17.23%	11.56%	11.34%	15.38%	13.59%	15.22%	13.72%	12.16%	12.58%	15.05%	15.91%	13.68%	13.96%	9.44%	6.75%	10.51%	9.03%	7.14%	7.38%	10.13%	10.06%	6.80%	13.64%	15.50%	9.54%	14.05%	16.08%	6.33%	11.11%	13.03%	11.46%	10.92%	7.65%	13.33%	6.88%	16.07%	12.52%	12.01%	13.84%	12.32%	14.32%	10.74%	8.43%	10.00%	10.54%	12.12%	13.61%	14.78%	14.49%	13.40%	16.26%									
15	Жириновский Владимир Вольфович	3582	94	30	46	59	95	26	122	28	102	106	117	82	20	98	95	82	52	53	94	98	103	94	85	100	59	68	57	93	19	32	27	51	13	37	15	15	12	14	17	24	4	25	12	20	34	26	20	28	15	8	25	54	94	60	60	89	104	62	46	68	55	61	48	30	52	48									
		6.87%	6.65%	5.66%	6.57%	8.90%	8.55%	5.23%	8.89%	6.50%	6.43%	6.60%	7.26%	6.27%	5.12%	6.99%	6.31%	5.67%	6.40%	6.07%	6.76%	7.24%	8.25%	6.48%	7.54%	8.39%	6.83%	6.68%	6.96%	7.46%	10.56%	9.82%	5.25%	8.08%	7.14%	7.81%	6.61%	4.87%	8.16%	10.61%	6.27%	8.48%	3.31%	8.04%	5.43%	6.94%	6.24%	7.45%	8.73%	7.14%	5.88%	5.00%	4.23%	8.14%	7.79%	8.56%	8.50%	6.60%	8.15%	5.02%	5.54%	5.47%	7.32%	5.16%	6.69%	5.37%	6.45%	6.19%									
16	Путин Владимир Владимирович	38967	1047	387	488	474	804	385	966	309	1146	1214	1202	992	291	1036	1100	1035	607	672	997	998	892	1066	849	883	636	721	612	925	138	260	406	487	147	381	185	249	121	95	209	220	93	225	186	226	411	265	184	319	199	139	438	483	910	501	525	1014	962	1022	658	1000	577	901	517	411	610	559									
		74.78%	74.05%	73.02%	69.71%	71.49%	72.37%	77.46%	70.36%	71.69%	72.21%	75.54%	74.57%	75.84%	74.42%	73.84%	73.04%	71.63%	74.66%	76.98%	71.68%	73.71%	71.47%	73.52%	75.33%	74.08%	73.61%	70.83%	74.73%	74.24%	76.67%	79.75%	78.99%	77.18%	80.77%	80.38%	81.50%	80.84%	82.31%	71.97%	77.12%	77.74%	76.86%	72.35%	84.16%	78.47%	75.41%	75.93%	80.35%	81.38%	78.04%	86.88%	74.11%	72.85%	75.39%	71.47%	74.36%	75.22%	75.39%	82.82%	79.28%	80.45%	76.83%	76.16%	72.11%	73.52%	75.68%	72.13%									
17	Собчак Ксения Анатольевна	625	14	7	15	11	10	9	21	4	29	26	15	17	8	29	24	16	11	11	20	15	7	25	10	17	8	13	7	6	0	2	6	6	1	5	1	3	2	1	0	4	2	1	0	4	10	3	0	3	5	1	6	5	13	5	7	10	18	4	10	17	5	13	15	11	7	14									
		1.20%	0.99%	1.32%	2.14%	1.66%	0.90%	1.81%	1.53%	0.93%	1.83%	1.62%	0.93%	1.30%	2.05%	2.07%	1.59%	1.11%	1.35%	1.26%	1.44%	1.11%	0.56%	1.72%	0.89%	1.43%	0.93%	1.28%	0.85%	0.48%	0.00%	0.61%	1.17%	0.95%	0.55%	1.05%	0.44%	0.97%	1.36%	0.76%	0.00%	1.41%	1.65%	0.32%	0.00%	1.39%	1.83%	0.86%	0.00%	0.77%	1.96%	0.63%	1.02%	0.75%	1.08%	0.71%	0.99%	0.74%	1.41%	0.32%	1.20%	1.37%	0.67%	1.10%	2.09%	1.97%	0.87%	1.81%									
18	Сурайкин Максим Александрович	339	11	7	2	3	6	0	5	3	8	10	10	10	2	15	11	6	7	7	9	10	8	10	8	9	6	9	4	10	2	1	5	3	0	5	0	3	0	1	2	2	0	1	2	0	5	3	0	4	0	0	6	4	6	6	7	7	6	14	4	6	3	9	5	4	2	5									
		0.65%	0.78%	1.32%	0.29%	0.45%	0.54%	0.00%	0.36%	0.70%	0.50%	0.62%	0.62%	0.76%	0.51%	1.07%	0.73%	0.42%	0.86%	0.80%	0.65%	0.74%	0.64%	0.69%	0.71%	0.76%	0.69%	0.88%	0.49%	0.80%	1.11%	0.31%	0.97%	0.48%	0.00%	1.05%	0.00%	0.97%	0.00%	0.76%	0.74%	0.71%	0.00%	0.32%	0.90%	0.00%	0.92%	0.86%	0.00%	1.02%	0.00%	0.00%	1.02%	0.60%	0.50%	0.86%	0.99%	0.52%	0.47%	1.13%	0.48%	0.48%	0.40%	0.76%	0.70%	0.72%	0.25%	0.65%									
19	Титов Борис Юрьевич	367	5	6	6	8	9	3	12	7	17	5	11	11	0	7	5	17	7	8	11	8	15	16	6	9	5	12	8	5	0	1	3	7	1	1	0	2	1	0	0	1	1	2	2	2	2	1	0	5	1	0	4	4	6	4	5	9	7	5	6	6	7	7	6	7	8	4									
		0.70%	0.35%	1.13%	0.86%	1.21%	0.81%	0.60%	0.87%	1.62%	1.07%	0.31%	0.68%	0.84%	0.00%	0.50%	0.33%	1.18%	0.86%	0.92%	0.79%	0.59%	1.20%	1.10%	0.53%	0.76%	0.58%	1.18%	0.98%	0.40%	0.00%	0.31%	0.58%	1.11%	0.55%	0.21%	0.00%	0.65%	0.68%	0.00%	0.00%	0.35%	0.83%	0.64%	0.90%	0.69%	0.37%	0.29%	0.00%	1.28%	0.39%	0.00%	0.68%	0.60%	0.50%	0.57%	0.71%	0.67%	0.55%	0.41%	0.72%	0.48%	0.93%	0.59%	0.84%	1.25%	0.99%	0.52%									
20	Явлинский Григорий Алексеевич	328	9	5	4	3	9	1	18	3	18	11	10	5	2	9	11	9	11	5	9	13	7	15	6	5	4	13	4	5	0	2	4	6	1	3	0	0	0	1	0	2	3	0	0	1	0	2	0	0	1	1	4	6	4	1	4	4	12	2	2	3	5	4	8	6	7	5									
		0.63%	0.64%	0.94%	0.57%	0.45%	0.81%	0.20%	1.31%	0.70%	1.13%	0.68%	0.62%	0.38%	0.51%	0.64%	0.73%	0.62%	1.35%	0.57%	0.65%	0.96%	0.56%	1.03%	0.53%	0.42%	0.46%	1.28%	0.49%	0.40%	0.00%	0.61%	0.78%	0.95%	0.55%	0.63%	0.00%	0.00%	0.00%	0.76%	0.00%	0.71%	2.48%	0.00%	0.00%	0.35%	0.00%	0.57%	0.00%	0.00%	0.39%	0.63%	0.68%	0.90%	0.33%	0.14%	0.57%	0.30%	0.94%	0.16%	0.24%	0.24%	0.67%	0.34%	1.12%	1.07%	0.87%	0.65%									
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
