Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Бодайбинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216					
1	"Число избирателей, внесенных в список избирателей"	19789	723	1766	1535	1664	1198	1442	713	1382	1079	733	223	177	95	1612	188	1174	734	673	347	1497	834					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19627	730	1790	1535	1624	1220	1450	715	1390	1085	735	225	184	96	1630	193	1180	745	685	355	1210	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	29					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6189	204	520	583	579	445	348	207	422	319	258	86	68	76	619	84	404	245	149	105	265	203					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	519	12	26	34	65	15	51	2	32	18	5	4	3	18	63	3	25	38	28	12	19	46					
6	Число погашенных избирательных бюллетеней	12656	514	1244	918	980	760	1051	506	936	748	472	135	113	2	948	106	751	462	508	238	692	572					
7	Число избирательных бюллетеней в переносных ящиках для голосования	782	12	26	34	65	15	51	2	32	18	5	4	3	18	63	3	25	38	28	12	253	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6187	204	520	583	578	445	348	206	422	319	258	86	68	76	619	84	404	245	149	105	265	203					
9	Число недействительных избирательных бюллетеней	82	2	10	3	9	16	6	1	2	6	2	1	0	2	7	0	5	6	1	1	1	1					
10	Число действительных избирательных бюллетеней	6887	214	536	614	634	444	393	207	452	331	261	89	71	92	675	87	424	277	176	116	517	277					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	10	30	30	30	20	30	20	30	30	10	10	10	5	35	10	30	20	20	20	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	91	2	1	9	2	7	3	0	5	3	0	0	1	2	9	6	8	13	9	4	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	2	5	5	5	2	2	0	1	0	1	0	2	0	0	1	2	2	2	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	359	8	29	21	28	13	27	20	25	27	10	10	9	3	26	4	22	7	11	16	28	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1013	37	87	81	90	65	46	31	60	44	33	14	4	6	123	6	68	52	36	28	79	23					
		14.54%	17.13%	15.93%	13.13%	13.99%	14.13%	11.53%	14.90%	13.22%	13.06%	12.55%	15.56%	5.63%	6.38%	18.04%	6.90%	15.85%	18.37%	20.34%	23.93%	15.25%	8.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1361	45	113	114	118	86	79	35	83	66	71	16	31	8	136	26	81	40	31	16	116	50					
		19.53%	20.83%	20.70%	18.48%	18.35%	18.70%	19.80%	16.83%	18.28%	19.58%	26.99%	17.78%	43.66%	8.51%	19.94%	29.89%	18.88%	14.13%	17.51%	13.68%	22.39%	17.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	3	6	14	7	7	3	2	1	3	1	1	1	3	12	2	6	3	1	1	5	2					
