Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Жуковская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187					
1	"Число избирателей, внесенных в список избирателей"	35596	1040	103	273	432	524	426	221	430	220	1344	270	136	649	576	336	492	761	1174	1093	1248	1220	1198	948	1935	1853	1872	1862	1896	2063	2154	2004	1530	1999	1101	213					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34170	1000	100	250	400	500	400	200	400	200	1300	200	100	600	500	400	420	700	1000	1000	1200	1200	1100	900	1900	1800	1900	1900	1900	2000	2000	2000	1500	2000	1000	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18559	644	50	148	245	276	305	141	353	159	712	187	43	376	359	164	358	304	459	526	583	570	533	426	858	880	1044	871	812	1298	1369	1211	807	937	463	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1325	54	6	27	36	57	40	47	29	20	82	0	37	50	59	59	59	97	25	11	8	25	12	10	17	35	90	31	31	29	8	31	18	82	64	39					
6	Число погашенных избирательных бюллетеней	14286	302	44	75	119	167	55	12	18	21	506	13	20	174	82	177	3	299	516	463	609	605	555	464	1025	885	766	998	1057	673	623	758	675	981	473	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1325	54	6	27	36	57	40	47	29	20	82	0	37	50	59	59	59	97	25	11	8	25	12	10	17	35	90	31	31	29	8	31	18	82	64	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18558	644	50	148	245	276	305	141	353	159	712	187	43	376	359	164	358	304	459	526	583	570	533	426	858	880	1044	871	812	1297	1369	1211	807	937	463	88					
9	Число недействительных избирательных бюллетеней	369	18	0	0	4	6	6	3	2	3	19	3	0	15	5	2	7	11	9	12	9	11	11	7	15	22	18	8	28	22	24	21	13	21	14	0					
10	Число действительных избирательных бюллетеней	19514	680	56	175	277	327	339	185	380	176	775	184	80	411	413	221	410	390	475	525	582	584	534	429	860	893	1116	894	815	1304	1353	1221	812	998	513	127					
