Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Жуковская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179					
1	"Число избирателей, внесенных в списки избирателей"	36907	2229	2352	2142	746	2528	1228	1038	204	99	265	433	560	440	251	434	245	1509	296	329	686	572	308	598	797	1173	1110	1211	1244	1197	1000	2507	2271	2084	2821					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32350	2000	2000	2000	600	2200	1000	900	200	100	300	400	600	400	200	500	250	1300	250	350	600	500	300	500	700	1000	1000	1000	1000	1000	800	2200	2000	2000	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19700	1247	1389	1198	445	1136	727	473	82	66	117	221	307	216	167	313	120	762	156	222	386	386	126	341	350	558	609	648	680	617	520	1313	1221	1156	1425					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1299	21	12	14	13	140	66	36	22	4	36	54	55	23	0	12	20	83	31	21	52	55	92	106	118	17	16	15	9	15	13	28	28	40	32					
6	Число погашенных избирательных бюллетеней	11351	732	599	788	142	924	207	391	96	30	147	125	238	161	33	175	110	455	63	107	162	59	82	53	232	425	375	337	311	368	267	859	751	804	743					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1299	21	12	14	13	140	66	36	22	4	36	54	55	23	0	12	20	83	31	21	52	55	92	106	118	17	16	15	9	15	13	28	28	40	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19690	1242	1389	1198	445	1136	726	473	82	66	117	221	307	216	167	313	120	762	156	222	386	386	126	341	350	558	609	648	680	617	520	1309	1221	1156	1425					
9	Число недействительных избирательных бюллетеней	203	15	18	17	6	7	6	2	0	0	2	2	5	2	1	1	1	18	0	0	4	2	0	2	5	2	7	2	6	7	5	9	17	17	15					
10	Число действительных избирательных бюллетеней	20786	1248	1383	1195	452	1269	786	507	104	70	151	273	357	237	166	324	139	827	187	243	434	439	218	445	463	573	618	661	683	625	528	1328	1232	1179	1442					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	350	12	19	21	1	18	5	5	3	3	3	3	15	5	2	15	4	20	3	2	4	1	2	3	3	5	10	9	10	10	10	25	33	33	33					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	284	12	19	21	1	14	5	4	2	0	2	2	11	0	0	15	3	19	0	0	0	0	0	3	3	1	3	5	8	10	5	25	32	26	33					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	225	5	3	7	4	15	6	5	6	2	0	9	10	14	0	11	2	8	3	44	3	4	3	10	5	9	4	2	5	2	2	4	3	6	9					
14	Число погашенных неиспользованных открепительных удостоверений	66	0	0	0	0	4	0	1	1	3	1	1	4	5	2	0	1	1	3	2	4	1	2	0	0	4	7	4	2	0	5	0	1	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	633	46	32	41	17	44	38	15	7	1	5	5	5	23	6	10	1	27	8	7	23	11	15	11	22	13	17	10	27	21	22	20	34	20	29					
		3.02%	3.64%	2.28%	3.38%	3.71%	3.45%	4.80%	2.95%	6.73%	1.43%	3.27%	1.82%	1.38%	9.62%	3.59%	3.08%	0.71%	3.20%	4.28%	2.88%	5.25%	2.49%	6.88%	2.46%	4.70%	2.26%	2.72%	1.51%	3.92%	3.32%	4.13%	1.50%	2.72%	1.67%	1.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	219	23	25	20	12	14	4	3	1	0	0	0	5	1	0	1	0	7	1	0	1	2	1	0	1	10	7	9	12	5	1	13	16	13	11					
		1.04%	1.82%	1.78%	1.65%	2.62%	1.10%	0.51%	0.59%	0.96%	0.00%	0.00%	0.00%	1.38%	0.42%	0.00%	0.31%	0.00%	0.83%	0.53%	0.00%	0.23%	0.45%	0.46%	0.00%	0.21%	1.74%	1.12%	1.36%	1.74%	0.79%	0.19%	0.97%	1.28%	1.09%	0.75%					
20	3.Политическая партия «Демократическая партия России»	21	3	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	1	0	1	0	3	0	1					
		0.10%	0.24%	0.21%	0.08%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.16%	0.15%	0.15%	0.00%	0.19%	0.00%	0.24%	0.00%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2226	217	212	176	33	105	83	39	14	0	16	19	20	14	17	23	3	124	15	43	34	41	19	31	44	53	69	59	49	57	72	130	127	121	147					
		10.61%	17.18%	15.13%	14.52%	7.21%	8.23%	10.48%	7.66%	13.46%	0.00%	10.46%	6.91%	5.52%	5.86%	10.18%	7.08%	2.14%	14.67%	8.02%	17.70%	7.76%	9.30%	8.72%	6.94%	9.40%	9.22%	11.04%	8.90%	7.11%	9.02%	13.51%	9.72%	10.17%	10.12%	10.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	142	13	10	12	6	6	5	4	0	0	0	0	0	1	0	4	0	0	0	1	2	0	1	2	0	2	6	3	2	9	1	19	13	7	13					
		0.68%	1.03%	0.71%	0.99%	1.31%	0.47%	0.63%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	1.23%	0.00%	0.00%	0.00%	0.41%	0.46%	0.00%	0.46%	0.45%	0.00%	0.35%	0.96%	0.45%	0.29%	1.42%	0.19%	1.42%	1.04%	0.59%	0.89%					
23	6.Политическая партия «Партия социальной справедливости»	38	2	3	2	1	1	3	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	3	2	2	0	0	0	2	4	3	4					
		0.18%	0.16%	0.21%	0.17%	0.22%	0.08%	0.38%	0.20%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.41%	0.23%	0.00%	0.00%	0.00%	0.21%	0.52%	0.32%	0.30%	0.00%	0.00%	0.00%	0.15%	0.32%	0.25%	0.27%					
