Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Курманаевская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692					
1	"Число избирателей, внесенных в списки"	15990	1843	1823	105	831	537	130	1257	112	386	261	73	163	302	679	61	66	72	986	976	118	121	123	187	559	139	400	550	89	486	247	445	387	751	559	166					
2	"Число бюллетеней, полученных участковыми комиссиями"	16608	1873	1848	104	827	543	130	1249	115	385	261	75	168	303	685	63	68	74	989	966	120	177	123	188	562	141	396	553	106	487	251	446	380	1222	562	168					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9853	1010	930	63	545	327	98	630	73	192	175	51	118	160	367	50	61	40	680	550	109	121	97	104	396	110	281	350	72	287	142	255	251	690	342	126					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	605	32	22	1	12	10	6	17	10	29	0	0	0	16	41	0	0	0	0	38	0	0	4	13	7	12	52	23	17	36	32	42	34	61	27	11					
6	Число погашенных бюллетеней	6150	831	896	40	270	206	26	602	32	164	86	24	50	127	277	13	7	34	309	378	11	56	22	71	159	19	63	180	17	164	77	149	95	471	193	31					
7	Число бюллетеней в переносных ящиках для голосования	605	32	22	1	12	10	6	17	10	29	0	0	0	16	41	0	0	0	0	38	0	0	4	13	7	12	52	23	17	36	32	42	34	61	27	11					
8	Число бюллетеней в стационарных ящиках для голосования	9853	1010	930	63	545	327	98	630	73	192	175	51	118	160	367	50	61	40	680	550	109	121	97	104	396	110	281	350	72	287	142	255	251	690	342	126					
9	Число недействительных бюллетеней	192	7	15	3	5	2	2	12	1	7	5	1	4	6	10	1	0	3	7	15	1	5	2	1	15	0	6	8	4	7	7	13	8	8	1	0					
10	Число действительных бюллетеней	10266	1035	937	61	552	335	102	635	82	214	170	50	114	170	398	49	61	37	673	573	108	116	99	116	388	122	327	365	85	316	167	284	277	743	368	137					
