Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Шарканская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131					
1	"Число избирателей, внесенных в списки"	15857	610	202	429	301	623	183	125	477	499	213	580	213	463	176	206	678	345	330	713	2521	2676	270	376	506	146	431	167	279	464	520	135					
2	"Число бюллетеней, полученных участковыми комиссиями"	14345	552	182	390	270	565	165	115	430	460	195	525	195	415	160	190	620	300	295	640	2280	2405	245	360	460	132	385	152	255	415	470	122					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8134	376	153	210	161	343	123	50	282	293	121	354	120	289	83	115	245	224	168	426	1033	1217	136	183	256	111	230	89	144	200	332	67					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1150	47	5	60	34	56	0	18	32	46	27	26	22	8	28	25	133	29	18	35	73	23	45	9	121	2	27	23	35	105	12	26					
6	Число погашенных бюллетеней	5061	129	24	120	75	166	42	47	116	121	47	145	53	118	49	50	242	47	109	179	1174	1165	64	168	83	19	128	40	76	110	126	29					
7	Число бюллетеней в переносных ящиках для голосования	1150	47	5	60	34	56	0	18	32	46	27	26	22	8	28	25	133	29	18	35	73	23	45	9	121	2	27	23	35	105	12	26					
8	Число бюллетеней в стационарных ящиках для голосования	8131	376	153	210	161	343	123	50	282	293	121	354	120	289	83	115	245	224	168	426	1030	1217	136	183	256	111	230	89	144	200	332	67					
9	Число недействительных бюллетеней	220	12	2	7	8	6	1	0	18	3	3	11	6	7	3	2	18	3	2	8	26	25	8	2	0	9	10	0	2	10	5	3					
10	Число действительных бюллетеней	9061	411	156	263	187	393	122	68	296	336	145	369	136	290	108	138	360	250	184	453	1077	1215	173	190	377	104	247	112	177	295	339	90					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	10	25	20	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	84	5	1	4	3	3	0	1	1	4	1	5	1	2	1	1	5	0	0	8	17	14	0	3	1	0	0	0	2	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	2	0	0	1	1	1	2	1	1	1	1	1	2	0	2	2	2	1	3	4	7	0	2	1	1	2	0	1	1	0	1					
14	Число погашенных открепительных удостоверений	116	0	4	1	2	2	5	4	4	1	4	0	4	3	4	4	5	5	5	2	8	6	5	2	4	5	5	5	3	5	4	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	200	13	3	2	3	13	5	0	8	5	1	10	6	7	4	4	5	5	4	16	12	23	1	7	4	2	11	3	0	9	10	4					
		2.15%	3.07%	1.89%	0.74%	1.53%	3.25%	4.06%	0.0%	2.54%	1.47%	0.67%	2.63%	4.22%	2.35%	3.60%	2.85%	1.32%	1.97%	2.15%	3.47%	1.08%	1.85%	0.55%	3.64%	1.06%	1.76%	4.28%	2.67%	0.0%	2.95%	2.90%	4.30%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	105	5	1	1	0	5	1	2	0	2	3	3	1	4	2	2	3	5	3	4	15	25	1	5	1	1	2	0	0	4	3	1					
		1.13%	1.18%	0.63%	0.37%	0.0%	1.25%	0.81%	2.94%	0.0%	0.58%	2.02%	0.78%	0.70%	1.34%	1.80%	1.42%	0.79%	1.97%	1.61%	0.86%	1.35%	2.01%	0.55%	2.60%	0.26%	0.88%	0.77%	0.0%	0.0%	1.31%	0.87%	1.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	147	6	3	1	1	5	3	1	1	0	0	4	4	2	5	5	19	4	3	3	24	19	5	1	7	0	4	3	2	5	4	3					
		1.58%	1.41%	1.89%	0.37%	0.51%	1.25%	2.43%	1.47%	0.31%	0.0%	0.0%	1.05%	2.81%	0.67%	4.50%	3.57%	5.02%	1.58%	1.61%	0.65%	2.17%	1.53%	2.76%	0.52%	1.85%	0.0%	1.55%	2.67%	1.11%	1.63%	1.16%	3.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	45	3	0	0	2	4	0	0	2	1	1	2	0	2	0	0	0	0	1	1	11	5	2	0	1	2	1	1	0	2	1	0					
		0.48%	0.70%	0.0%	0.0%	1.02%	1.00%	0.0%	0.0%	0.63%	0.29%	0.67%	0.52%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.53%	0.21%	0.99%	0.40%	1.10%	0.0%	0.26%	1.76%	0.38%	0.89%	0.0%	0.65%	0.29%	0.0%					
22	"5. ""За Русь Святую"""	32	1	0	1	2	1	0	0	1	0	0	1	1	0	0	1	6	3	0	4	1	4	1	0	0	0	1	0	1	0	2	0					
		0.34%	0.23%	0.0%	0.37%	1.02%	0.25%	0.0%	0.0%	0.31%	0.0%	0.0%	0.26%	0.70%	0.0%	0.0%	0.71%	1.58%	1.18%	0.0%	0.86%	0.09%	0.32%	0.55%	0.0%	0.0%	0.0%	0.38%	0.0%	0.55%	0.0%	0.58%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	1	1	1	2	0	0	0	2	0	0	0	0	1	0	1	2	0	1	0	3	1	2	1	0	2	1	0	1	0	0	0					
		0.24%	0.23%	0.63%	0.37%	1.02%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.71%	0.52%	0.0%	0.53%	0.0%	0.27%	0.08%	1.10%	0.52%	0.0%	1.76%	0.38%	0.0%	0.55%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	1	0	1	0	1	1	0	0	1	0	2	1	0	0	1	2	0	0	2	9	2	1	0	0	1	0	1	0	0	1	0					
		0.30%	0.23%	0.0%	0.37%	0.0%	0.25%	0.81%	0.0%	0.0%	0.29%	0.0%	0.52%	0.70%	0.0%	0.0%	0.71%	0.52%	0.0%	0.0%	0.43%	0.81%	0.16%	0.55%	0.0%	0.0%	0.88%	0.0%	0.89%	0.0%	0.0%	0.29%	0.0%					
25	"8. ""Народно-республиканская партия России"""	18	0	0	0	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	2	2	0	2	0	1	1					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	1.47%	0.31%	0.29%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.18%	0.0%	0.0%	0.0%	0.26%	1.76%	0.77%	0.0%	1.11%	0.0%	0.29%	1.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	1	0	0	1	0	0	0	0	0	0	1	2	0	2	0	2	0	0	2	2	2	0	0	0	0	0	0	0	1	0	1					
		0.18%	0.23%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	1.40%	0.0%	1.80%	0.0%	0.52%	0.0%	0.0%	0.43%	0.18%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	1.07%					
27	"10. ""Аграрная партия России"""	705	22	6	8	20	36	20	5	39	61	18	24	11	73	11	16	22	22	6	26	30	67	18	15	28	4	17	22	30	14	8	6					
		7.59%	5.20%	3.79%	2.96%	10.25%	9.02%	16.26%	7.35%	12.42%	17.99%	12.16%	6.31%	7.74%	24.57%	9.90%	11.42%	5.82%	8.69%	3.22%	5.63%	2.71%	5.40%	9.94%	7.81%	7.42%	3.53%	6.61%	19.64%	16.75%	4.59%	2.32%	6.45%					
28	"11. ""Истинные патриоты России"""	12	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	4	1	0	1	0	0	0	0	1	0	0	0					
		0.12%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	1.80%	0.0%	0.26%	0.0%	0.0%	0.0%	0.36%	0.08%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	46	4	0	1	2	2	2	0	1	0	1	3	2	1	0	2	3	0	1	2	5	2	0	3	3	0	2	2	0	2	0	0					
		0.49%	0.94%	0.0%	0.37%	1.02%	0.50%	1.62%	0.0%	0.31%	0.0%	0.67%	0.78%	1.40%	0.33%	0.0%	1.42%	0.79%	0.0%	0.53%	0.43%	0.45%	0.16%	0.0%	1.56%	0.79%	0.0%	0.77%	1.78%	0.0%	0.65%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	13	2	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	1	0					
		0.14%	0.47%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.29%	0.67%	0.0%	0.0%	0.33%	0.0%	0.0%	0.26%	0.0%	0.0%	0.43%	0.0%	0.16%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	0					
		0.09%	0.0%	0.63%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.24%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%					
32	"15. ""Партия СЛОН"""	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	196	10	3	6	5	5	1	0	5	2	3	18	3	4	1	1	7	4	0	10	35	38	4	3	0	2	14	1	2	5	3	1					
		2.11%	2.36%	1.89%	2.22%	2.56%	1.25%	0.81%	0.0%	1.59%	0.58%	2.02%	4.73%	2.11%	1.34%	0.90%	0.71%	1.85%	1.58%	0.0%	2.16%	3.17%	3.06%	2.20%	1.56%	0.0%	1.76%	5.44%	0.89%	1.11%	1.63%	0.87%	1.07%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	7	0	0	2	0	1	0	2	2	0	1	0	1	0	0	4	1	1	0	5	1	3	0	0	2	3	0	0	5	0	1					
		0.45%	1.65%	0.0%	0.0%	1.02%	0.0%	0.81%	0.0%	0.63%	0.58%	0.0%	0.26%	0.0%	0.33%	0.0%	0.0%	1.05%	0.39%	0.53%	0.0%	0.45%	0.08%	1.65%	0.0%	0.0%	1.76%	1.16%	0.0%	0.0%	1.63%	0.0%	1.07%					
35	"18. ""ЛДПР"""	786	44	14	29	15	24	3	7	12	19	14	52	6	12	5	9	22	15	10	39	104	140	25	26	28	8	15	1	22	27	29	10					
		8.46%	10.40%	8.86%	10.74%	7.69%	6.01%	2.43%	10.29%	3.82%	5.60%	9.45%	13.68%	4.22%	4.04%	4.50%	6.42%	5.82%	5.92%	5.37%	8.45%	9.42%	11.29%	13.81%	13.54%	7.42%	7.07%	5.83%	0.89%	12.29%	8.85%	8.43%	10.75%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	83	1	1	0	1	6	2	2	0	1	0	3	3	2	0	2	6	1	5	2	10	15	3	2	0	1	1	0	4	4	2	3					
		0.89%	0.23%	0.63%	0.0%	0.51%	1.50%	1.62%	2.94%	0.0%	0.29%	0.0%	0.78%	2.11%	0.67%	0.0%	1.42%	1.58%	0.39%	2.68%	0.43%	0.90%	1.20%	1.65%	1.04%	0.0%	0.88%	0.38%	0.0%	2.23%	1.31%	0.58%	3.22%					
37	"20. ""Политическая партия ""Единая Россия"""	5699	267	104	192	104	266	73	42	197	214	93	214	85	165	67	83	223	166	110	298	664	765	84	100	272	53	150	61	94	191	255	47					
