Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Казбековская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	30594	1354	73	48	2740	1057	394	2148	1341	1294	1712	2259	2331	79	1447	1925	1765	2751	2004	1630	109	395	56	140	215	1255	72									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30200	1337	61	48	2705	1044	382	2121	1324	1277	1690	2230	2301	79	1429	1901	1743	2714	1979	1609	109	395	56	140	215	1239	72									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	27606	1205	56	48	2550	962	344	1935	1217	1150	1550	2040	2110	74	1324	1755	1591	2550	1800	1405	100	283	56	120	201	1110	70									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	298	20	0	0	50	8	1	10	4	10	50	40	10	0	5	5	4	50	3	5	5	0	0	2	4	10	2									
6	Число погашенных избирательных бюллетеней	2296	112	5	0	105	74	37	176	103	117	90	150	181	5	100	141	148	114	176	199	4	112	0	18	10	119	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	298	20	0	0	50	8	1	10	4	10	50	40	10	0	5	5	4	50	3	5	5	0	0	2	4	10	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	27606	1205	56	48	2550	962	344	1935	1217	1150	1550	2040	2110	74	1324	1755	1591	2550	1800	1405	100	283	56	120	201	1110	70									
9	Число недействительных избирательных бюллетеней	66	5	0	0	4	2	0	2	0	1	3	1	2	0	0	38	2	2	1	1	0	0	0	0	0	2	0									
10	Число действительных избирательных бюллетеней	27838	1220	56	48	2596	968	345	1943	1221	1159	1597	2079	2118	74	1329	1722	1593	2598	1802	1409	105	283	56	122	205	1118	72									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	194	11	3	2	14	15	5	9	9	9	10	14	14	2	7	10	9	12	10	9	2	2	2	2	3	7	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	22	0	0	0	1	15	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	172	11	3	2	13	0	5	9	9	6	10	14	12	2	7	10	8	12	10	9	2	2	2	2	3	7	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26064	1161	54	48	2405	934	280	1902	1091	1061	1494	1950	2105	74	1231	1592	1456	2440	1647	1355	95	273	56	110	186	992	72									
		93.41%	94.78%	96.43%	100.00%	92.50%	96.29%	81.16%	97.79%	89.35%	91.47%	93.38%	93.75%	99.29%	100.00%	92.63%	90.45%	91.29%	93.85%	91.35%	96.10%	90.48%	96.47%	100.00%	90.16%	90.73%	88.57%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	14	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1254	45	1	0	90	30	59	15	109	70	50	101	2	0	90	103	95	103	105	48	10	8	0	0	15	105	0									
		4.49%	3.67%	1.79%	0.00%	3.46%	3.09%	17.10%	0.77%	8.93%	6.03%	3.13%	4.86%	0.09%	0.00%	6.77%	5.85%	5.96%	3.96%	5.82%	3.40%	9.52%	2.83%	0.00%	0.00%	7.32%	9.38%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	4	1	0	5	0	0	0	2	20	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0									
		0.16%	0.33%	1.79%	0.00%	0.19%	0.00%	0.00%	0.00%	0.16%	1.72%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.84%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	431	10	0	0	86	0	5	26	19	8	38	28	11	0	8	14	42	55	50	6	0	0	0	0	4	21	0									
		1.54%	0.82%	0.00%	0.00%	3.31%	0.00%	1.45%	1.34%	1.56%	0.69%	2.38%	1.35%	0.52%	0.00%	0.60%	0.80%	2.63%	2.12%	2.77%	0.43%	0.00%	0.00%	0.00%	0.00%	1.95%	1.88%	0.00%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
