Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Яранская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1305	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342					
1	"Число избирателей, внесенных в список избирателей"	24701	1294	2358	1485	1037	2030	1033	859	608	1060	1712	1536	183	227	273	240	291	627	712	350	225	268	366	367	432	279	293	578	748	189	409	646	192	286	427	217	421	443					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23030	1190	2150	1350	960	1900	880	750	560	950	1570	1430	186	210	250	230	270	600	670	340	220	260	360	360	430	280	290	550	710	194	400	650	190	270	400	210	400	410					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11303	569	1021	655	483	1041	468	341	251	470	852	824	144	88	110	112	143	297	272	136	108	126	189	163	184	134	145	228	409	108	140	298	99	110	159	88	163	175					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1836	33	28	24	26	76	118	88	26	22	31	45	0	38	37	19	42	34	91	74	52	37	52	52	65	18	32	131	46	30	50	107	37	37	100	20	64	54					
6	Число погашенных избирательных бюллетеней	9891	588	1101	671	451	783	294	321	283	458	687	561	42	84	103	99	85	269	307	130	60	97	119	145	181	128	113	191	255	56	210	245	54	123	141	102	173	181					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1835	33	28	24	26	76	118	87	26	22	31	45	0	38	37	19	42	34	91	74	52	37	52	52	65	18	32	131	46	30	50	107	37	37	100	20	64	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11301	569	1020	655	483	1041	468	341	251	470	851	824	144	88	110	112	143	297	272	136	108	126	189	163	184	134	145	228	409	108	140	298	99	110	159	88	163	175					
9	Число недействительных избирательных бюллетеней	209	18	14	15	9	14	8	7	5	7	11	18	26	1	1	2	2	3	7	5	1	0	2	1	3	2	0	2	4	0	4	1	1	1	6	2	3	3					
10	Число действительных избирательных бюллетеней	12927	584	1034	664	500	1103	578	421	272	485	871	851	118	125	146	129	183	328	356	205	159	163	239	214	246	150	177	357	451	138	186	404	135	146	253	106	224	226					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	578	19	32	26	17	32	21	13	13	20	27	21	5	13	13	13	11	15	16	11	11	11	15	15	15	11	11	15	16	10	15	15	10	12	15	12	14	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	326	6	24	9	9	16	10	7	4	20	7	14	0	1	3	6	6	6	6	11	11	11	15	15	15	11	11	8	6	7	15	9	10	1	4	3	6	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	201	5	14	6	10	8	68	5	1	7	11	3	0	2	1	1	1	5	2	1	3	3	3	3	2	2	3	3	7	1	1	6	2	3	1	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	252	13	8	17	8	16	11	6	9	0	20	7	5	12	10	7	5	9	10	0	0	0	0	0	0	0	0	7	10	3	0	6	0	11	11	9	8	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	1	0	0	2	1	0	0	2	2	2	0	0	0	0	0	1	2	0	0	0	1	3	0	0	1	0	0	0	0	1	0	1	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2805	101	213	131	102	206	126	90	62	110	206	181	26	28	32	19	24	93	104	28	32	38	79	32	61	32	28	82	116	38	32	108	36	27	67	18	40	57					
