Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Зарайская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632					
1	"Число избирателей, внесенных в список избирателей"	33948	800	826	992	1408	1244	1255	1319	1496	1577	1433	1485	1382	1480	1223	1258	1315	911	1159	869	1176	1383	606	767	1386	549	786	1032	1308	537	986					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24250	550	570	700	1000	870	890	900	1040	1090	1050	1050	970	1040	870	900	920	690	870	640	910	1000	440	570	960	390	570	740	950	410	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15090	363	325	407	488	419	513	488	632	800	776	752	684	686	541	599	582	411	544	497	711	612	256	374	520	132	294	478	568	246	392					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2902	35	29	84	93	61	53	143	58	43	33	27	45	90	49	45	49	161	248	143	130	100	96	87	206	154	106	76	199	80	179					
6	Число погашенных избирательных бюллетеней	6257	152	216	209	419	390	324	269	350	247	241	271	241	264	280	256	289	118	78	0	69	288	87	109	234	104	170	186	183	84	129					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2902	35	29	84	93	61	53	143	58	43	33	27	45	90	49	45	49	161	248	143	130	100	96	87	206	154	106	76	199	80	179					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15086	363	325	407	488	419	513	488	632	800	776	752	684	686	540	599	582	411	544	497	711	612	256	374	520	132	294	478	565	246	392					
9	Число недействительных избирательных бюллетеней	554	13	8	17	19	13	21	22	17	26	28	25	32	23	20	24	18	22	24	10	34	25	12	10	16	9	7	12	22	13	12					
10	Число действительных избирательных бюллетеней	17434	385	346	474	562	467	545	609	673	817	781	754	697	753	569	620	613	550	768	630	807	687	340	451	710	277	393	542	742	313	559					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1053	15	10	9	25	12	20	10	23	15	30	30	27	15	25	20	25	73	90	50	140	70	49	45	25	20	30	25	50	45	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1028	12	10	7	25	12	19	10	23	14	30	30	25	15	21	19	25	73	90	50	140	65	49	45	25	20	24	25	50	45	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	336	7	8	3	6	16	12	31	27	20	18	12	20	13	6	3	5	3	11	5	10	16	35	2	6	9	4	7	8	3	10					
14	Число погашенных неиспользованных открепительных удостоверений	25	3	0	2	0	0	1	0	0	1	0	0	2	0	4	1	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	0	0	1	3	0	0	2	4	0	0	2	0	1	3	2	0	2	9	3	0	3	0	4	2	0	0	1	0	5	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2439	53	52	67	71	65	75	112	91	128	116	121	116	115	93	97	81	75	99	57	111	104	34	38	87	19	53	69	113	49	78					
		13.56%	13.32%	14.69%	13.65%	12.22%	13.54%	13.25%	17.75%	13.19%	15.18%	14.34%	15.53%	15.91%	14.82%	15.79%	15.06%	12.84%	13.11%	12.50%	8.91%	13.20%	14.61%	9.66%	8.24%	11.98%	6.64%	13.25%	12.45%	14.79%	15.03%	13.66%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2546	65	62	74	95	78	72	71	95	101	107	130	81	91	92	67	88	64	132	74	137	124	48	61	111	45	56	73	116	59	77					
		14.15%	16.33%	17.51%	15.07%	16.35%	16.25%	12.72%	11.25%	13.77%	11.98%	13.23%	16.69%	11.11%	11.73%	15.62%	10.40%	13.95%	11.19%	16.67%	11.56%	16.29%	17.42%	13.64%	13.23%	15.29%	15.73%	14.00%	13.18%	15.18%	18.10%	13.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	209	5	3	6	12	9	6	11	11	6	13	9	9	16	6	9	6	4	5	6	7	6	3	2	5	1	5	7	12	5	4					
		1.16%	1.26%	0.85%	1.22%	2.07%	1.88%	1.06%	1.74%	1.59%	0.71%	1.61%	1.16%	1.23%	2.06%	1.02%	1.40%	0.95%	0.70%	0.63%	0.94%	0.83%	0.84%	0.85%	0.43%	0.69%	0.35%	1.25%	1.26%	1.57%	1.53%	0.70%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5328	130	83	179	181	157	176	190	242	307	275	246	228	255	187	202	224	125	146	117	145	196	74	154	247	71	135	145	239	100	172					
		29.62%	32.66%	23.45%	36.46%	31.15%	32.71%	31.10%	30.11%	35.07%	36.42%	33.99%	31.58%	31.28%	32.86%	31.75%	31.37%	35.50%	21.85%	18.43%	18.28%	17.24%	27.53%	21.02%	33.41%	34.02%	24.83%	33.75%	26.17%	31.28%	30.67%	30.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	474	16	11	15	19	15	14	30	22	31	21	34	19	37	18	23	17	6	11	8	10	21	3	5	19	6	3	12	17	4	7					
		2.64%	4.02%	3.11%	3.05%	3.27%	3.13%	2.47%	4.75%	3.19%	3.68%	2.60%	4.36%	2.61%	4.77%	3.06%	3.57%	2.69%	1.05%	1.39%	1.25%	1.19%	2.95%	0.85%	1.08%	2.62%	2.10%	0.75%	2.17%	2.23%	1.23%	1.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6336	110	133	132	179	142	199	190	208	239	246	208	242	237	172	220	194	269	368	363	396	232	178	188	236	131	140	231	241	94	218					
		35.22%	27.64%	37.57%	26.88%	30.81%	29.58%	35.16%	30.11%	30.14%	28.35%	30.41%	26.70%	33.20%	30.54%	29.20%	34.16%	30.74%	47.03%	46.46%	56.72%	47.09%	32.58%	50.57%	40.78%	32.51%	45.80%	35.00%	41.70%	31.54%	28.83%	38.18%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	102	6	2	1	5	1	3	5	4	5	3	6	2	2	1	2	3	7	7	5	1	4	0	3	5	4	1	5	4	2	3					
		0.57%	1.51%	0.56%	0.20%	0.86%	0.21%	0.53%	0.79%	0.58%	0.59%	0.37%	0.77%	0.27%	0.26%	0.17%	0.31%	0.48%	1.22%	0.88%	0.78%	0.12%	0.56%	0.00%	0.65%	0.69%	1.40%	0.25%	0.90%	0.52%	0.61%	0.53%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
