Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва														
Дата голосования: 04.12.2011														
														
Наименование Избирательной комиссии:    Карабулакская городская														
														
Сводная таблица результатов выборов														
														
		Сумма	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13					
1	"Число избирателей, внесенных в список избирателей"	12574	457	2610	1910	2517	1938	1092	2050					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11915	325	2400	1800	2300	1900	1200	1990					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10676	285	2276	1755	2142	1733	1087	1398					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	143	39	23	5	53	4	5	14					
6	Число погашенных избирательных бюллетеней	1096	1	101	40	105	163	108	578					
7	Число избирательных бюллетеней в переносных ящиках для голосования	138	38	22	5	53	2	5	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10571	285	2243	1754	2130	1719	1087	1353					
9	Число недействительных избирательных бюллетеней	617	11	151	55	152	141	17	90					
10	Число действительных избирательных бюллетеней	10092	312	2114	1704	2031	1580	1075	1276					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	99	14	15	14	14	14	14	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	13	0	0	2	1	4	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	132	0	0	0	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	86	14	15	12	13	10	11	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0					
														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	217	17	16	33	38	24	58	31					
		2.03%	5.26%	0.71%	1.88%	1.74%	1.39%	5.31%	2.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	21	0	7	4	2	1	7	0					
		0.20%	0.00%	0.31%	0.23%	0.09%	0.06%	0.64%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	3	2	0	1	1	11	1					
		0.18%	0.93%	0.09%	0.00%	0.05%	0.06%	1.01%	0.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	515	35	93	32	18	163	72	102					
		4.81%	10.84%	4.11%	1.82%	0.82%	9.47%	6.59%	7.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	0	1	0	0	0	15	0					
		0.15%	0.00%	0.04%	0.00%	0.00%	0.00%	1.37%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8708	254	1878	1536	1894	1288	805	1053					
		81.31%	78.64%	82.91%	87.32%	86.76%	74.84%	73.72%	77.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	596	3	117	99	78	103	107	89					
		5.57%	0.93%	5.17%	5.63%	3.57%	5.98%	9.80%	6.52%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
