Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Усть-Илимская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387					
1	"Число избирателей, внесенных в списки избирателей"	16360	475	473	1147	1134	1834	1236	1205	1219	1243	1322	750	277	868	795	748	406	625	603					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16249	467	469	1152	1130	1871	1193	1183	1204	1227	1304	736	279	860	798	732	424	597	623					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	49	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	6	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9016	315	310	594	644	954	647	719	676	613	602	402	146	440	425	494	297	357	381					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	551	13	28	47	46	81	14	20	26	31	53	38	17	20	24	15	18	29	31					
6	Число погашенных избирательных бюллетеней	6633	139	131	511	440	793	532	444	502	583	649	296	116	400	349	223	109	205	211					
7	Число избирательных бюллетеней в переносных ящиках для голосования	600	13	28	47	46	124	14	20	26	31	53	38	17	20	24	15	18	35	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9008	315	310	594	644	954	647	719	676	613	594	402	146	440	425	494	297	357	381					
9	Число недействительных избирательных бюллетеней	103	2	6	8	6	7	4	3	15	2	11	2	2	4	4	14	6	5	2					
10	Число действительных избирательных бюллетеней	9505	326	332	633	684	1071	657	736	687	642	636	438	161	456	445	495	309	387	410					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	396	8	12	33	28	45	15	15	25	15	35	23	17	20	20	28	15	21	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	384	8	12	33	28	45	12	8	24	14	35	23	17	20	20	28	15	21	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	70	2	1	6	0	14	7	1	13	1	5	6	2	1	3	3	0	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	0	3	7	1	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	258	5	6	16	23	23	15	25	14	32	20	18	5	8	8	9	6	12	13					
		2.69%	1.52%	1.78%	2.50%	3.33%	2.13%	2.27%	3.38%	1.99%	4.97%	3.09%	4.09%	3.07%	1.74%	1.78%	1.77%	1.90%	3.06%	3.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	0	1	1	2	2	1	0	3	4	6	2	0	1	2	1	0	2	3					
		0.32%	0.00%	0.30%	0.16%	0.29%	0.19%	0.15%	0.00%	0.43%	0.62%	0.93%	0.45%	0.00%	0.22%	0.45%	0.20%	0.00%	0.51%	0.73%					
20	3.Политическая партия «Демократическая партия России»	11	2	0	0	0	1	1	1	1	0	0	2	1	0	0	0	1	1	0					
		0.11%	0.61%	0.00%	0.00%	0.00%	0.09%	0.15%	0.14%	0.14%	0.00%	0.00%	0.45%	0.61%	0.00%	0.00%	0.00%	0.32%	0.26%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	870	20	33	53	62	71	82	110	64	83	72	33	8	37	31	38	12	27	34					
		9.05%	6.10%	9.76%	8.27%	8.99%	6.59%	12.41%	14.88%	9.12%	12.89%	11.13%	7.50%	4.91%	8.04%	6.90%	7.47%	3.81%	6.89%	8.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	1	0	4	2	1	3	3	1	0	1	1	3	0	2	3	0	0	2					
		0.28%	0.30%	0.00%	0.62%	0.29%	0.09%	0.45%	0.41%	0.14%	0.00%	0.15%	0.23%	1.84%	0.00%	0.45%	0.59%	0.00%	0.00%	0.49%					
23	6.Политическая партия «Партия социальной справедливости»	9	2	0	2	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0					
		0.09%	0.61%	0.00%	0.31%	0.14%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.32%	0.26%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1360	60	73	100	86	98	120	113	128	119	89	32	5	70	45	50	36	70	66					
