Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Орехово-Зуевская городская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035									
1	Число избирателей, включенных в список избирателей	99900	2145	2080	2422	1660	1875	2208	1943	1816	1058	2146	1472	1946	2033	2066	1701	1848	1702	1634	2066	1739	1807	2325	1870	2076	2132	287	1496	1940	1884	2017	1736	1954	1559	2092	2011	1886	1930	2108	1735	2513	1489	631	1916	2075	1849	1202	1916	1427	1929	2227	2155	2169	1987	2010									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	85729	2000	2000	2000	1500	1500	2000	1500	1500	800	1500	1400	1500	2000	1500	1500	1500	1500	1500	2000	1500	1500	2000	1500	2000	2000	304	1500	1500	1500	2000	1500	1500	1500	2000	2000	1500	1500	2000	1500	2000	1500	425	1500	2000	1500	800	1500	1000	1500	2000	2000	2000	1500	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	49276	1082	1047	1087	724	861	1060	901	1019	589	1140	817	971	849	1156	819	1024	894	870	1102	824	832	922	963	1166	919	148	782	1112	991	963	1008	1089	841	1065	1045	1000	975	1042	754	950	542	200	853	926	813	700	856	599	1005	1198	1110	1077	1033	961									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2697	63	22	132	54	28	60	51	23	13	179	151	16	190	15	26	20	20	19	30	47	28	57	21	13	19	139	24	15	30	27	15	13	22	23	32	23	33	27	21	43	169	190	18	119	37	26	20	13	33	58	60	45	20	105									
6	Число погашенных избирательных бюллетеней	33756	855	931	781	722	611	880	548	458	198	181	432	513	961	329	655	456	586	611	868	629	640	1021	516	821	1062	17	694	373	479	1010	477	398	637	912	923	477	492	931	725	1007	789	35	629	955	650	74	624	388	462	744	830	878	447	434									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2697	63	22	132	54	28	60	51	23	13	179	151	16	190	15	26	20	20	19	30	47	28	57	21	13	19	139	24	15	30	27	15	13	22	23	32	23	33	27	21	43	169	190	18	119	37	26	20	13	33	58	60	45	20	105									
8	Число бюллетеней в стационарных ящиках для голосования	49246	1082	1047	1087	724	860	1060	901	1019	589	1137	817	970	838	1156	819	1024	894	870	1102	824	832	921	963	1165	919	148	782	1109	991	963	1008	1089	838	1065	1045	1000	975	1040	754	947	542	200	853	926	813	700	856	598	1005	1198	1110	1077	1033	961									
9	Число недействительных избирательных бюллетеней	995	23	16	12	15	28	25	15	23	12	15	14	25	19	23	16	22	12	15	14	19	23	11	20	18	26	14	15	21	27	24	17	20	18	23	23	19	15	24	11	26	2	17	14	21	13	16	12	5	21	29	31	18	28	10									
10	Число действительных избирательных бюллетеней	50948	1122	1053	1207	763	860	1095	937	1019	590	1301	954	961	1009	1148	829	1022	902	874	1118	852	837	967	964	1160	912	273	791	1103	994	966	1006	1082	842	1065	1054	1004	993	1043	764	964	709	373	857	1024	837	710	864	606	1017	1227	1139	1104	1025	1056									
11	Число полученных открепительных  удостоверений	1695	40	30	40	20	25	33	40	40	20	40	20	30	20	30	40	50	40	20	30	30	30	30	43	35	40	0	30	30	40	40	40	30	34	30	30	33	43	30	30	33	20	15	35	30	33	20	30	20	38	40	35	30	30	30									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1655	40	27	40	20	24	33	40	40	20	38	20	28	19	30	38	50	40	20	30	30	29	29	42	34	40	0	30	30	38	37	40	30	34	28	30	32	42	27	30	32	20	9	35	30	33	20	30	19	38	40	34	28	29	29									
