Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Юринская районная																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580					
1	"Число избирателей, внесенных в списки избирателей"	7245	607	1111	983	708	218	377	137	545	176	400	413	110	215	108	222	577	338					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7630	660	1200	1000	710	230	420	146	550	165	470	420	117	233	125	234	600	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5132	433	841	705	530	147	243	57	274	117	245	360	88	133	102	193	455	209					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1180	86	106	86	75	59	110	76	147	46	89	31	18	53	4	20	68	106					
6	Число погашенных избирательных бюллетеней	1318	141	253	209	105	24	67	13	129	2	136	29	11	47	19	21	77	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1180	86	106	86	75	59	110	76	147	46	89	31	18	53	4	20	68	106					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5131	433	841	704	530	147	243	57	274	117	245	360	88	133	102	193	455	209					
9	Число недействительных избирательных бюллетеней	49	2	4	6	8	0	1	0	0	1	1	8	0	0	3	6	9	0					
10	Число действительных избирательных бюллетеней	6262	517	943	784	597	206	352	133	421	162	333	383	106	186	103	207	514	315					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	415	20	63	37	45	10	20	10	30	20	50	20	10	12	5	15	29	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	377	17	63	36	45	5	20	10	30	18	50	10	0	11	1	15	29	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	138	10	24	23	7	7	6	5	5	9	7	7	3	5	4	2	9	5					
14	Число погашенных неиспользованных открепительных удостоверений	38	3	0	1	0	5	0	0	0	2	0	10	10	1	4	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	8	10	19	4	1	0	1	25	13	1	0	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	96	6	12	20	15	5	6	1	7	1	0	12	2	0	2	3	1	3					
		1.52%	1.16%	1.27%	2.53%	2.48%	2.43%	1.70%	0.75%	1.66%	0.61%	0.00%	3.07%	1.89%	0.00%	1.89%	1.41%	0.19%	0.95%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	3	6	6	3	1	0	0	1	0	1	0	0	0	0	0	3	1					
		0.40%	0.58%	0.63%	0.76%	0.50%	0.49%	0.00%	0.00%	0.24%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.32%					
20	3.Политическая партия «Демократическая партия России»	8	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1					
		0.13%	0.19%	0.21%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.32%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	714	35	127	75	60	11	53	29	38	12	34	53	5	34	17	7	79	45					
		11.31%	6.74%	13.41%	9.49%	9.92%	5.34%	15.01%	21.80%	9.03%	7.36%	10.18%	13.55%	4.72%	18.28%	16.04%	3.29%	15.11%	14.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	2	3	3	0	0	0	0	0	2	2	0	0	0	7	0	2	0					
		0.33%	0.39%	0.32%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.60%	0.00%	0.00%	0.00%	6.60%	0.00%	0.38%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1					
		0.11%	0.58%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.19%	0.32%					
24	7.Политическая партия «Либерально-демократическая партия России»	428	47	89	62	55	22	18	3	33	16	18	16	2	6	1	5	12	23					
		6.78%	9.06%	9.40%	7.85%	9.09%	10.68%	5.10%	2.26%	7.84%	9.82%	5.39%	4.09%	1.89%	3.23%	0.94%	2.35%	2.29%	7.30%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	382	52	82	49	43	17	8	0	18	4	18	26	13	9	4	4	12	23					
		6.05%	10.02%	8.66%	6.20%	7.11%	8.25%	2.27%	0.00%	4.28%	2.45%	5.39%	6.65%	12.26%	4.84%	3.77%	1.88%	2.29%	7.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	21	1	1	5	4	1	1	0	2	0	0	1	0	0	1	0	3	1					
		0.33%	0.19%	0.11%	0.63%	0.66%	0.49%	0.28%	0.00%	0.48%	0.00%	0.00%	0.26%	0.00%	0.00%	0.94%	0.00%	0.57%	0.32%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4524	365	613	557	414	148	265	100	321	127	255	271	82	135	70	188	398	215					
		71.68%	70.33%	64.73%	70.51%	68.43%	71.84%	75.07%	75.19%	76.25%	77.91%	76.35%	69.31%	77.36%	72.58%	66.04%	88.26%	76.10%	68.25%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	36	2	7	5	3	1	1	0	1	0	4	3	2	2	1	0	2	2					
		0.57%	0.39%	0.74%	0.63%	0.50%	0.49%	0.28%	0.00%	0.24%	0.00%	1.20%	0.77%	1.89%	1.08%	0.94%	0.00%	0.38%	0.63%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
