Выборы Президента Российской Федерации																																																																													
Дата голосования: 18.03.2018																																																																													
																																																																													
"Наименование Избирательной комиссии:    Нижний Новгород, Сормовская"																																																																													
																																																																													
Сводная таблица итогов голосования																																																																													
																																																																													
	Число участковых избирательных комиссий	66																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	66																																																																											
																																																																													
		Сумма	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786									
1	"Число избирателей, включенных в список избирателей"	132629	1352	2035	1928	2226	2272	1479	2732	2498	2018	2065	2240	2418	2526	2146	2414	2112	2071	2227	1781	2010	2045	2098	1771	1764	1698	1948	1649	1567	1804	1529	2137	2067	2019	2004	2421	2264	1653	1968	1936	2438	1407	1342	2067	1775	1602	1902	1776	1737	1730	1726	1773	2137	1997	1535	2233	2121	2185	1843	1874	2129	2372	2490	2175	2847	2260	2264									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	123794	1300	2000	1900	2200	2300	1400	2600	2400	1900	2100	2200	2400	2500	2100	2400	2100	2100	2200	1700	2000	2026	2000	1700	1400	1112	1148	1040	882	1145	911	2000	2000	2000	2000	2300	2200	1600	2000	1500	2400	1200	1004	2100	1700	1600	1119	1800	1700	1700	1800	1057	2100	2000	1500	2200	2000	2200	1800	1800	2100	2400	2400	2100	2800	2200	2250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	77509	657	1088	1012	1278	1294	803	1466	1280	1245	1328	1285	1439	1372	1418	1435	1332	1262	1360	1113	1134	1188	1333	1113	954	1080	1127	997	842	1120	887	1362	1185	1245	1203	1413	1302	747	1109	1370	1411	775	779	1166	1042	886	1068	1082	1002	997	1018	1020	1425	1071	821	1293	1287	1356	1058	1077	1246	1364	1460	1203	1749	1386	1289									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3134	33	75	63	42	34	26	36	93	23	14	60	26	33	9	31	59	44	76	29	71	31	51	5	345	32	21	43	40	25	24	51	66	30	31	49	35	65	61	30	33	61	45	19	23	25	51	35	34	31	25	37	121	29	52	29	32	53	101	156	37	60	47	36	15	25	10									
6	Число погашенных избирательных бюллетеней	43151	610	837	825	880	972	571	1098	1027	632	758	855	935	1095	673	934	709	794	764	558	795	807	616	582	101	0	0	0	0	0	0	587	749	725	766	838	863	788	830	100	956	364	180	915	635	689	0	683	664	672	757	0	554	900	627	878	681	791	641	567	817	976	893	861	1036	789	951									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3133	33	75	63	42	34	26	36	93	23	14	60	26	33	9	31	59	44	76	29	71	31	51	5	345	31	21	43	40	25	24	51	66	30	31	49	35	65	61	30	33	61	45	19	23	25	51	35	34	31	25	37	121	29	52	29	32	53	101	156	37	60	47	36	15	25	10									
8	Число бюллетеней в стационарных ящиках для голосования	77466	657	1088	1012	1278	1294	803	1466	1280	1244	1328	1285	1439	1365	1418	1435	1331	1262	1360	1111	1134	1186	1333	1113	954	1076	1127	995	840	1116	884	1362	1185	1245	1203	1413	1300	747	1109	1367	1411	775	778	1166	1042	886	1068	1082	1002	997	1018	1020	1425	1071	821	1293	1287	1356	1058	1077	1244	1364	1460	1196	1749	1386	1289									
9	Число недействительных избирательных бюллетеней	698	6	18	9	12	12	9	19	10	11	11	12	11	5	10	15	33	9	18	8	12	9	15	14	12	11	5	5	4	8	4	0	15	13	9	12	15	13	21	16	9	5	2	9	13	10	5	6	7	5	11	2	16	6	3	16	11	8	9	16	8	16	9	7	20	8	10									
10	Число действительных избирательных бюллетеней	79901	684	1145	1066	1308	1316	820	1483	1363	1256	1331	1333	1454	1393	1417	1451	1357	1297	1418	1132	1193	1208	1369	1104	1287	1096	1143	1033	876	1133	904	1413	1236	1262	1225	1450	1320	799	1149	1381	1435	831	821	1176	1052	901	1114	1111	1029	1023	1032	1055	1530	1094	870	1306	1308	1401	1150	1217	1273	1408	1498	1225	1744	1403	1289									
