Выборы Президента Российской Федерации																																																																									
Дата голосования: 02.03.2008																																																																									
																																																																									
"Наименование Избирательной комиссии:    Нижний Новгород, Сормовская"																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
	Число участковых избирательных комиссий	66																																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	66																																																																							
																																																																									
		Сумма	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837					
1	"Число избирателей, включенных в списки избирателей"	144030	1451	1847	1557	2197	2630	2156	2779	2007	2209	2487	2964	2484	2176	1918	1935	1665	2507	1879	2423	2109	2804	1962	2150	1580	2033	1829	1837	1707	1902	1587	1266	1608	2614	2011	2739	2518	2358	2446	2722	3282	1594	1470	2220	1950	1714	1681	2082	2131	2118	2000	1918	2362	2147	2641	2298	2394	2065	2155	2358	2648	2793	2532	2519	2868	2624	2413					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	142000	1450	1850	1550	2200	2600	2150	2700	2000	2200	2450	2900	2500	2150	1900	1900	1650	2450	1900	2300	2100	2750	1950	1700	1550	1950	1800	1800	1650	1900	1550	1250	1600	2650	2000	2700	2550	2350	2450	2700	2900	1550	1450	2200	1950	1700	1650	2100	2100	2050	2050	1900	2350	2150	2600	2300	2400	2100	2150	2350	2650	2750	2500	2500	2800	2650	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	86972	796	993	799	1261	1601	1317	1451	1017	1341	1585	1793	1489	1401	1180	1198	1006	1435	1145	1501	1387	1802	1169	1131	1044	1150	1142	1052	998	1125	1005	795	942	1706	1221	1668	1548	1238	1501	1608	2171	939	918	1392	1205	1024	1084	1277	1254	1275	1200	1189	1512	1338	1515	1412	1533	1320	1235	1425	1606	1686	1522	1549	1836	1586	1428					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5302	108	162	135	98	100	60	171	121	55	87	113	64	31	36	78	54	151	59	161	68	117	61	481	44	74	61	48	78	78	59	53	49	52	68	52	32	64	67	57	16	68	54	57	64	75	45	105	84	113	84	51	54	72	75	54	52	65	75	52	74	66	49	76	28	77	110					
6	Число погашенных избирательных бюллетеней	49726	546	695	616	841	899	773	1078	862	804	778	994	947	718	684	624	590	864	696	638	645	831	720	88	462	726	597	700	574	697	486	402	609	892	711	980	970	1048	882	1035	713	543	478	751	681	601	521	718	762	662	766	660	784	740	1010	834	815	715	840	873	970	998	929	875	936	987	862					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5300	108	162	135	98	100	60	171	121	55	85	113	64	31	36	78	54	151	59	161	68	117	61	481	44	74	61	48	78	78	59	53	49	52	68	52	32	64	67	57	16	68	54	57	64	75	45	105	84	113	84	51	54	72	75	54	52	65	75	52	74	66	49	76	28	77	110					
8	Число бюллетеней в стационарных ящиках для голосования	86913	796	992	799	1261	1601	1315	1451	1017	1341	1585	1793	1489	1401	1177	1196	1006	1435	1143	1500	1386	1802	1169	1131	1044	1149	1141	1052	998	1122	1003	794	942	1706	1221	1666	1548	1238	1498	1608	2169	939	914	1392	1199	1024	1084	1273	1254	1274	1200	1187	1511	1334	1515	1408	1533	1320	1235	1422	1605	1685	1522	1548	1836	1586	1428					
9	Число недействительных избирательных бюллетеней	1086	13	10	7	15	19	22	20	19	15	28	21	24	13	12	19	16	20	18	31	18	28	12	22	18	13	18	7	22	11	17	10	15	30	24	27	18	13	13	12	21	11	11	10	18	15	11	13	10	17	15	13	16	16	14	15	19	16	17	28	18	7	17	14	20	3	11					
10	Число действительных избирательных бюллетеней	91127	891	1144	927	1344	1682	1353	1602	1119	1381	1642	1885	1529	1419	1201	1255	1044	1566	1184	1630	1436	1891	1218	1590	1070	1210	1184	1093	1054	1189	1045	837	976	1728	1265	1691	1562	1289	1552	1653	2164	996	957	1439	1245	1084	1118	1365	1328	1370	1269	1225	1549	1390	1576	1447	1566	1369	1293	1446	1661	1744	1554	1610	1844	1660	1527					
