Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Сарапульская городская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
1	"Число избирателей, внесенных в списки избирателей"	81490	1837	1201	855	2005	1459	1585	1216	1370	1447	1539	1375	1528	1549	1515	1468	1479	1363	1554	1433	1447	1794	2567	1205	1016	1620	1747	1627	1389	1476	2878	1456	1445	1656	1334	1459	1580	1733	1660	1503	1531	1805	1479	1395	1764	1696	1489	1638	1214	1549	1806	835	1602	1191	126					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	71675	1600	1050	750	1750	1250	1450	1050	1200	1250	1350	1200	1350	1350	1350	1300	1300	1200	1350	1400	1300	1550	2500	1050	900	1450	1500	1400	1250	1300	2500	1250	1300	1350	1150	1300	1350	1550	1450	1350	1350	1550	1300	1250	1550	1500	1350	1450	1000	1350	1500	700	1400	1050	125					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	44229	864	575	467	1001	679	718	707	847	728	761	644	609	842	906	873	911	750	878	691	858	954	1409	530	560	925	965	820	817	836	1361	807	697	803	677	823	799	1046	932	942	836	1138	809	725	1083	1030	965	987	795	975	1012	399	795	626	42					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1094	33	18	8	33	31	13	16	39	22	14	13	11	28	18	20	14	25	32	17	16	35	36	17	9	27	22	17	19	17	25	10	18	10	15	15	15	26	10	25	27	30	24	21	24	22	23	8	10	12	36	20	26	19	3					
6	Число погашенных избирательных бюллетеней	26352	703	457	275	716	540	719	327	314	500	575	543	730	480	426	407	375	425	440	692	426	561	1055	503	331	498	513	563	414	447	1114	433	585	537	458	462	536	478	508	383	487	382	467	504	443	448	362	455	195	363	452	281	579	405	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1094	33	18	8	33	31	13	16	39	22	14	13	11	28	18	20	14	25	32	17	16	35	36	17	9	27	22	17	19	17	25	10	18	10	15	15	15	26	10	25	27	30	24	21	24	22	23	8	10	12	36	20	26	19	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44139	856	575	467	1001	679	704	707	846	728	709	643	609	842	906	873	911	750	877	691	858	951	1409	530	560	925	965	820	816	836	1361	805	697	803	677	823	799	1044	932	940	836	1138	809	725	1083	1029	965	986	795	974	1012	399	795	626	42					
9	Число недействительных избирательных бюллетеней	823	17	6	18	27	12	10	29	30	15	17	13	9	11	23	14	15	9	22	15	19	9	22	13	7	19	20	22	15	23	42	16	23	15	13	11	10	10	18	12	6	15	6	12	12	18	19	12	9	4	15	11	18	15	0					
10	Число действительных избирательных бюллетеней	44410	872	587	457	1007	698	707	694	855	735	706	643	611	859	901	879	910	766	887	693	855	977	1423	534	562	933	967	815	820	830	1344	799	692	798	679	827	804	1060	924	953	857	1153	827	734	1095	1033	969	982	796	982	1033	408	803	630	45					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1055	20	15	20	20	15	15	15	20	20	20	15	25	20	20	20	20	25	20	20	20	20	25	15	15	20	20	20	15	20	30	20	20	20	20	25	20	20	20	20	20	20	15	15	20	20	20	20	25	20	25	15	15	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	354	3	4	4	3	5	6	8	6	5	7	6	13	12	2	7	6	5	11	6	9	6	15	3	6	10	7	7	10	9	0	2	7	2	2	7	4	9	11	11	12	14	10	5	3	7	7	10	5	9	4	1	1	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	288	7	3	2	7	6	1	8	7	9	5	9	9	8	1	1	6	6	4	4	5	5	2	1	2	2	2	2	6	1	3	1	7	1	5	8	14	3	9	6	7	5	10	1	7	3	4	5	39	10	4	0	4	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	701	17	11	16	17	10	9	7	14	15	13	9	12	8	18	13	14	20	9	14	11	14	10	12	9	10	13	13	5	11	30	18	13	18	18	18	16	11	9	9	8	6	5	10	17	13	13	10	20	11	21	14	14	5	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	739	13	9	10	10	7	10	12	22	22	5	11	5	20	14	13	17	15	9	5	20	20	24	4	14	14	12	20	16	15	14	15	17	11	11	20	11	18	18	24	8	13	14	8	23	17	14	30	13	16	16	4	6	10	0					
		1.63%	1.46%	1.52%	2.11%	0.97%	0.99%	1.39%	1.66%	2.49%	2.93%	0.69%	1.68%	0.81%	2.30%	1.52%	1.46%	1.84%	1.94%	0.99%	0.71%	2.29%	2.03%	1.66%	0.73%	2.46%	1.47%	1.22%	2.39%	1.92%	1.76%	1.01%	1.84%	2.38%	1.35%	1.59%	2.39%	1.35%	1.68%	1.91%	2.49%	0.93%	1.11%	1.68%	1.07%	2.08%	1.62%	1.42%	3.02%	1.61%	1.62%	1.53%	0.95%	0.73%	1.55%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	402	7	4	1	1	6	7	7	7	4	3	8	10	9	15	11	8	8	0	16	12	10	20	5	4	6	12	4	13	9	10	7	5	8	7	7	4	13	5	7	15	11	11	5	10	10	5	2	5	11	6	4	3	4	0					
		0.89%	0.79%	0.67%	0.21%	0.10%	0.85%	0.98%	0.97%	0.79%	0.53%	0.41%	1.22%	1.61%	1.03%	1.62%	1.23%	0.86%	1.03%	0.00%	2.26%	1.37%	1.01%	1.38%	0.91%	0.70%	0.63%	1.22%	0.48%	1.56%	1.06%	0.72%	0.86%	0.70%	0.98%	1.01%	0.84%	0.49%	1.21%	0.53%	0.73%	1.74%	0.94%	1.32%	0.67%	0.90%	0.95%	0.51%	0.20%	0.62%	1.12%	0.57%	0.95%	0.37%	0.62%	0.00%					
20	3.Политическая партия «Демократическая партия России»	58	0	1	0	2	0	2	1	1	1	2	0	1	0	1	0	1	3	1	2	1	2	3	1	0	1	1	2	2	0	1	0	0	2	0	1	2	1	1	0	0	1	2	1	2	1	1	2	0	0	3	1	4	0	0					
		0.13%	0.00%	0.17%	0.00%	0.19%	0.00%	0.28%	0.14%	0.11%	0.13%	0.28%	0.00%	0.16%	0.00%	0.11%	0.00%	0.11%	0.39%	0.11%	0.28%	0.11%	0.20%	0.21%	0.18%	0.00%	0.11%	0.10%	0.24%	0.24%	0.00%	0.07%	0.00%	0.00%	0.25%	0.00%	0.12%	0.25%	0.09%	0.11%	0.00%	0.00%	0.09%	0.24%	0.13%	0.18%	0.10%	0.10%	0.20%	0.00%	0.00%	0.29%	0.24%	0.49%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5558	101	48	51	94	61	54	65	96	75	58	55	34	96	82	84	96	92	107	84	112	113	171	47	50	121	90	95	107	93	130	67	67	83	74	129	96	213	180	191	176	197	144	114	196	137	176	155	115	149	142	28	64	103	0					
		12.29%	11.36%	8.09%	10.74%	9.09%	8.59%	7.53%	8.99%	10.85%	10.00%	8.02%	8.38%	5.48%	11.03%	8.87%	9.41%	10.38%	11.87%	11.77%	11.86%	12.81%	11.46%	11.83%	8.59%	8.79%	12.71%	9.12%	11.35%	12.81%	10.90%	9.38%	8.22%	9.37%	10.21%	10.69%	15.39%	11.79%	19.91%	19.11%	19.79%	20.39%	16.87%	17.29%	15.28%	17.71%	13.04%	17.81%	15.59%	14.29%	15.11%	13.55%	6.68%	7.80%	15.97%	0.00%					
