Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Орловская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611					
1	"Число избирателей, внесенных в списки избирателей"	50106	401	416	108	545	308	536	239	525	2468	803	414	766	920	1411	756	1503	1743	713	756	2541	2920	1489	2876	436	196	612	935	412	1018	793	282	539	1215	387	1423	497	211	261	951	537	405	373	2041	1278	1920	188	487	881	642	443	753	732	1505	903	1336	357					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49544	428	410	113	543	311	529	233	537	2398	776	415	835	933	1392	759	1450	1726	736	740	2591	2671	1507	2579	425	194	611	885	435	1011	774	282	539	1210	544	1434	495	214	265	952	547	407	380	2027	1318	1858	180	484	938	647	447	755	732	1271	906	1399	366					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26956	187	202	69	341	173	343	81	266	1632	380	279	443	464	784	517	1038	605	602	365	1398	1578	791	1553	188	69	280	335	256	469	343	156	219	685	234	951	252	111	152	640	297	248	221	859	649	949	83	123	492	259	197	381	361	853	412	936	205					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5790	79	88	21	20	11	26	88	49	70	102	26	74	125	109	22	24	295	44	195	45	77	46	31	134	73	108	405	65	103	128	36	149	134	152	104	98	92	44	133	112	70	45	537	102	107	46	153	93	204	124	149	44	124	130	44	81					
6	Число погашенных избирательных бюллетеней	16797	162	120	23	182	127	160	64	222	696	294	110	318	344	499	220	388	826	90	180	1148	1016	670	995	103	52	223	145	114	439	303	90	171	391	157	379	145	11	69	179	138	89	114	631	567	802	51	208	353	184	126	225	327	294	364	419	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5790	79	88	21	20	11	26	88	49	70	102	26	74	125	109	22	24	295	44	195	45	77	46	31	134	73	108	405	65	103	128	36	149	134	152	104	98	92	44	133	112	70	45	537	102	107	46	153	93	204	124	149	44	124	130	44	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26945	187	202	69	341	173	343	81	266	1632	380	279	443	464	784	517	1038	605	602	365	1398	1572	790	1553	188	69	280	335	256	468	343	156	219	685	234	951	252	111	152	640	297	247	221	859	647	949	83	123	492	259	197	381	361	853	412	936	205					
9	Число недействительных избирательных бюллетеней	376	2	3	0	8	3	5	0	2	25	3	7	4	2	12	11	20	12	4	4	81	20	5	20	0	0	4	4	2	6	0	0	4	9	6	7	2	0	3	3	2	2	3	6	6	12	1	2	0	2	4	1	3	12	5	9	3					
10	Число действительных избирательных бюллетеней	32359	264	287	90	353	181	364	169	313	1677	479	298	513	587	881	528	1042	888	642	556	1362	1629	831	1564	322	142	384	736	319	565	471	192	364	810	380	1048	348	203	193	770	407	315	263	1390	743	1044	128	274	585	461	317	529	402	965	537	971	283					
