Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Алексинская 																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45					
1	"Число избирателей, внесенных в списки"	66874	2200	1514	2852	2748	2652	2382	2238	2230	2384	2579	2833	2692	2850	1998	1260	1226	841	2308	1988	2439	1387	1787	313	502	2663	2237	1279	2485	642	352	453	347	314	547	352	514	218	812	378	525	178	405	325	618	3027					
2	"Число бюллетеней, полученных участковыми комиссиями"	66849	2130	1510	2840	2810	2655	2415	2280	2155	2355	2550	2850	2760	2845	1975	1295	1215	820	2250	1980	2460	1415	1745	320	480	2720	2210	1280	2500	650	355	457	335	324	590	279	507	211	845	378	525	180	420	333	630	3010					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32728	803	691	1283	1333	1138	1264	1165	1063	1252	1194	1377	1449	1548	881	567	506	433	1117	985	1156	644	775	129	259	1386	1031	639	1453	376	150	209	182	190	308	228	220	126	322	198	274	93	192	95	257	1787					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2449	112	14	44	51	22	33	39	94	40	99	34	77	39	33	38	22	15	55	44	32	39	23	31	28	21	30	35	37	46	92	66	68	50	94	37	127	53	132	45	51	8	87	101	118	93					
6	Число погашенных бюллетеней	31672	1215	805	1513	1426	1495	1118	1076	998	1063	1257	1439	1234	1258	1061	690	687	372	1078	951	1272	732	947	160	193	1313	1149	606	1010	228	113	182	85	84	188	14	160	32	391	135	200	79	141	137	255	1130					
7	Число бюллетеней в переносных ящиках для голосования	2449	112	14	44	51	22	33	39	94	40	99	34	77	39	33	38	22	15	55	44	32	39	23	31	28	21	30	35	37	46	92	66	68	50	94	37	127	53	132	45	51	8	87	101	118	93					
8	Число бюллетеней в стационарных ящиках для голосования	32613	796	691	1283	1333	1138	1264	1160	1060	1252	1194	1377	1449	1542	881	567	506	433	1117	985	1156	644	775	129	259	1386	1031	639	1453	376	150	209	182	190	308	228	220	126	322	198	274	93	192	95	257	1693					
9	Число недействительных бюллетеней	429	19	14	10	11	4	11	16	10	26	7	16	29	17	7	6	11	3	10	14	12	11	12	5	4	19	15	20	15	4	1	9	0	0	0	3	3	1	3	4	5	2	6	1	7	26					
10	Число действительных бюллетеней	34633	889	691	1317	1373	1156	1286	1183	1144	1266	1286	1395	1497	1564	907	599	517	445	1162	1015	1176	672	786	155	283	1388	1046	654	1475	418	241	266	250	240	402	262	344	178	451	239	320	99	273	195	368	1760					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	395	5	8	18	18	8	10	13	11	10	13	15	15	19	10	8	4	6	10	10	12	8	8	4	5	15	10	10	15	6	4	5	4	6	6	3	9	3	9	4	6	4	5	4	7	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	290	3	7	18	18	4	10	12	9	9	13	6	14	18	9	3	3	6	10	10	10	6	3	0	1	6	3	4	11	5	2	3	0	6	5	2	8	0	4	4	6	4	0	1	3	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	353	12	1	8	3	2	4	12	62	18	6	3	16	7	12	3	6	3	3	8	6	4	1	2	7	10	6	1	10	2	3	4	2	1	2	77	2	3	4	3	4	2	1	5	0	2					
14	Число погашенных открепительных удостоверений	105	2	1	0	0	4	0	1	2	1	0	9	1	1	1	5	1	0	0	0	2	2	5	4	4	9	7	6	4	1	2	2	4	0	1	1	1	3	5	0	0	0	5	3	4	1					
15	Число открепительных удостоверений выданных ТИК	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	286	10	6	8	7	7	10	5	3	8	5	11	8	9	12	3	6	5	10	10	6	2	7	1	8	14	6	8	7	3	6	4	1	6	4	1	1	1	2	5	8	0	7	2	5	28					
		0.81%	1.10%	0.85%	0.60%	0.50%	0.60%	0.77%	0.41%	0.25%	0.61%	0.38%	0.77%	0.52%	0.56%	1.31%	0.49%	1.13%	1.11%	0.85%	0.97%	0.50%	0.29%	0.87%	0.62%	2.78%	0.99%	0.56%	1.18%	0.46%	0.71%	2.47%	1.45%	0.4%	2.5%	0.99%	0.37%	0.28%	0.55%	0.44%	2.05%	2.46%	0.0%	2.50%	1.02%	1.33%	1.56%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	708	23	21	64	39	22	29	21	12	19	21	33	32	34	20	7	12	10	33	17	36	10	17	3	4	26	19	8	25	6	1	6	3	8	3	7	6	1	11	4	1	4	0	1	3	26					
		2.01%	2.53%	2.97%	4.82%	2.81%	1.89%	2.23%	1.75%	1.03%	1.47%	1.62%	2.33%	2.09%	2.15%	2.18%	1.15%	2.27%	2.23%	2.81%	1.65%	3.03%	1.46%	2.13%	1.87%	1.39%	1.84%	1.79%	1.18%	1.67%	1.42%	0.41%	2.18%	1.2%	3.33%	0.74%	2.64%	1.72%	0.55%	2.42%	1.64%	0.30%	3.96%	0.0%	0.51%	0.8%	1.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1385	38	41	69	80	55	57	41	58	71	39	57	59	54	25	25	23	10	24	60	33	33	31	8	18	57	32	29	37	20	1	16	23	1	18	17	5	6	12	4	10	8	8	4	6	62					
		3.95%	4.18%	5.81%	5.19%	5.78%	4.74%	4.39%	3.41%	5.02%	5.49%	3.01%	4.03%	3.86%	3.41%	2.73%	4.13%	4.35%	2.23%	2.04%	5.83%	2.77%	4.83%	3.88%	5.0%	6.27%	4.05%	3.01%	4.30%	2.48%	4.73%	0.41%	5.81%	9.2%	0.41%	4.47%	6.41%	1.44%	3.35%	2.64%	1.64%	3.07%	7.92%	2.86%	2.04%	1.6%	3.47%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1430	43	29	54	68	42	66	54	50	66	69	50	70	96	47	40	17	22	61	32	59	23	35	3	4	47	57	32	50	3	5	9	8	3	15	7	9	0	11	10	11	8	0	3	9	33					
		4.07%	4.73%	4.11%	4.06%	4.91%	3.62%	5.08%	4.50%	4.33%	5.10%	5.33%	3.54%	4.58%	6.07%	5.14%	6.61%	3.21%	4.91%	5.20%	3.10%	4.96%	3.36%	4.38%	1.87%	1.39%	3.34%	5.37%	4.74%	3.35%	0.71%	2.06%	3.27%	3.2%	1.25%	3.73%	2.64%	2.59%	0.0%	2.42%	4.11%	3.38%	7.92%	0.0%	1.53%	2.4%	1.84%					
22	"5. ""За Русь Святую"""	167	5	2	10	3	7	2	4	5	5	13	4	3	8	4	5	2	2	5	5	5	3	0	1	0	6	5	4	2	3	3	1	2	0	3	0	3	1	1	4	2	2	2	1	5	14					
		0.47%	0.55%	0.28%	0.75%	0.21%	0.60%	0.15%	0.33%	0.43%	0.38%	1.00%	0.28%	0.19%	0.50%	0.43%	0.82%	0.37%	0.44%	0.42%	0.48%	0.42%	0.43%	0.0%	0.62%	0.0%	0.42%	0.47%	0.59%	0.13%	0.71%	1.23%	0.36%	0.8%	0.0%	0.74%	0.0%	0.86%	0.55%	0.22%	1.64%	0.61%	1.98%	0.71%	0.51%	1.33%	0.78%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	3	0	3	6	3	0	1	5	3	1	1	2	1	0	1	2	0	1	2	3	3	2	0	0	5	1	1	2	2	0	2	0	1	1	0	0	0	1	1	3	0	4	0	0	5					
		0.20%	0.33%	0.0%	0.22%	0.43%	0.25%	0.0%	0.08%	0.43%	0.23%	0.07%	0.07%	0.13%	0.06%	0.0%	0.16%	0.37%	0.0%	0.08%	0.19%	0.25%	0.43%	0.25%	0.0%	0.0%	0.35%	0.09%	0.14%	0.13%	0.47%	0.0%	0.72%	0.0%	0.41%	0.24%	0.0%	0.0%	0.0%	0.22%	0.41%	0.92%	0.0%	1.43%	0.0%	0.0%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	292	6	4	12	12	12	10	9	9	6	12	15	18	17	10	6	5	3	20	12	7	1	6	0	5	9	8	6	16	3	5	0	1	3	5	4	0	0	1	3	0	1	3	0	1	6					
		0.83%	0.66%	0.56%	0.90%	0.86%	1.03%	0.77%	0.75%	0.77%	0.46%	0.92%	1.06%	1.17%	1.07%	1.09%	0.99%	0.94%	0.66%	1.70%	1.16%	0.58%	0.14%	0.75%	0.0%	1.74%	0.63%	0.75%	0.89%	1.07%	0.71%	2.06%	0.0%	0.4%	1.25%	1.24%	1.50%	0.0%	0.0%	0.22%	1.23%	0.0%	0.99%	1.07%	0.0%	0.26%	0.33%					
25	"8. ""Народно-республиканская партия России"""	67	2	2	2	1	1	4	1	0	0	3	3	2	1	7	3	1	1	3	1	3	3	1	0	1	1	0	1	0	3	0	0	0	0	0	1	1	1	1	1	1	1	2	2	0	5					
		0.19%	0.22%	0.28%	0.15%	0.07%	0.08%	0.30%	0.08%	0.0%	0.0%	0.23%	0.21%	0.13%	0.06%	0.76%	0.49%	0.18%	0.22%	0.25%	0.09%	0.25%	0.43%	0.12%	0.0%	0.34%	0.07%	0.0%	0.14%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.28%	0.55%	0.22%	0.41%	0.30%	0.99%	0.71%	1.02%	0.0%	0.27%					
26	"9. ""Российская экологическая партия ""Зеленые"""	104	5	4	5	4	6	0	3	1	4	2	6	7	2	3	2	2	1	2	3	1	2	1	2	0	3	2	5	5	2	1	0	0	1	1	0	1	0	0	1	9	0	0	1	0	4					
		0.29%	0.55%	0.56%	0.37%	0.28%	0.51%	0.0%	0.25%	0.08%	0.30%	0.15%	0.42%	0.45%	0.12%	0.32%	0.33%	0.37%	0.22%	0.17%	0.29%	0.08%	0.29%	0.12%	1.25%	0.0%	0.21%	0.18%	0.74%	0.33%	0.47%	0.41%	0.0%	0.0%	0.41%	0.24%	0.0%	0.28%	0.0%	0.0%	0.41%	2.76%	0.0%	0.0%	0.51%	0.0%	0.22%					
27	"10. ""Аграрная партия России"""	1147	25	11	22	17	38	33	31	40	20	28	33	29	26	16	10	5	9	21	15	32	17	14	4	11	27	34	17	30	70	10	27	67	28	18	11	22	24	44	10	21	2	80	11	42	45					
