Выборы Президента Российской Федерации																																				
Дата голосования: 18.03.2018																																				
																																				
Наименование Избирательной комиссии:    Южнопортовый район																																				
																																				
Сводная таблица итогов голосования																																				
																																				
	Число участковых избирательных комиссий	25																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	25																																		
																																				
		Сумма	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №3713	УИК №3714									
1	"Число избирателей, включенных в список избирателей"	43315	2449	2345	2079	630	1799	1598	2553	2197	857	2040	1648	1537	1939	2021	1997	1789	1119	1516	2037	1673	1487	2578	2610	79	738									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32550	1800	1700	1500	400	1400	1200	1900	1600	600	1600	1200	1200	1500	1500	1400	1400	800	1100	1500	1300	1100	1900	2000	150	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24989	1380	1332	1181	359	867	893	1408	1269	479	1077	925	861	1291	1148	1175	928	574	857	1168	886	803	1584	1730	76	738									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1048	68	74	27	0	89	43	55	45	12	54	20	48	45	58	45	57	33	24	66	66	25	45	49	0	0									
6	Число погашенных избирательных бюллетеней	6513	352	294	292	41	444	264	437	286	109	469	255	291	164	294	180	415	193	219	266	348	272	271	221	74	62									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1048	68	74	27	0	89	43	55	45	12	54	20	48	45	58	45	57	33	24	66	66	25	45	49	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	24967	1378	1328	1181	359	867	893	1408	1269	479	1077	923	860	1291	1148	1175	927	574	857	1165	886	802	1576	1730	76	738									
9	Число недействительных избирательных бюллетеней	319	17	26	13	8	12	5	19	7	3	20	7	10	12	16	13	6	11	24	16	15	16	23	14	0	6									
10	Число действительных избирательных бюллетеней	25696	1429	1376	1195	351	944	931	1444	1307	488	1111	936	898	1324	1190	1207	978	596	857	1215	937	811	1598	1765	76	732									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
13	Бабурин Сергей Николаевич	230	19	13	16	2	9	6	10	7	4	12	6	7	13	17	10	7	4	5	17	9	6	8	20	0	3									
		0.88%	1.31%	0.93%	1.32%	0.56%	0.94%	0.64%	0.68%	0.53%	0.81%	1.06%	0.64%	0.77%	0.97%	1.41%	0.82%	0.71%	0.66%	0.57%	1.38%	0.95%	0.73%	0.49%	1.12%	0.00%	0.41%									
14	Грудинин Павел Николаевич	3211	179	189	155	61	106	128	191	180	70	152	137	127	119	135	152	118	92	102	136	130	96	171	243	4	38									
		12.34%	12.38%	13.48%	12.83%	16.99%	11.09%	13.68%	13.06%	13.70%	14.26%	13.44%	14.53%	13.99%	8.91%	11.19%	12.46%	11.99%	15.16%	11.58%	11.05%	13.66%	11.61%	10.55%	13.66%	5.26%	5.15%									
15	Жириновский Владимир Вольфович	1189	75	61	51	12	33	37	63	72	8	58	48	38	97	66	59	61	25	39	60	39	34	78	60	5	10									
		4.57%	5.19%	4.35%	4.22%	3.34%	3.45%	3.95%	4.31%	5.48%	1.63%	5.13%	5.09%	4.19%	7.26%	5.47%	4.84%	6.20%	4.12%	4.43%	4.87%	4.10%	4.11%	4.81%	3.37%	6.58%	1.36%									
16	Путин Владимир Владимирович	18547	983	929	811	226	696	669	1057	908	346	749	667	640	985	881	898	720	423	626	871	661	584	1216	1275	62	664									
		71.29%	67.98%	66.26%	67.14%	62.95%	72.80%	71.47%	72.25%	69.10%	70.47%	66.22%	70.73%	70.48%	73.73%	73.05%	73.61%	73.17%	69.69%	71.06%	70.76%	69.43%	70.62%	75.02%	71.67%	81.58%	89.97%									
17	Собчак Ксения Анатольевна	1132	67	96	67	37	36	48	46	70	28	58	38	39	42	40	48	32	26	35	59	44	39	57	71	4	5									
		4.35%	4.63%	6.85%	5.55%	10.31%	3.77%	5.13%	3.14%	5.33%	5.70%	5.13%	4.03%	4.30%	3.14%	3.32%	3.93%	3.25%	4.28%	3.97%	4.79%	4.62%	4.72%	3.52%	3.99%	5.26%	0.68%									
18	Сурайкин Максим Александрович	186	16	12	13	1	12	5	12	12	4	3	6	4	10	7	3	8	2	2	8	10	3	15	13	0	5									
		0.71%	1.11%	0.86%	1.08%	0.28%	1.26%	0.53%	0.82%	0.91%	0.81%	0.27%	0.64%	0.44%	0.75%	0.58%	0.25%	0.81%	0.33%	0.23%	0.65%	1.05%	0.36%	0.93%	0.73%	0.00%	0.68%									
19	Титов Борис Юрьевич	382	32	22	22	3	17	12	25	19	16	23	13	12	16	12	9	5	7	14	14	14	21	15	37	0	2									
		1.47%	2.21%	1.57%	1.82%	0.84%	1.78%	1.28%	1.71%	1.45%	3.26%	2.03%	1.38%	1.32%	1.20%	0.99%	0.74%	0.51%	1.15%	1.59%	1.14%	1.47%	2.54%	0.93%	2.08%	0.00%	0.27%									
20	Явлинский Григорий Алексеевич	819	58	54	60	9	35	26	40	39	12	56	21	31	42	32	28	27	17	34	50	30	28	38	46	1	5									
		3.15%	4.01%	3.85%	4.97%	2.51%	3.66%	2.78%	2.73%	2.97%	2.44%	4.95%	2.23%	3.41%	3.14%	2.65%	2.30%	2.74%	2.80%	3.86%	4.06%	3.15%	3.39%	2.34%	2.59%	1.32%	0.68%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
