Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Светлоярская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432					
1	"Число избирателей, внесенных в списки"	28682	1536	1072	1893	901	1354	1598	1853	40	1268	857	56	2127	546	1335	1198	1144	398	164	1123	626	1235	265	220	1840	222	170	1812	1128	701					
2	"Число бюллетеней, полученных участковыми комиссиями"	29289	1526	1109	1892	904	1417	1632	1896	42	1265	887	55	2146	582	1358	1275	1172	395	168	1185	610	1300	284	235	1790	208	174	1895	1141	746					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12384	794	457	745	443	709	718	895	30	541	489	33	789	230	559	508	491	160	96	523	294	393	79	110	741	99	64	818	401	175					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	476	19	27	14	9	10	6	9	0	27	7	0	25	21	30	29	29	5	0	18	16	12	26	7	31	12	20	17	41	9					
6	Число погашенных бюллетеней	16429	713	625	1133	452	698	908	992	12	697	391	22	1332	331	769	738	652	230	72	644	300	895	179	118	1018	97	90	1060	699	562					
7	Число бюллетеней в переносных ящиках для голосования	476	19	27	14	9	10	6	9	0	27	7	0	25	21	30	29	29	5	0	18	16	12	26	7	31	12	20	17	41	9					
8	Число бюллетеней в стационарных ящиках для голосования	12369	794	457	745	443	709	718	891	30	532	489	33	789	230	558	508	491	160	96	523	294	393	79	110	740	99	64	818	401	175					
9	Число недействительных бюллетеней	454	30	24	41	3	19	6	19	0	31	8	4	24	18	36	11	18	10	1	21	13	23	6	5	19	5	12	28	6	13					
10	Число действительных бюллетеней	12391	783	460	718	449	700	718	881	30	528	488	29	790	233	552	526	502	155	95	520	297	382	99	112	752	106	72	807	436	171					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	392	21	15	25	12	20	21	24	1	17	12	0	29	8	18	17	15	5	0	17	8	19	4	3	24	3	2	26	16	10					
