Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Чернянская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125					
1	"Число избирателей, внесенных в список избирателей"	25964	1458	1293	1585	1542	1582	1227	1553	1315	802	497	238	190	145	130	545	238	271	679	1540	174	172	709	481	440	827	142	83	116	408	146	486	219	799	225	662	132	287	222	218	495	117	841	733					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25680	1450	1250	1550	1500	1550	1200	1550	1250	800	500	240	195	150	135	540	240	275	670	1500	180	175	700	470	450	800	145	85	125	400	150	485	220	800	240	660	145	290	225	225	500	120	825	720					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19125	915	764	925	1194	1251	916	1021	1105	690	349	192	163	121	94	400	190	200	609	941	162	151	599	392	323	576	117	71	100	341	100	386	176	500	172	520	104	178	190	199	464	108	543	613					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2219	41	45	50	37	43	55	74	106	74	83	38	13	15	16	38	33	33	56	204	3	16	98	29	65	151	16	9	10	57	43	50	26	141	50	113	26	86	29	8	0	5	90	44					
6	Число погашенных избирательных бюллетеней	4326	484	441	575	269	256	229	455	39	36	68	10	19	14	25	102	17	42	5	355	15	8	3	49	62	73	12	5	15	2	7	49	18	159	18	27	15	26	6	18	36	7	192	63					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2219	41	45	50	37	43	55	74	106	74	83	38	13	15	16	38	33	33	56	204	3	16	98	29	65	151	16	9	10	57	43	50	26	141	50	113	26	86	29	8	0	5	90	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19125	915	764	925	1194	1251	916	1021	1105	690	349	192	163	121	94	400	190	200	609	941	162	151	599	392	323	576	117	71	100	341	100	386	176	500	172	520	104	178	190	199	464	108	543	613					
9	Число недействительных избирательных бюллетеней	430	29	23	16	37	25	13	16	19	11	1	1	1	0	0	3	0	1	11	18	0	3	10	71	7	0	1	2	1	3	0	4	0	16	0	30	3	2	0	35	5	0	10	2					
10	Число действительных избирательных бюллетеней	20914	927	786	959	1194	1269	958	1079	1192	753	431	229	175	136	110	435	223	232	654	1127	165	164	687	350	381	727	132	78	109	395	143	432	202	625	222	603	127	262	219	172	459	113	623	655					
