Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Чернянская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086					
1	"Число избирателей, внесенных в списки избирателей"	26184	1469	1312	1542	1529	1615	1204	1582	1291	772	523	257	212	156	117	547	240	265	677	1462	179	185	715	511	478	818	138	91	123	430	148	491	260	839	247	647	145	313	248	243	515	113	830	705					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25476	1470	1300	1400	1400	1500	1220	1500	1300	750	500	265	210	160	130	500	260	260	650	1500	175	195	650	500	460	800	150	95	130	400	150	490	250	800	250	640	160	330	245	245	471	115	800	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19535	1182	1135	1178	1023	1199	1023	1339	1095	582	337	181	172	132	72	392	173	193	587	876	163	132	566	390	321	479	108	73	107	276	101	364	201	498	179	400	119	162	180	195	422	92	586	550					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2583	57	60	80	180	29	77	33	91	68	96	47	18	13	17	73	29	35	57	202	9	29	84	29	72	158	20	13	10	77	34	48	31	160	46	132	21	106	48	15	0	11	120	48					
6	Число погашенных избирательных бюллетеней	3358	231	105	142	197	272	120	128	114	100	67	37	20	15	41	35	58	32	6	422	3	34	0	81	67	163	22	9	13	47	15	78	18	142	25	108	20	62	17	35	49	12	94	102					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2583	57	60	80	180	29	77	33	91	68	96	47	18	13	17	73	29	35	57	202	9	29	84	29	72	158	20	13	10	77	34	48	31	160	46	132	21	106	48	15	0	11	120	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19532	1182	1135	1178	1023	1199	1023	1339	1095	582	337	181	172	132	72	392	173	193	587	876	163	130	566	390	321	479	108	73	106	276	101	364	201	498	179	400	119	162	180	195	422	92	586	550					
9	Число недействительных избирательных бюллетеней	286	11	6	15	10	24	6	15	17	7	6	0	5	3	1	7	2	2	5	14	0	4	7	8	2	10	2	0	1	3	3	3	0	12	2	0	1	7	1	29	25	1	7	2					
10	Число действительных избирательных бюллетеней	21829	1228	1189	1243	1193	1204	1094	1357	1169	643	427	228	185	142	88	458	200	226	639	1064	172	155	643	411	391	627	126	86	115	350	132	409	232	646	223	532	139	261	227	181	397	102	699	596					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	237	16	13	10	11	12	10	16	10	5	7	2	2	2	2	2	2	2	11	17	2	2	6	7	2	3	2	2	3	2	2	2	2	3	2	9	9	2	2	2	7	0	3	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	189	16	13	10	11	11	9	16	8	5	6	0	1	0	1	2	0	0	11	15	0	1	3	5	2	3	0	0	3	2	0	0	0	1	2	7	6	0	1	0	7	0	3	8					
