Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Михайловская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156					
1	"Число избирателей, внесенных в списки избирателей"	19852	1081	68	132	156	195	784	874	741	124	1225	393	600	308	1036	159	401	305	176	799	133	133	503	1467	315	1015	45	145	304	180	741	258	940	1016	270	970	242	106	1204	308					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20060	1030	71	135	160	196	800	890	760	130	1240	400	620	310	1010	158	420	310	184	830	132	143	510	1480	315	1010	56	150	315	190	750	270	913	1010	270	1000	250	112	1210	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11776	586	28	83	43	110	403	477	435	75	687	234	371	202	630	119	312	178	109	534	88	88	318	787	123	691	40	96	201	135	487	164	452	558	141	666	156	64	720	185					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2357	86	19	15	41	25	158	97	80	17	113	40	110	32	163	14	72	39	15	51	15	21	56	166	68	92	5	17	49	20	80	28	167	99	42	59	25	32	103	26					
6	Число погашенных избирательных бюллетеней	5927	358	24	37	76	61	239	316	245	38	440	126	139	76	217	25	36	93	60	245	29	34	136	527	124	227	11	37	65	35	183	78	294	353	87	275	69	16	387	109					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2357	86	19	15	41	25	158	97	80	17	113	40	110	32	163	14	72	39	15	51	15	21	56	166	68	92	5	17	49	20	80	28	167	99	42	59	25	32	103	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11776	586	28	83	43	110	403	477	435	75	687	234	371	202	630	119	312	178	109	534	88	88	318	787	123	691	40	96	201	135	487	164	452	558	141	666	156	64	720	185					
9	Число недействительных избирательных бюллетеней	111	3	1	0	1	1	2	5	2	0	12	6	4	0	3	0	2	1	3	3	4	0	9	4	0	16	0	0	2	0	7	3	2	1	3	4	1	0	3	3					
10	Число действительных избирательных бюллетеней	14022	669	46	98	83	134	559	569	513	92	788	268	477	234	790	133	382	216	121	582	99	109	365	949	191	767	45	113	248	155	560	189	617	656	180	721	180	96	820	208					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	448	20	0	5	0	1	31	10	15	0	29	7	10	6	20	6	19	6	5	29	5	10	9	20	6	15	5	5	7	10	17	6	11	11	6	28	6	2	44	6					
