Выборы Президента Российской Федерации																																																																								
Дата голосования: 04.03.2012																																																																								
																																																																								
Наименование Избирательной комиссии:    Ставрополь, Промышленная																																																																								
																																																																								
Сводная таблица итогов голосования																																																																								
																																																																								
	Число участковых избирательных комиссий	61																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	61																																																																						
																																																																								
		Сумма	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146									
1	Число избирателей, включенных в список избирателей	144504	2768	2446	2096	2604	2371	2987	2780	3005	2859	3120	2734	2672	400	2077	1698	1589	2336	2699	516	2777	2648	2063	2815	3017	2524	1970	2805	2272	2402	2456	2078	2089	2208	2011	2288	2082	2354	2881	2837	2353	1959	2748	2270	2124	2200	1099	2612	2470	2721	2827	2851	2294	400	2740	2427	2599	2802	2973	2308	3255	2138									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	136586	2600	2400	2000	2500	2300	2800	2700	2500	2700	3000	2600	2300	400	1900	1600	1500	2200	2600	516	2600	2500	1900	2700	2700	2400	1900	2700	2200	2300	2200	2000	2000	2100	1900	2200	2000	2300	2700	2700	2300	1900	2600	2270	2000	2100	1000	2500	2400	2600	2700	2700	2100	400	2600	2300	2500	2700	2800	2200	2800	2000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	83204	1527	1322	1478	1368	1274	1676	1558	1526	1733	1736	1606	1462	113	1150	938	992	1346	1647	147	1740	1547	1192	1478	1374	1739	1447	1544	1295	1402	1399	1100	1168	1282	1311	1498	1169	1307	1542	2162	1304	1061	1480	1584	1164	1299	588	1847	1428	1604	1697	2146	1294	0	1511	1302	1326	1623	1583	1140	1856	1072									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	27289	641	579	32	640	566	203	125	705	687	179	307	606	287	517	373	263	662	414	369	658	637	619	533	859	65	138	691	526	555	35	520	44	489	154	124	508	583	683	334	637	451	634	645	497	280	245	260	620	629	647	142	518	393	630	554	585	21	663	524	328	476									
6	Число погашенных избирательных бюллетеней	26093	432	499	490	492	460	921	1017	269	280	1085	687	232	0	233	289	245	192	539	0	202	316	89	689	467	596	315	465	379	343	766	380	788	329	435	578	323	410	475	204	359	388	486	41	339	521	167	393	352	367	356	412	288	7	459	444	589	1056	554	536	616	452									
7	Число избирательных бюллетеней в переносных ящиках для голосования	27289	641	579	32	640	566	203	125	705	687	179	307	606	287	517	373	263	662	414	369	658	637	619	533	859	65	138	691	526	555	35	520	44	489	154	124	508	583	683	334	637	451	634	645	497	280	245	260	620	629	647	142	518	393	630	554	585	21	663	524	328	476									
8	Число бюллетеней в стационарных ящиках для голосования	83183	1527	1322	1478	1368	1274	1676	1558	1526	1732	1736	1603	1462	113	1148	938	992	1346	1647	147	1739	1545	1192	1478	1374	1739	1447	1544	1295	1402	1399	1100	1166	1282	1304	1498	1169	1307	1542	2162	1304	1061	1480	1584	1164	1299	588	1847	1427	1604	1697	2146	1294	0	1511	1302	1326	1621	1583	1140	1856	1072									
9	Число недействительных избирательных бюллетеней	956	17	14	13	10	19	19	14	15	29	0	12	23	8	10	13	14	24	24	4	15	21	18	25	16	9	21	20	14	14	18	10	3	11	15	17	11	14	19	36	10	13	14	39	15	20	6	14	16	16	26	21	17	5	16	12	10	15	18	18	16	10									
10	Число действительных избирательных бюллетеней	109516	2151	1887	1497	1998	1821	1860	1669	2216	2390	1915	1898	2045	392	1655	1298	1241	1984	2037	512	2382	2161	1793	1986	2217	1795	1564	2215	1807	1943	1416	1610	1207	1760	1443	1605	1666	1876	2206	2460	1931	1499	2100	2190	1646	1559	827	2093	2031	2217	2318	2267	1795	388	2125	1844	1901	1627	2228	1646	2168	1538									
11	Число полученных открепительных  удостоверений	2025	40	30	26	40	40	40	55	63	38	40	33	47	0	22	20	20	40	25	0	40	33	25	35	25	45	26	42	30	22	32	28	40	30	30	23	25	20	26	45	33	45	33	25	30	25	20	45	50	40	42	42	33	0	45	45	35	46	33	39	45	33									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1897	38	29	22	37	29	37	50	48	35	40	32	44	0	21	18	19	37	25	0	40	33	24	35	23	45	26	40	28	21	31	28	35	25	25	21	25	20	26	39	33	45	30	25	23	23	20	45	45	40	41	39	33	0	40	40	34	44	33	39	43	31									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1247	17	5	13	10	23	57	47	41	13	21	45	15	8	15	8	20	11	18	25	48	35	9	7	34	22	5	22	9	24	117	7	7	7	8	15	9	15	11	31	13	10	14	13	17	23	8	15	16	17	30	11	19	14	26	14	26	24	36	11	17	19									
14	Число неиспользованных открепительных удостоверений	128	2	1	4	3	11	3	5	15	3	0	1	3	0	1	2	1	3	0	0	0	0	1	0	2	0	0	2	2	1	1	0	5	5	5	2	0	0	0	6	0	0	3	0	7	2	0	0	5	0	1	3	0	0	5	5	1	2	0	0	2	2									
15	Число открепительных удостоверений, выданных избирателям ТИК	155	3	4	5	3	2	3	3	4	1	2	2	2	0	2	1	0	1	1	0	3	3	1	1	6	1	1	4	3	3	6	10	2	4	3	3	3	5	3	1	1	1	4	5	1	0	3	1	0	1	6	0	3	0	4	2	1	5	2	3	2	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																								
