Выборы Президента Российской Федерации																																																																									
Дата голосования: 02.03.2008																																																																									
																																																																									
"Наименование Избирательной комиссии:    Ставрополь, Промышленная"																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
	Число участковых избирательных комиссий	66																																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	66																																																																							
																																																																									
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149					
1	"Число избирателей, включенных в списки избирателей"	134538	2876	2601	2158	2487	2493	2120	2582	2262	2452	2300	2361	2569	1229	2062	1363	1080	834	1037	2463	1216	2592	2032	1636	2279	2467	1121	1364	2774	810	1773	1321	2780	2606	2383	2016	2252	996	2605	2355	2428	2070	2006	1358	2201	1949	1019	2655	2727	1827	2922	3011	2583	2713	1468	2290	1918	2789	985	2594	1735	1092	1741	2455	2830	740	1725					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	125500	2650	2550	1950	2350	2350	2050	2450	2100	2250	2250	2200	2450	1100	2050	1250	1000	750	1050	2300	900	2450	1850	1500	2050	2350	1100	1300	2550	750	1650	1250	2550	2300	2250	1850	2150	950	2500	2150	2300	1950	1850	1250	2000	1900	1000	2500	2550	2000	2700	2800	2450	2550	1350	2150	1750	2650	850	2350	1550	1000	1550	2250	2550	650	1550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	82193	1766	1617	1216	1386	1440	1343	1615	1399	1506	1409	1675	1669	733	1216	805	745	508	714	1502	645	1774	1264	874	1356	1550	672	780	1493	527	968	928	1612	1364	1465	1175	1373	622	1640	1378	1546	1238	1178	786	1368	1276	742	1683	1624	1268	1684	1981	1515	1671	876	1348	1195	1792	548	1552	1079	679	1327	1468	1764	416	865					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3165	27	19	8	38	10	41	29	22	30	17	212	44	38	109	44	33	43	33	147	239	59	51	44	80	64	33	72	69	36	35	13	59	169	59	47	27	13	49	49	78	43	70	17	17	51	49	82	38	28	36	54	40	30	45	48	20	28	18	23	16	16	19	27	22	12	27					
6	Число погашенных избирательных бюллетеней	40142	857	914	726	926	900	666	806	679	714	824	313	737	329	725	401	222	199	303	651	16	617	535	582	614	736	395	448	988	187	647	309	879	767	726	628	750	315	811	723	676	669	602	447	615	573	209	735	888	704	980	765	895	849	429	754	535	830	284	775	455	305	204	755	764	222	658					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3165	27	19	8	38	10	41	29	22	30	17	212	44	38	109	44	33	43	33	147	239	59	51	44	80	64	33	72	69	36	35	13	59	169	59	47	27	13	49	49	78	43	70	17	17	51	49	82	38	28	36	54	40	30	45	48	20	28	18	23	16	16	19	27	22	12	27					
8	Число бюллетеней в стационарных ящиках для голосования	82176	1763	1617	1216	1386	1440	1343	1615	1399	1503	1409	1675	1667	733	1214	805	745	508	714	1502	644	1774	1264	873	1356	1550	672	780	1493	527	968	928	1608	1364	1465	1175	1373	622	1640	1378	1546	1238	1178	786	1368	1276	742	1683	1624	1268	1684	1981	1515	1671	876	1347	1195	1792	548	1552	1079	679	1327	1468	1764	416	865					
9	Число недействительных избирательных бюллетеней	1046	24	10	12	23	15	6	21	15	9	21	31	29	11	12	12	15	9	11	19	11	26	17	9	23	21	4	14	15	4	9	11	16	13	17	11	15	8	21	17	21	14	14	6	27	14	9	28	23	14	24	52	24	20	16	12	19	16	9	25	7	7	12	11	22	3	10					
10	Число действительных избирательных бюллетеней	84295	1766	1626	1212	1401	1435	1378	1623	1406	1524	1405	1856	1682	760	1311	837	763	542	736	1630	872	1807	1298	908	1413	1593	701	838	1547	559	994	930	1651	1520	1507	1211	1385	627	1668	1410	1603	1267	1234	797	1358	1313	782	1737	1639	1282	1696	1983	1531	1681	905	1383	1196	1804	557	1550	1088	688	1334	1484	1764	425	882					
11	Число полученных открепительных  удостоверений	1381	18	35	20	28	25	18	28	17	25	25	17	21	10	25	15	15	10	17	29	15	25	15	15	20	25	15	15	25	10	16	15	25	15	30	25	15	15	25	25	25	25	25	15	25	20	15	25	25	25	29	35	25	28	15	25	15	33	17	25	15	15	20	25	25	10	15					
