Выборы Президента Российской Федерации																																																																																				
Дата голосования: 18.03.2018																																																																																				
																																																																																				
"Наименование Избирательной комиссии:    Ставрополь, Промышленная"																																																																																				
																																																																																				
Сводная таблица итогов голосования																																																																																				
																																																																																				
	Число участковых избирательных комиссий	73																																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	73																																																																																		
																																																																																				
		Сумма	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №1273	УИК №1274	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1291	УИК №1292	УИК №1293	УИК №1294									
1	"Число избирателей, включенных в список избирателей"	151063	2733	2338	2418	2094	2651	2410	2117	1999	2263	3493	2464	2418	463	1811	1366	1305	2132	2201	1035	2361	2121	2140	1909	2573	2447	2100	2325	1933	2118	2010	1802	2035	1881	1990	1897	1803	2112	1407	2429	2609	2200	2271	2302	522	2820	2640	2137	2560	2008	1350	1803	1141	1427	1776	2405	2534	2733	1960	2167	2766	1363	3347	2143	1428	1488	2661	1048	1607	2205	1369	2307	2400	2462									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	147831	2700	2300	2400	2100	2600	2400	2100	1900	2200	3300	2400	2400	463	1800	1300	1200	2100	2200	1035	2300	2100	2100	1900	2500	2400	2100	2300	1900	2100	2000	1800	2000	1800	1900	1800	1800	2100	1400	2300	2600	2200	2100	2300	522	2800	2600	2100	2500	2000	1300	1800	1011	1400	1700	2400	2400	2700	1900	2100	2700	1300	3200	2100	1600	1400	2600	1000	1600	2000	1300	2300	2400	2400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	118967	2263	1821	1824	1744	2228	1800	1585	1690	1842	2272	2036	1900	198	1360	1024	1033	1639	1732	681	1839	1636	1723	1511	2054	1559	1737	1740	1403	1546	1650	1431	1484	1398	1546	1547	1437	1728	990	2016	2298	1697	1845	1843	116	2332	2102	1680	1891	1597	953	1361	833	1143	1344	1830	2126	2389	1608	1712	2452	1073	2732	1625	1259	1230	2101	889	1294	1890	1153	1866	2213	1843									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	13317	63	170	233	144	27	250	216	60	95	747	60	155	259	179	139	76	267	143	265	168	315	182	141	144	592	90	346	276	287	119	139	270	299	151	58	103	279	83	52	37	173	1	135	406	24	243	283	317	121	209	208	127	75	187	214	234	44	254	238	23	141	137	242	169	162	415	107	146	25	134	80	115	249									
6	Число погашенных избирательных бюллетеней	15547	374	309	343	212	345	350	299	150	263	281	304	345	6	261	137	91	194	325	89	293	149	195	248	302	249	273	214	221	267	231	230	246	103	203	195	260	93	327	232	265	330	254	322	0	444	255	137	292	282	138	231	51	182	169	356	40	267	38	150	225	86	331	233	172	8	84	4	160	85	13	354	72	308									
