Выборы Президента Российской Федерации																																																																				
Дата голосования: 02.03.2008																																																																				
																																																																				
Наименование Избирательной комиссии:    Ленинск-Кузнецкая городская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
	Число участковых избирательных комиссий	61																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																		
																																																																				
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №1713	УИК №1714	УИК №1715	УИК №1716					
1	"Число избирателей, включенных в списки избирателей"	79489	1664	1050	522	1613	1270	1182	1857	1420	1729	1036	1691	1502	1920	2138	1153	1528	1396	1283	1828	988	954	977	1735	1092	1588	1630	833	721	1001	687	1692	1382	1030	1223	1181	1883	1134	1522	974	844	801	1197	1224	2028	1565	1326	1764	1612	1312	1829	1635	601	2300	1864	1339	1956	1436	1	350	362	134					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	75300	1600	1100	450	1550	1200	1150	1800	1350	1700	1000	1650	1450	1800	2100	1050	1400	1300	1150	1700	900	850	950	1650	1000	1500	1600	750	700	950	650	1650	1100	950	1150	1150	1800	1100	1500	950	750	700	1150	1200	1900	1450	1150	1650	1550	1300	1700	1500	550	2050	1700	1200	1800	1250	50	600	600	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	58251	1257	850	360	1121	959	840	1358	1071	1350	749	1329	1041	1538	1484	662	1100	1079	998	1156	766	749	762	1372	816	1289	1261	516	530	637	370	1269	893	775	850	888	1495	856	1160	652	648	605	874	929	1559	1133	962	1414	1025	853	1350	1252	383	1320	1377	1026	1490	996	1	350	362	134					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	7655	131	26	73	225	101	146	191	113	93	115	82	212	64	300	300	175	87	72	215	58	47	53	75	95	36	111	179	72	188	203	143	199	84	170	97	77	90	110	161	56	63	125	92	133	173	144	58	307	242	176	112	118	290	178	75	142	202	0	0	0	0					
6	Число погашенных избирательных бюллетеней	9394	212	224	17	204	140	164	251	166	257	136	239	197	198	316	88	125	134	80	329	76	54	135	203	89	175	228	55	98	125	77	238	8	91	130	165	228	154	230	137	46	32	151	179	208	144	44	178	218	205	174	136	49	440	145	99	168	52	49	250	238	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7655	131	26	73	225	101	146	191	113	93	115	82	212	64	300	300	175	87	72	215	58	47	53	75	95	36	111	179	72	188	203	143	199	84	170	97	77	90	110	161	56	63	125	92	133	173	144	58	307	242	176	112	118	290	178	75	142	202	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	58251	1257	850	360	1121	959	840	1358	1071	1350	749	1329	1041	1538	1484	662	1100	1079	998	1156	766	749	762	1372	816	1289	1261	516	530	637	370	1269	893	775	850	888	1495	856	1160	652	648	605	874	929	1559	1133	962	1414	1025	853	1350	1252	383	1320	1377	1026	1490	996	1	350	362	134					
9	Число недействительных избирательных бюллетеней	81	1	1	3	1	1	1	1	1	1	1	1	3	0	2	1	1	1	1	6	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	0	1	1	5	5	1	0	0	1	1	1	1	2	1	1	2	1	0	0	0	0					
10	Число действительных избирательных бюллетеней	65825	1387	875	430	1345	1059	985	1548	1183	1442	863	1410	1250	1602	1782	961	1274	1165	1069	1365	823	791	814	1446	910	1324	1371	694	601	824	572	1411	1091	858	1019	984	1570	942	1269	812	703	668	998	1020	1687	1301	1105	1472	1332	1094	1525	1363	500	1608	1554	1100	1630	1197	1	350	362	134					
11	Число полученных открепительных  удостоверений	1739	25	25	15	30	30	40	40	30	40	30	60	35	70	35	30	29	40	20	30	25	25	40	25	25	40	50	20	30	25	30	30	20	35	30	25	38	40	30	25	20	20	25	25	30	23	25	35	20	20	29	35	20	50	40	20	20	20	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1739	25	25	15	30	30	40	40	30	40	30	60	35	70	35	30	29	40	20	30	25	25	40	25	25	40	50	20	30	25	30	30	20	35	30	25	38	40	30	25	20	20	25	25	30	23	25	35	20	20	29	35	20	50	40	20	20	20	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	987	9	42	52	8	14	15	22	28	16	13	17	10	6	8	16	20	12	32	17	15	31	7	32	15	18	15	6	13	10	7	21	20	15	17	12	16	29	20	11	11	10	15	20	17	5	25	11	15	4	11	15	3	14	10	20	15	23	0	22	19	15					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	332	9	16	4	6	11	4	12	11	9	4	10	7	11	15	5	10	7	4	8	9	0	5	4	3	4	5	2	1	7	3	4	1	5	8	5	4	12	5	6	4	3	3	2	7	2	2	4	10	4	8	8	2	3	5	5	4	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
