Выборы Президента Российской Федерации																																																															
Дата голосования: 02.03.2008																																																															
																																																															
"Наименование Избирательной комиссии:    Барнаул, Ленинская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
	Число участковых избирательных комиссий	56																																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	56																																																													
																																																															
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №1904	УИК №1905					
1	"Число избирателей, включенных в списки избирателей"	115022	2269	2519	2266	1892	2020	2004	2504	2482	2666	1085	2547	2592	2034	2564	2301	2390	2327	2721	2477	1658	2037	1955	1979	1918	1439	1473	1912	2654	2030	2711	2333	2399	2339	2034	2069	2110	2028	2676	2673	2696	2438	1575	2113	1975	1730	1729	1738	1740	1602	2493	1332	1789	125	2161	1178	521					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	102100	2020	2280	2080	1710	1820	1800	2230	2240	2400	950	2310	2320	1800	2300	2060	2150	2100	2430	2200	1500	1820	1770	1770	1700	1300	1320	1730	2120	1620	2450	2100	2100	2000	1780	1860	1880	1820	2430	2100	2430	2150	1410	1900	1780	1550	1460	1550	1500	1430	2080	1110	1620	250	1910	1000	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	65773	1256	1387	1230	1051	1172	1076	1654	1503	1752	781	1582	1637	1199	1474	1550	1465	1406	1611	1542	995	1276	1263	1225	1078	889	946	1250	1255	1103	1418	1297	995	1230	1052	1344	1287	1181	1514	1523	1467	1094	833	1208	1088	953	844	922	315	739	1485	927	1023	116	1213	702	395					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4159	59	105	67	23	35	60	70	56	55	19	41	51	41	47	77	44	29	133	60	71	105	55	32	52	56	38	42	231	89	145	38	141	176	29	42	42	57	49	34	42	66	26	33	9	15	5	50	792	77	210	37	149	0	30	22	0					
6	Число погашенных избирательных бюллетеней	32168	705	788	783	636	613	664	506	681	593	150	687	632	560	779	433	641	665	686	598	434	439	452	513	570	355	336	438	634	428	887	765	964	594	699	474	551	582	867	543	921	990	551	659	683	582	611	578	393	614	385	146	448	134	667	276	205					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4159	59	105	67	23	35	60	70	56	55	19	41	51	41	47	77	44	29	133	60	71	105	55	32	52	56	38	42	231	89	145	38	141	176	29	42	42	57	49	34	42	66	26	33	9	15	5	50	792	77	210	37	149	0	30	22	0					
8	Число бюллетеней в стационарных ящиках для голосования	65345	1254	1387	1229	1050	1171	1076	1284	1503	1752	780	1582	1637	1195	1474	1550	1461	1406	1608	1542	994	1276	1263	1225	1078	889	946	1250	1255	1103	1418	1297	982	1214	1052	1343	1287	1181	1514	1523	1467	1094	832	1205	1087	953	844	920	315	739	1485	927	1023	116	1210	702	395					
9	Число недействительных избирательных бюллетеней	944	14	24	25	21	20	20	26	20	29	8	18	35	8	22	0	16	23	0	43	15	17	19	19	0	15	8	14	0	0	16	23	16	6	22	30	3	16	19	35	14	19	15	25	15	21	32	13	16	18	27	12	14	1	19	10	8					
10	Число действительных избирательных бюллетеней	68560	1299	1468	1271	1052	1186	1116	1328	1539	1778	791	1605	1653	1228	1499	1627	1489	1412	1741	1559	1050	1364	1299	1238	1130	930	976	1278	1486	1192	1547	1312	1107	1384	1059	1355	1326	1222	1544	1522	1495	1141	843	1213	1081	947	817	957	1091	798	1668	952	1158	115	1221	714	387					
11	Число полученных открепительных  удостоверений	1559	25	30	40	35	20	25	35	35	30	20	35	50	25	40	40	30	35	25	40	25	20	25	20	30	20	25	30	25	25	40	45	25	21	29	40	25	25	25	40	40	30	20	30	27	28	24	25	10	25	25	15	25	0	40	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1124	23	21	34	32	19	20	21	27	24	10	28	34	20	16	28	22	29	22	25	13	13	13	18	26	9	15	25	25	18	40	26	19	21	17	17	18	14	13	26	33	19	15	19	21	26	24	25	3	12	22	7	19	0	24	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	859	28	20	17	17	18	23	24	15	15	21	9	22	11	11	20	10	6	14	18	21	20	6	14	25	14	20	9	11	8	30	29	9	22	6	8	26	11	17	10	7	12	15	12	10	11	13	18	12	6	19	12	26	16	8	13	14					
14	Число неиспользованных открепительных удостоверений	435	2	9	6	3	1	5	14	8	6	10	7	16	5	24	12	8	6	3	15	12	7	12	2	4	11	10	5	0	7	0	19	6	0	12	23	7	11	12	14	7	11	5	11	6	2	0	0	7	13	3	8	6	0	16	6	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	41	1	1	1	0	0	1	2	1	1	1	1	2	1	0	0	1	0	0	2	0	2	2	2	0	1	2	0	2	0	1	2	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	Богданов Андрей Владимирович	760	12	27	27	14	23	19	20	26	23	10	18	7	16	2	12	5	4	12	23	15	23	28	18	1	3	4	12	0	10	16	23	17	6	14	4	16	1	19	27	17	13	9	20	20	4	10	12	19	12	7	7	15	0	12	15	11					
		1.09%	0.91%	1.81%	2.08%	1.30%	1.91%	1.67%	1.48%	1.67%	1.27%	1.25%	1.11%	0.41%	1.29%	0.13%	0.74%	0.33%	0.28%	0.69%	1.44%	1.41%	1.67%	2.12%	1.43%	0.09%	0.32%	0.41%	0.93%	0.00%	0.84%	1.02%	1.72%	1.51%	0.43%	1.30%	0.29%	1.20%	0.08%	1.22%	1.73%	1.13%	1.12%	1.05%	1.62%	1.82%	0.41%	1.18%	1.24%	1.72%	1.47%	0.41%	0.73%	1.28%	0.00%	0.97%	2.07%	2.78%					
19	Жириновский Владимир Вольфович	9120	190	213	190	176	175	179	222	184	220	92	235	197	186	203	164	163	126	154	225	146	213	178	182	74	101	116	151	171	120	256	228	141	211	158	194	161	30	270	227	216	182	128	179	172	133	193	152	155	102	106	124	143	14	193	99	7					
		13.12%	14.47%	14.28%	14.66%	16.40%	14.51%	15.76%	16.40%	11.80%	12.17%	11.51%	14.48%	11.67%	15.05%	13.35%	10.08%	10.83%	8.78%	8.85%	14.04%	13.71%	15.42%	13.51%	14.48%	6.55%	10.69%	11.79%	11.69%	11.51%	10.07%	16.38%	17.08%	12.56%	15.18%	14.62%	14.01%	12.11%	2.42%	17.27%	14.58%	14.31%	15.69%	14.92%	14.46%	15.69%	13.74%	22.73%	15.67%	14.00%	12.50%	6.25%	12.86%	12.20%	12.07%	15.56%	13.67%	1.77%					
20	Зюганов Геннадий Андреевич	16100	352	422	265	279	328	321	453	363	444	157	351	404	274	391	316	391	375	377	351	270	352	353	318	261	229	265	312	333	289	304	330	129	310	235	338	365	34	419	358	374	256	217	322	240	131	122	208	167	173	475	219	282	30	283	147	36					
		23.16%	26.81%	28.28%	20.45%	26.00%	27.20%	28.26%	33.46%	23.28%	24.57%	19.65%	21.63%	23.93%	22.17%	25.71%	19.42%	25.98%	26.13%	21.65%	21.91%	25.35%	25.49%	26.78%	25.30%	23.10%	24.23%	26.93%	24.15%	22.41%	24.24%	19.45%	24.72%	11.49%	22.30%	21.74%	24.40%	27.46%	2.75%	26.81%	22.99%	24.78%	22.07%	25.29%	26.01%	21.90%	13.53%	14.37%	21.44%	15.09%	21.20%	28.02%	22.72%	24.06%	25.86%	22.82%	20.30%	9.11%					
21	Медведев Дмитрий Анатольевич	42580	745	806	789	583	660	597	633	966	1091	532	1001	1045	752	903	1135	930	907	1198	960	619	776	740	720	794	597	591	803	982	773	971	731	820	857	652	819	784	1157	836	910	888	690	489	692	649	679	492	585	750	511	1080	602	718	71	733	453	333					
		61.26%	56.74%	54.02%	60.88%	54.33%	54.73%	52.55%	46.75%	61.96%	60.38%	66.58%	61.68%	61.91%	60.84%	59.37%	69.76%	61.79%	63.21%	68.81%	59.93%	58.12%	56.19%	56.15%	57.28%	70.27%	63.17%	60.06%	62.15%	66.08%	64.85%	62.12%	54.76%	73.02%	61.65%	60.31%	59.13%	58.99%	93.46%	53.49%	58.45%	58.85%	59.48%	56.99%	55.90%	59.22%	70.14%	57.95%	60.31%	67.75%	62.62%	63.72%	62.45%	61.26%	61.21%	59.11%	62.57%	84.30%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
