Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Акбулакская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
1	"Число избирателей, включенных в списки избирателей"	20051	2271	1989	2838	2594	973	191	206	314	132	134	140	554	109	269	78	439	77	62	86	374	60	149	491	29	10	437	407	74	256	616	108	423	865	101	28	95	46	197	495	72	98	612	67	485					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20504	2300	2000	2900	2600	940	200	210	327	142	150	142	540	108	284	90	536	84	70	94	382	60	150	526	30	12	438	420	74	276	636	110	438	890	100	30	94	52	193	500	76	116	620	74	490					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	13963	1182	1031	1586	1483	527	168	172	294	118	104	127	487	84	258	78	366	64	59	84	341	56	124	401	29	10	349	297	74	224	526	98	386	722	69	27	80	43	187	406	66	78	585	63	450					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	902	112	98	117	80	89	4	21	2	0	12	0	18	7	11	0	34	13	0	0	22	0	11	28	0	0	10	20	0	27	53	4	28	45	8	0	0	0	6	0	0	0	8	0	14					
6	Число погашенных избирательных бюллетеней	5639	1006	871	1197	1037	324	28	17	31	24	34	15	35	17	15	12	136	7	11	10	19	4	15	97	1	2	79	103	0	25	57	8	24	123	23	3	14	9	0	94	10	38	27	11	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	902	112	98	117	80	89	4	21	2	0	12	0	18	7	11	0	34	13	0	0	22	0	11	28	0	0	10	20	0	27	53	4	28	45	8	0	0	0	6	0	0	0	8	0	14					
8	Число бюллетеней в стационарных ящиках для голосования	13962	1182	1031	1586	1483	527	168	172	294	118	104	127	487	84	258	78	366	64	59	84	341	56	124	401	29	10	349	297	74	223	526	98	386	722	69	27	80	43	187	406	66	78	585	63	450					
9	Число недействительных избирательных бюллетеней	146	15	7	17	11	4	0	0	3	0	3	0	13	2	15	0	3	0	0	0	3	1	0	3	0	0	4	3	2	5	13	1	2	8	0	0	0	0	2	0	0	0	5	0	1					
10	Число действительных избирательных бюллетеней	14718	1279	1122	1686	1552	612	172	193	293	118	113	127	492	89	254	78	397	77	59	84	360	55	135	426	29	10	355	314	72	245	566	101	412	759	77	27	80	43	191	406	66	78	588	63	463					
11	Число полученных открепительных  удостоверений	190	11	8	20	25	6	0	9	0	1	6	0	4	2	6	9	17	0	9	0	6	0	0	6	0	0	1	4	0	8	7	3	3	6	0	0	0	0	2	0	0	0	5	0	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	190	11	8	20	25	6	0	9	0	1	6	0	4	2	6	9	17	0	9	0	6	0	0	6	0	0	1	4	0	8	7	3	3	6	0	0	0	0	2	0	0	0	5	0	6					
