Выборы Президента Российской Федерации																																									
Дата голосования: 18.03.2018																																									
																																									
Наименование Избирательной комиссии:    Акбулакская																																									
																																									
Сводная таблица итогов голосования																																									
																																									
	Число участковых избирательных комиссий	30																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	30																																							
																																									
		Сумма	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111									
1	"Число избирателей, включенных в список избирателей"	19201	2016	1918	2166	2268	2128	150	162	319	105	130	145	608	317	539	170	439	123	487	458	408	222	715	366	834	91	114	173	529	617	484									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19280	2000	1950	2100	2200	2100	190	170	300	100	130	140	620	360	550	200	450	130	470	450	450	230	750	380	850	100	110	170	540	620	470									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10862	1020	982	1213	1197	1172	95	86	210	54	89	77	344	148	339	99	272	69	285	283	262	133	391	274	520	56	64	127	289	393	319									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1017	83	75	61	85	101	7	16	0	0	2	8	64	46	27	31	29	4	34	13	24	14	85	23	60	4	6	7	38	44	26									
6	Число погашенных избирательных бюллетеней	7401	897	893	826	918	827	88	68	90	46	39	55	212	166	184	70	149	57	151	154	164	83	274	83	270	40	40	36	213	183	125									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1017	83	75	61	85	101	7	16	0	0	2	8	64	46	27	31	29	4	34	13	24	14	85	23	60	4	6	7	38	44	26									
8	Число бюллетеней в стационарных ящиках для голосования	10862	1020	982	1213	1197	1172	95	86	210	54	89	77	344	148	339	99	272	69	285	283	262	133	391	274	520	56	64	127	289	393	319									
9	Число недействительных избирательных бюллетеней	130	14	9	11	23	13	0	3	0	0	1	0	4	2	5	1	2	0	6	2	6	0	5	2	3	2	0	2	0	5	9									
10	Число действительных избирательных бюллетеней	11749	1089	1048	1263	1259	1260	102	99	210	54	90	85	404	192	361	129	299	73	313	294	280	147	471	295	577	58	70	132	327	432	336									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
13	Бабурин Сергей Николаевич	64	8	6	5	4	8	1	0	1	2	1	0	5	1	1	2	0	0	1	2	0	1	1	1	4	0	0	2	1	2	4									
		0.54%	0.73%	0.57%	0.39%	0.31%	0.63%	0.98%	0.00%	0.48%	3.70%	1.10%	0.00%	1.23%	0.52%	0.27%	1.54%	0.00%	0.00%	0.31%	0.68%	0.00%	0.68%	0.21%	0.34%	0.69%	0.00%	0.00%	1.49%	0.31%	0.46%	1.16%									
14	Грудинин Павел Николаевич	1570	145	129	222	227	224	16	8	22	3	8	7	35	16	74	2	14	5	37	32	18	15	43	26	84	2	14	13	33	37	59									
		13.22%	13.15%	12.20%	17.43%	17.71%	17.60%	15.69%	7.84%	10.48%	5.56%	8.79%	8.24%	8.58%	8.25%	20.22%	1.54%	4.65%	6.85%	11.60%	10.81%	6.29%	10.20%	9.03%	8.75%	14.48%	3.33%	20.00%	9.70%	10.09%	8.47%	17.10%									
15	Жириновский Владимир Вольфович	801	95	71	99	93	82	1	23	16	7	4	2	24	19	14	10	17	6	17	28	12	9	28	14	29	2	2	8	18	19	32									
		6.74%	8.61%	6.72%	7.77%	7.25%	6.44%	0.98%	22.55%	7.62%	12.96%	4.40%	2.35%	5.88%	9.79%	3.83%	7.69%	5.65%	8.22%	5.33%	9.46%	4.20%	6.12%	5.88%	4.71%	5.00%	3.33%	2.86%	5.97%	5.50%	4.35%	9.28%									
16	Путин Владимир Владимирович	9092	821	822	914	911	931	84	67	169	42	77	76	335	152	265	113	262	60	249	221	249	116	387	250	442	50	52	108	268	365	234									
		76.54%	74.43%	77.77%	71.74%	71.06%	73.13%	82.35%	65.69%	80.48%	77.78%	84.62%	89.41%	82.11%	78.35%	72.40%	86.92%	87.04%	82.19%	78.06%	74.66%	87.06%	78.91%	81.30%	84.18%	76.21%	83.33%	74.29%	80.60%	81.96%	83.52%	67.83%									
17	Собчак Ксения Анатольевна	65	6	7	9	6	4	0	1	1	0	0	0	2	1	3	0	0	0	3	1	1	1	1	2	3	2	1	1	2	5	2									
		0.55%	0.54%	0.66%	0.71%	0.47%	0.31%	0.00%	0.98%	0.48%	0.00%	0.00%	0.00%	0.49%	0.52%	0.82%	0.00%	0.00%	0.00%	0.94%	0.34%	0.35%	0.68%	0.21%	0.67%	0.52%	3.33%	1.43%	0.75%	0.61%	1.14%	0.58%									
18	Сурайкин Максим Александрович	93	8	5	10	5	5	0	0	1	0	0	0	0	3	2	2	3	2	2	5	0	4	9	1	11	2	1	0	3	4	5									
