Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Турочкаская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10653	134	2302	2574	132	69	223	442	706	171	158	175	1148	561	475	77	186	137	71	360	552									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9800	130	2000	2500	100	60	200	400	700	170	160	170	1000	500	400	70	180	140	70	350	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	13	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3798	63	749	804	51	36	116	167	399	67	74	54	380	157	134	25	73	54	35	151	209									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	163	0	35	31	2	1	8	15	5	4	1	8	10	14	5	2	4	1	1	7	9									
6	Число погашенных избирательных бюллетеней	5826	67	1216	1665	47	23	76	218	296	99	85	108	610	323	261	43	96	85	34	192	282									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	176	0	35	31	2	1	8	15	5	4	1	8	10	20	5	2	11	1	1	7	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3798	63	749	804	51	36	116	167	399	67	74	54	380	157	134	25	73	54	35	151	209									
9	Число недействительных избирательных бюллетеней	97	1	18	19	0	0	1	7	11	3	3	0	7	8	6	1	1	0	1	5	5									
10	Число действительных избирательных бюллетеней	3877	62	766	816	53	37	123	175	393	68	72	62	383	169	133	26	83	55	35	153	213									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	150	5	20	20	5	5	5	5	10	5	5	5	10	5	10	5	5	5	5	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	25	1	11	5	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	0	7	7	4	2	1	0	8	0	0	0	6	6	2	1	2	0	0	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	125	4	9	15	5	4	5	5	9	5	5	5	8	3	10	5	5	5	5	5	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	216	10	17	34	4	5	6	8	18	8	5	7	39	13	5	4	6	0	2	13	12									
		5.44%	15.87%	2.17%	4.07%	7.55%	13.51%	4.84%	4.40%	4.46%	11.27%	6.67%	11.29%	10.00%	7.34%	3.60%	14.81%	7.14%	0.00%	5.56%	8.23%	5.50%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	114	2	23	16	3	1	0	9	22	4	4	0	10	3	3	0	3	1	2	4	4									
		2.87%	3.17%	2.93%	1.92%	5.66%	2.70%	0.00%	4.95%	5.45%	5.63%	5.33%	0.00%	2.56%	1.69%	2.16%	0.00%	3.57%	1.82%	5.56%	2.53%	1.83%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	65	0	12	10	0	0	3	1	10	1	0	4	14	3	2	0	1	2	0	1	1									
		1.64%	0.00%	1.53%	1.20%	0.00%	0.00%	2.42%	0.55%	2.48%	1.41%	0.00%	6.45%	3.59%	1.69%	1.44%	0.00%	1.19%	3.64%	0.00%	0.63%	0.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1678	26	298	312	21	17	56	74	212	37	43	25	169	75	58	13	45	25	11	46	115									
		42.22%	41.27%	38.01%	37.37%	39.62%	45.95%	45.16%	40.66%	52.48%	52.11%	57.33%	40.32%	43.33%	42.37%	41.73%	48.15%	53.57%	45.45%	30.56%	29.11%	52.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	2	8	1	0	0	1	1	0	0	0	0	2	1	0	2	0	4	0	1									
		0.58%	0.00%	0.26%	0.96%	1.89%	0.00%	0.00%	0.55%	0.25%	0.00%	0.00%	0.00%	0.00%	1.13%	0.72%	0.00%	2.38%	0.00%	11.11%	0.00%	0.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
		0.08%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	683	15	153	164	9	2	16	24	54	5	7	15	64	24	33	6	3	9	9	39	32									
		17.19%	23.81%	19.52%	19.64%	16.98%	5.41%	12.90%	13.19%	13.37%	7.04%	9.33%	24.19%	16.41%	13.56%	23.74%	22.22%	3.57%	16.36%	25.00%	24.68%	14.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	4	3	0	0	1	3	1	1	0	0	2	3	0	0	0	0	0	0	0									
		0.45%	0.00%	0.51%	0.36%	0.00%	0.00%	0.81%	1.65%	0.25%	1.41%	0.00%	0.00%	0.51%	1.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	1	10	7	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	2									
		0.63%	1.59%	1.28%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.00%	1.19%	0.00%	0.00%	0.63%	0.92%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0									
		0.15%	0.00%	0.26%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	0	11	12	0	0	1	2	2	0	0	1	2	2	0	0	0	0	0	0	3									
		0.91%	0.00%	1.40%	1.44%	0.00%	0.00%	0.81%	1.10%	0.50%	0.00%	0.00%	1.61%	0.51%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	897	6	195	219	14	12	37	46	63	11	12	10	74	39	26	3	21	18	7	46	38									
		22.57%	9.52%	24.87%	26.23%	26.42%	32.43%	29.84%	25.27%	15.59%	15.49%	16.00%	16.13%	18.97%	22.03%	18.71%	11.11%	25.00%	32.73%	19.44%	29.11%	17.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	3	0	1	0	1	0	4	0	0	0	2	1	0	0	0	0	0	1	0									
		0.33%	0.00%	0.38%	0.00%	1.89%	0.00%	0.81%	0.00%	0.99%	0.00%	0.00%	0.00%	0.51%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	100	2	35	29	0	0	2	7	6	1	0	0	7	1	5	0	1	0	0	1	3									
		2.52%	3.17%	4.46%	3.47%	0.00%	0.00%	1.61%	3.85%	1.49%	1.41%	0.00%	0.00%	1.79%	0.56%	3.60%	0.00%	1.19%	0.00%	0.00%	0.63%	1.38%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
