Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Коломенская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870					
1	"Число избирателей, внесенных в списки избирателей"	35022	1214	1529	1610	870	1407	302	1302	1129	294	1052	1269	657	1302	2189	1081	1447	1089	631	539	830	2189	673	536	704	825	900	301	1353	1247	1725	606	231	1539	450					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33725	1150	1450	1600	850	1350	300	1250	1100	275	1000	1250	650	1250	2100	1050	1400	1000	600	500	800	2150	650	500	650	800	900	275	1250	1200	1700	600	200	1500	425					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17958	660	834	761	304	776	224	708	591	167	474	742	244	585	1313	516	723	623	272	283	317	1270	364	258	306	386	492	124	778	751	917	245	103	674	173					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3537	96	134	149	205	122	6	117	120	38	137	113	215	199	13	161	63	77	84	23	82	86	64	71	140	137	50	72	73	92	152	137	48	148	113					
6	Число погашенных избирательных бюллетеней	12230	394	482	690	341	452	70	425	389	70	389	395	191	466	774	373	614	300	244	194	401	794	222	171	204	277	358	79	399	357	631	218	49	678	139					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3537	96	134	149	205	122	6	117	120	38	137	113	215	199	13	161	63	77	84	23	82	86	64	71	140	137	50	72	73	92	152	137	48	148	113					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17958	660	834	761	304	776	224	708	591	167	474	742	244	585	1313	516	723	623	272	283	317	1270	364	258	306	386	492	124	778	751	917	245	103	674	173					
9	Число недействительных избирательных бюллетеней	232	8	8	7	11	8	4	4	6	5	4	4	0	1	35	2	18	5	2	2	6	14	3	1	2	0	12	1	10	6	26	2	2	12	1					
10	Число действительных избирательных бюллетеней	21263	748	960	903	498	890	226	821	705	200	607	851	459	783	1291	675	768	695	354	304	393	1342	425	328	444	523	530	195	841	837	1043	380	149	810	285					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1005	55	71	51	10	27	15	27	24	10	32	34	27	15	72	51	32	11	16	30	15	51	23	10	15	13	29	10	47	47	56	26	3	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	999	55	71	51	7	27	15	27	24	10	32	34	27	15	72	51	32	9	16	30	15	51	23	10	15	13	29	10	47	47	56	26	2	30	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	503	23	18	14	12	17	5	13	11	6	8	8	4	13	20	19	12	7	5	11	14	17	10	12	10	9	12	6	73	26	40	8	8	20	12					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	3	1	0	2	0	1	0	0	0	1	1	1	0	2	0	0	0	0	1	1	1	0	0	0	3	0	0	0	3	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	673	14	29	35	10	22	5	13	26	4	22	31	9	22	33	34	35	23	23	12	11	33	8	7	17	22	8	10	25	38	29	26	4	19	14					
		3.13%	1.85%	2.99%	3.85%	1.96%	2.45%	2.17%	1.58%	3.66%	1.95%	3.60%	3.63%	1.96%	2.81%	2.49%	5.02%	4.45%	3.29%	6.46%	3.92%	2.76%	2.43%	1.87%	2.13%	3.81%	4.21%	1.48%	5.10%	2.94%	4.51%	2.71%	6.81%	2.65%	2.31%	4.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	164	15	13	5	3	5	0	0	6	0	3	4	1	1	26	4	10	2	2	2	1	8	1	4	4	3	8	2	6	10	5	1	0	5	4					
		0.76%	1.98%	1.34%	0.55%	0.59%	0.56%	0.00%	0.00%	0.84%	0.00%	0.49%	0.47%	0.22%	0.13%	1.96%	0.59%	1.27%	0.29%	0.56%	0.65%	0.25%	0.59%	0.23%	1.22%	0.90%	0.57%	1.48%	1.02%	0.71%	1.19%	0.47%	0.26%	0.00%	0.61%	1.40%					
20	3.Политическая партия «Демократическая партия России»	39	0	3	1	0	1	0	0	3	0	1	1	2	4	1	0	2	1	4	0	0	0	0	1	0	0	0	0	1	2	4	0	0	3	4					
