Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Ипатовская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №460	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	47092	144	98	1730	2810	2847	2915	2816	2614	2801	2458	228	1756	1669	825	1588	1007	54	915	445	890	372	390	2381	1908	380	457	1072	601	184	908	319	253	106	2508	1172	1495	1976									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47050	200	90	1750	2890	2800	3000	2800	2600	2800	2500	220	1700	1600	820	1600	1000	50	920	450	930	380	380	2400	1900	400	400	1100	600	180	920	320	250	100	2500	1100	1500	1900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23443	70	60	675	1151	1129	1174	1656	1463	1649	954	106	928	842	365	782	667	40	456	321	509	229	154	1261	731	192	266	657	367	121	511	223	171	76	870	515	1041	1061									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3162	51	9	60	75	196	161	120	60	158	181	50	201	58	29	100	89	0	75	44	65	38	67	179	190	19	25	54	58	9	63	14	20	6	165	185	79	209									
6	Число погашенных избирательных бюллетеней	20445	79	21	1015	1664	1475	1665	1024	1077	993	1365	64	571	700	426	718	244	10	389	85	356	113	159	960	979	189	109	389	175	50	346	83	59	18	1465	400	380	630									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3162	51	9	60	75	196	161	120	60	158	181	50	201	58	29	100	89	0	75	44	65	38	67	179	190	19	25	54	58	9	63	14	20	6	165	185	79	209									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23443	70	60	675	1151	1129	1174	1656	1463	1649	954	106	928	842	365	782	667	40	456	321	509	229	154	1261	731	192	266	657	367	121	511	223	171	76	870	515	1041	1061									
9	Число недействительных избирательных бюллетеней	675	1	0	16	28	30	42	26	55	36	27	5	11	26	18	27	18	1	8	0	7	3	10	24	18	3	6	11	7	2	6	4	3	2	64	17	20	93									
10	Число действительных избирательных бюллетеней	25930	120	69	719	1198	1295	1293	1750	1468	1771	1108	151	1118	874	376	855	738	39	523	365	567	264	211	1416	903	208	285	700	418	128	568	233	188	80	971	683	1100	1177									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	380	0	1	21	26	26	30	19	30	17	12	2	5	10	4	6	5	1	3	9	20	9	3	14	14	8	5	10	2	2	10	8	4	1	10	5	13	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	257	0	0	5	25	12	10	19	30	7	12	2	5	0	2	4	3	0	0	6	17	9	0	14	5	6	1	8	1	0	10	8	2	0	10	4	13	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	113	3	2	5	9	0	3	6	5	3	3	5	5	4	3	2	2	1	4	3	3	2	1	4	5	1	3	0	1	1	1	2	2	2	4	3	2	8									
14	Число погашенных неиспользованных открепительных удостоверений	123	0	1	16	1	14	20	0	0	10	0	0	0	10	2	2	2	1	3	3	3	0	3	0	9	2	4	2	1	2	0	0	2	1	0	1	0	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	107	0	2	3	12	8	11	5	7	9	2	0	1	0	0	1	0	0	5	3	8	2	0	0	1	19	0	0	0	0	0	1	0	0	2	0	2	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	198	0	1	6	18	13	16	15	11	6	11	0	8	3	1	17	5	0	5	2	3	2	0	7	5	2	0	6	0	0	1	1	0	0	11	3	9	10									
		0.74%	0.00%	1.45%	0.82%	1.47%	0.98%	1.20%	0.84%	0.72%	0.33%	0.97%	0.00%	0.71%	0.33%	0.25%	1.93%	0.66%	0.00%	0.94%	0.55%	0.52%	0.75%	0.00%	0.49%	0.54%	0.95%	0.00%	0.84%	0.00%	0.00%	0.17%	0.42%	0.00%	0.00%	1.06%	0.43%	0.80%	0.79%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	628	1	1	19	21	40	23	32	38	30	26	5	31	25	15	20	13	2	17	7	13	2	1	21	35	9	13	29	8	2	9	12	6	1	26	12	24	39									
		2.36%	0.83%	1.45%	2.59%	1.71%	3.02%	1.72%	1.80%	2.50%	1.66%	2.29%	3.21%	2.75%	2.78%	3.81%	2.27%	1.72%	5.00%	3.20%	1.92%	2.26%	0.75%	0.45%	1.46%	3.80%	4.27%	4.47%	4.08%	1.88%	1.54%	1.57%	5.06%	3.14%	1.22%	2.51%	1.71%	2.14%	3.07%									
