Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Пермь, Мотовилихинская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3258	УИК №3259	УИК №3260	УИК №3261	УИК №3262	УИК №3263	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274									
1	Число избирателей, включенных в список избирателей	142946	2226	1931	1198	1544	2089	1360	1060	1698	1145	1264	1589	2320	1633	1999	2165	1722	2794	2400	2085	2662	2664	1801	1819	2044	2389	2077	2618	2569	2982	2692	2658	2818	2620	2374	2520	1408	2123	439	986	1904	2119	1584	1326	1124	2014	1542	2366	2469	2664	2155	1087	1412	1291	2491	2435	2353	1772	1925	1386	2135	2342	1202	999	2665	2875	2382	2378	2493	2606	2238	2180	217	92	238									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	123660	2000	1700	1000	1350	1800	1200	900	1500	1000	1100	1300	2000	1450	1700	1800	1400	2400	2100	1800	2300	2350	1500	1600	1800	2100	1800	2300	2200	2500	2400	2350	2500	2300	2100	2200	1250	1800	350	850	1600	1800	1300	1150	1000	1800	1300	2000	2200	2300	1800	950	1200	1100	2100	2100	2100	1500	1600	1200	1800	2000	1000	750	2300	2500	2100	2100	2200	2300	1900	1900	210	150	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	75843	1232	997	681	860	1173	728	551	945	653	615	870	1024	877	1150	1145	774	1553	1265	1186	1498	1480	1076	1044	1103	1341	1045	1427	1462	1773	1541	1503	1593	1482	1350	1435	716	1195	154	415	907	1091	723	551	538	1173	837	1282	1173	1576	1189	523	615	418	1232	1297	1353	845	790	610	1056	1010	581	322	1531	1772	1286	1300	1213	1409	1266	1033	173	87	169									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2711	45	92	30	18	54	15	21	41	32	26	29	17	37	54	29	26	60	53	27	50	49	29	38	31	45	33	45	40	21	28	32	16	41	41	31	36	37	25	12	35	36	35	17	11	20	24	66	30	40	48	50	95	6	12	30	10	27	19	55	39	58	35	142	22	28	40	40	46	32	43	25	36	4	69									
6	Число погашенных избирательных бюллетеней	45106	723	611	289	472	573	457	328	514	315	459	401	959	536	496	626	600	787	782	587	752	821	395	518	666	714	722	828	698	706	831	815	891	777	709	734	498	568	171	423	658	673	542	582	451	607	439	652	997	684	563	377	490	676	856	773	737	628	791	535	705	932	384	286	747	700	774	760	941	859	591	842	1	59	62									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2711	45	92	30	18	54	15	21	41	32	26	29	17	37	54	29	26	60	53	27	50	49	29	38	31	45	33	45	40	21	28	32	16	41	41	31	36	37	25	12	35	36	35	17	11	20	24	66	30	40	48	50	95	6	12	30	10	27	19	55	39	58	35	142	22	28	40	40	46	32	43	25	36	4	69									
8	Число бюллетеней в стационарных ящиках для голосования	75780	1232	997	680	860	1171	728	551	944	653	615	870	1024	875	1150	1144	772	1553	1264	1185	1496	1478	1076	1043	1103	1339	1044	1427	1462	1772	1540	1503	1592	1482	1348	1433	716	1194	154	415	907	1090	721	551	538	1173	837	1259	1173	1575	1188	523	615	418	1232	1297	1352	845	790	610	1056	1010	581	322	1530	1768	1284	1300	1213	1409	1266	1033	173	87	169									
