Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Ачинская 																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
1	"Число избирателей, внесенных в списки"	11918	1241	223	532	202	154	680	509	372	142	2109	317	1367	957	351	704	832	207	1019					
2	"Число бюллетеней, полученных участковыми комиссиями"	11794	1229	216	520	188	150	660	500	364	136	2094	321	1374	960	342	695	827	192	1026					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5212	530	129	317	98	83	275	219	167	55	763	126	505	424	192	291	436	63	539					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	568	95	16	10	8	17	34	19	4	12	15	45	71	9	37	118	17	38	3					
6	Число погашенных бюллетеней	6014	604	71	193	82	50	351	262	193	69	1316	150	798	527	113	286	374	91	484					
7	Число бюллетеней в переносных ящиках для голосования	568	95	16	10	8	17	34	19	4	12	15	45	71	9	37	118	17	38	3					
8	Число бюллетеней в стационарных ящиках для голосования	5212	530	129	317	98	83	275	219	167	55	763	126	505	424	192	291	436	63	539					
9	Число недействительных бюллетеней	112	12	9	0	1	3	4	1	5	5	8	4	2	15	5	18	11	3	6					
10	Число действительных бюллетеней	5668	613	136	327	105	97	305	237	166	62	770	167	574	418	224	391	442	98	536					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	140	9	3	6	3	2	9	6	4	2	24	4	18	12	4	9	10	2	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	4	0	1	0	0	4	4	0	0	5	0	2	1	1	4	1	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	1	1	1	2	0	1	0	2	5	3	0	2	0	0	2	1	5	0					
14	Число погашенных открепительных удостоверений	109	5	3	5	3	2	5	2	4	2	19	4	16	11	3	5	9	2	9					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	0	0	3	0	0	0	1	0	1	1	0	0	1	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	75	0	0	7	0	2	3	5	4	0	9	1	5	2	8	8	14	0	7					
		1.29%	0.0%	0.0%	2.14%	0.0%	2.0%	0.97%	2.10%	2.33%	0.0%	1.15%	0.58%	0.86%	0.46%	3.49%	1.95%	3.09%	0.0%	1.29%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	74	2	0	5	0	1	2	8	2	1	12	3	5	2	1	15	4	2	9					
		1.28%	0.32%	0.0%	1.52%	0.0%	1.0%	0.64%	3.36%	1.16%	1.49%	1.54%	1.75%	0.86%	0.46%	0.43%	3.66%	0.88%	1.98%	1.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	106	9	2	8	2	2	8	2	1	3	14	4	11	9	2	13	8	0	8					
		1.83%	1.44%	1.37%	2.44%	1.88%	2.0%	2.58%	0.84%	0.58%	4.47%	1.79%	2.33%	1.90%	2.07%	0.87%	3.17%	1.76%	0.0%	1.47%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	87	11	1	4	1	2	6	4	0	1	18	1	13	4	2	6	5	0	8					
		1.50%	1.76%	0.68%	1.22%	0.94%	2.0%	1.94%	1.68%	0.0%	1.49%	2.31%	0.58%	2.25%	0.92%	0.87%	1.46%	1.10%	0.0%	1.47%					
22	"5. ""За Русь Святую"""	28	2	0	2	1	0	2	0	0	1	5	1	4	2	0	2	2	1	3					
		0.48%	0.32%	0.0%	0.61%	0.94%	0.0%	0.64%	0.0%	0.0%	1.49%	0.64%	0.58%	0.69%	0.46%	0.0%	0.48%	0.44%	0.99%	0.55%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	1	0	1	0	2	1	0	0	0	3	1	1	2	0	0	0	0	1					
		0.22%	0.16%	0.0%	0.30%	0.0%	2.0%	0.32%	0.0%	0.0%	0.0%	0.38%	0.58%	0.17%	0.46%	0.0%	0.0%	0.0%	0.0%	0.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	1	1	2	0	0	3	2	2	1	1	0	2	2	0	2	2	1	2					
		0.41%	0.16%	0.68%	0.61%	0.0%	0.0%	0.97%	0.84%	1.16%	1.49%	0.12%	0.0%	0.34%	0.46%	0.0%	0.48%	0.44%	0.99%	0.36%					
25	"8. ""Народно-республиканская партия России"""	14	1	0	1	0	0	2	0	1	1	2	0	2	0	0	0	1	0	3					
		0.24%	0.16%	0.0%	0.30%	0.0%	0.0%	0.64%	0.0%	0.58%	1.49%	0.25%	0.0%	0.34%	0.0%	0.0%	0.0%	0.22%	0.0%	0.55%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	1	0	1	0	0	3	0	0	0	2	1	1	1	0	2	4	0	0					
		0.27%	0.16%	0.0%	0.30%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.25%	0.58%	0.17%	0.23%	0.0%	0.48%	0.88%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	455	33	3	62	31	18	11	21	13	5	58	15	54	53	11	24	34	4	5					
		7.87%	5.28%	2.06%	18.96%	29.24%	18.0%	3.55%	8.82%	7.60%	7.46%	7.45%	8.77%	9.37%	12.24%	4.80%	5.86%	7.50%	3.96%	0.92%					
28	"11. ""Истинные патриоты России"""	12	4	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	2					
		0.20%	0.64%	0.68%	0.0%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.24%	0.0%	0.99%	0.36%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	36	1	2	1	0	1	4	1	1	0	2	1	6	3	1	3	2	0	7					
		0.62%	0.16%	1.37%	0.30%	0.0%	1.0%	1.29%	0.42%	0.58%	0.0%	0.25%	0.58%	1.04%	0.69%	0.43%	0.73%	0.44%	0.0%	1.29%					
30	"13. ""Демократическая партия России"""	21	3	0	4	0	0	2	0	2	0	2	0	2	2	0	1	0	0	3					
		0.36%	0.48%	0.0%	1.22%	0.0%	0.0%	0.64%	0.0%	1.16%	0.0%	0.25%	0.0%	0.34%	0.46%	0.0%	0.24%	0.0%	0.0%	0.55%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	1	3					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.42%	0.0%	0.0%	0.12%	1.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.55%					
32	"15. ""Партия СЛОН"""	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0					
		0.10%	0.0%	0.0%	0.30%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.44%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	642	82	5	27	7	7	48	28	14	7	126	5	83	37	15	41	41	11	58					
		11.10%	13.12%	3.44%	8.25%	6.60%	7.0%	15.53%	11.76%	8.18%	10.44%	16.19%	2.92%	14.40%	8.54%	6.55%	10.02%	9.05%	10.89%	10.70%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	5	2	0	0	0	1	1	1	0	5	0	4	0	1	4	4	1	2					
		0.53%	0.8%	1.37%	0.0%	0.0%	0.0%	0.32%	0.42%	0.58%	0.0%	0.64%	0.0%	0.69%	0.0%	0.43%	0.97%	0.88%	0.99%	0.36%					
35	"18. ""ЛДПР"""	1074	121	18	53	24	14	63	39	40	8	175	52	138	80	27	51	56	22	93					
		18.58%	19.36%	12.41%	16.20%	22.64%	14.0%	20.38%	16.38%	23.39%	11.94%	22.49%	30.40%	23.95%	18.47%	11.79%	12.46%	12.36%	21.78%	17.15%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	104	17	5	1	1	4	2	7	6	0	9	3	15	7	3	1	9	3	11					
		1.79%	2.72%	3.44%	0.30%	0.94%	4.0%	0.64%	2.94%	3.50%	0.0%	1.15%	1.75%	2.60%	1.61%	1.31%	0.24%	1.98%	2.97%	2.02%					
37	"20. ""Политическая партия ""Единая Россия"""	1740	201	70	95	23	37	91	69	48	12	145	51	145	103	117	106	157	30	240					
		30.10%	32.16%	48.27%	29.05%	21.69%	37.0%	29.44%	28.99%	28.07%	17.91%	18.63%	29.82%	25.17%	23.78%	51.09%	25.91%	34.65%	29.70%	44.28%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	4	1	0	2	0	0	0	0	0	1	1	1	0	0	2	0	3					
		0.25%	0.0%	2.75%	0.30%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.17%	0.23%	0.0%	0.0%	0.44%	0.0%	0.55%					
39	"22. ""Развитие предпринимательства"""	11	0	0	0	1	0	3	0	0	0	1	0	3	0	1	0	2	0	0					
		0.19%	0.0%	0.0%	0.0%	0.94%	0.0%	0.97%	0.0%	0.0%	0.0%	0.12%	0.0%	0.52%	0.0%	0.43%	0.0%	0.44%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	711	91	10	35	8	2	38	33	20	21	92	20	60	88	22	69	58	13	31					
		12.30%	14.56%	6.89%	10.70%	7.54%	2.0%	12.29%	13.86%	11.69%	31.34%	11.82%	11.69%	10.41%	20.32%	9.60%	16.87%	12.80%	12.87%	5.71%					
																									
41	Против всех	364	27	12	16	4	2	11	16	11	1	88	5	19	19	13	40	35	8	37					
		6.29%	4.32%	8.27%	4.89%	3.77%	2.0%	3.55%	6.72%	6.43%	1.49%	11.31%	2.92%	3.29%	4.38%	5.67%	9.77%	7.72%	7.92%	6.82%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
