Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																	
Дата голосования: 04.12.2011																	
																	
Наименование Избирательной комиссии:    Сосновоборская городская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675					
1	"Число избирателей, внесенных в список избирателей"	26425	2409	2619	2952	2935	2932	2860	2758	2316	2396	2248					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25100	2300	2400	2800	2800	2900	2800	2600	2100	2300	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13201	1137	1350	1479	1473	1461	1388	1388	1131	1273	1121					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	240	27	16	31	44	19	32	18	11	13	29					
6	Число погашенных избирательных бюллетеней	11659	1136	1034	1290	1283	1420	1380	1194	958	1014	950					
7	Число избирательных бюллетеней в переносных ящиках для голосования	240	27	16	31	44	19	32	18	11	13	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13186	1137	1350	1479	1473	1457	1386	1385	1131	1271	1117					
9	Число недействительных избирательных бюллетеней	241	20	23	28	32	22	16	38	30	15	17					
10	Число действительных избирательных бюллетеней	13185	1144	1343	1482	1485	1454	1402	1365	1112	1269	1129					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	45	45	45	45	45	45	45	45	45	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	106	10	13	9	14	19	16	8	2	7	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	737	41	123	75	37	60	19	111	119	59	93					
14	Число погашенных неиспользованных открепительных удостоверений	344	35	32	36	31	26	29	37	43	38	37					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2407	194	229	290	296	249	316	254	150	246	183					
		17.93%	16.67%	16.76%	19.21%	19.51%	16.87%	22.28%	18.10%	13.13%	19.16%	15.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1840	165	211	191	185	209	206	185	165	156	167					
		13.70%	14.18%	15.45%	12.65%	12.20%	14.16%	14.53%	13.19%	14.45%	12.15%	14.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	117	8	8	11	19	19	9	16	8	13	6					
		0.87%	0.69%	0.59%	0.73%	1.25%	1.29%	0.63%	1.14%	0.70%	1.01%	0.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3154	289	317	392	376	337	296	307	238	347	255					
		23.49%	24.83%	23.21%	25.96%	24.79%	22.83%	20.87%	21.88%	20.84%	27.02%	22.25%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	429	45	31	48	47	43	53	51	34	49	28					
		3.20%	3.87%	2.27%	3.18%	3.10%	2.91%	3.74%	3.64%	2.98%	3.82%	2.44%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5110	428	540	538	551	582	508	538	501	444	480					
		38.06%	36.77%	39.53%	35.63%	36.32%	39.43%	35.83%	38.35%	43.87%	34.58%	41.88%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	128	15	7	12	11	15	14	14	16	14	10					
		0.95%	1.29%	0.51%	0.79%	0.73%	1.02%	0.99%	0.99%	1.40%	1.09%	0.87%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
