Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Сокольская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228					
1	"Число избирателей, внесенных в списки"	12055	1179	1252	1200	1485	518	342	161	325	122	122	176	345	387	84	121	118	227	187	47	274	267	364	239	372	101	358	180	337	283	254	371	257					
2	"Число бюллетеней, полученных участковыми комиссиями"	11545	1096	1192	1146	1438	525	341	159	312	116	105	171	325	372	78	114	102	209	171	40	266	262	345	229	365	98	346	170	324	273	246	361	248					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6383	690	681	624	754	223	157	95	176	67	77	96	193	214	32	77	82	131	135	31	110	130	215	86	199	19	133	118	144	162	194	191	147					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1606	19	46	34	62	141	90	28	69	36	9	40	48	59	34	18	15	30	15	9	88	43	79	79	52	49	91	13	113	49	21	83	44					
6	Число погашенных бюллетеней	3556	387	465	488	622	161	94	36	67	13	19	35	84	99	12	19	5	48	21	0	68	89	51	64	114	30	122	39	67	62	31	87	57					
7	Число бюллетеней в переносных ящиках для голосования	1606	19	46	34	62	141	90	28	69	36	9	40	48	59	34	18	15	30	15	9	88	43	79	79	52	49	91	13	113	49	21	83	44					
8	Число бюллетеней в стационарных ящиках для голосования	6382	690	681	624	754	223	157	95	176	67	77	96	193	214	32	77	82	131	135	31	110	130	214	86	199	19	133	118	144	162	194	191	147					
9	Число недействительных бюллетеней	193	27	26	12	13	5	2	2	7	5	2	3	9	11	0	0	4	6	3	1	2	9	4	3	3	0	7	2	7	1	7	9	1					
10	Число действительных бюллетеней	7795	682	701	646	803	359	245	121	238	98	84	133	232	262	66	95	93	155	147	39	196	164	289	162	248	68	217	129	250	210	208	265	190					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	398	35	35	35	35	15	10	7	10	5	5	5	10	15	3	5	6	10	7	3	10	8	15	8	15	4	15	7	15	15	8	15	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	66	13	11	4	6	7	5	1	2	0	0	2	0	1	0	0	0	1	0	0	2	0	3	0	5	0	0	0	0	2	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	2	5	6	4	1	1	0	2	0	2	0	0	2	1	1	1	3	0	4	1	0	2	1	3	0	2	0	2	1	0	4	0					
14	Число погашенных открепительных удостоверений	332	22	24	31	29	8	5	6	8	5	5	3	10	14	3	5	6	9	7	3	8	8	12	8	10	4	15	7	15	13	8	15	6					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	161	10	9	10	16	14	5	1	3	2	0	4	8	12	0	1	3	3	4	1	5	3	0	0	5	1	1	5	10	5	10	7	3					
		2.01%	1.41%	1.23%	1.51%	1.96%	3.84%	2.02%	0.81%	1.22%	1.94%	0.0%	2.94%	3.31%	4.39%	0.0%	1.05%	3.09%	1.86%	2.66%	2.5%	2.52%	1.73%	0.0%	0.0%	1.99%	1.47%	0.44%	3.81%	3.89%	2.36%	4.65%	2.55%	1.57%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	159	24	16	23	29	6	2	2	2	1	2	8	4	1	0	3	0	4	2	1	1	2	2	0	3	0	3	3	2	2	5	4	2					
		1.99%	3.38%	2.20%	3.49%	3.55%	1.64%	0.80%	1.62%	0.81%	0.97%	2.32%	5.88%	1.65%	0.36%	0.0%	3.15%	0.0%	2.48%	1.33%	2.5%	0.50%	1.15%	0.68%	0.0%	1.19%	0.0%	1.33%	2.29%	0.77%	0.94%	2.32%	1.45%	1.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	221	29	18	17	10	4	9	3	6	3	1	4	11	9	6	1	4	6	0	1	2	8	6	2	2	5	8	5	11	7	12	8	3					
		2.76%	4.09%	2.47%	2.58%	1.22%	1.09%	3.64%	2.43%	2.44%	2.91%	1.16%	2.94%	4.56%	3.29%	9.09%	1.05%	4.12%	3.72%	0.0%	2.5%	1.01%	4.62%	2.04%	1.21%	0.79%	7.35%	3.57%	3.81%	4.28%	3.31%	5.58%	2.91%	1.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	92	6	13	13	13	3	3	1	3	0	0	1	1	5	0	0	1	1	0	2	0	3	5	5	0	1	0	1	3	3	1	1	3					
		1.15%	0.84%	1.78%	1.97%	1.59%	0.82%	1.21%	0.81%	1.22%	0.0%	0.0%	0.73%	0.41%	1.83%	0.0%	0.0%	1.03%	0.62%	0.0%	5.0%	0.0%	1.73%	1.70%	3.03%	0.0%	1.47%	0.0%	0.76%	1.16%	1.42%	0.46%	0.36%	1.57%					
22	"5. ""За Русь Святую"""	58	7	1	11	1	2	2	2	3	0	1	1	4	2	1	0	1	0	3	3	0	0	3	1	2	0	1	1	1	1	0	1	2					
		0.72%	0.98%	0.13%	1.67%	0.12%	0.54%	0.80%	1.62%	1.22%	0.0%	1.16%	0.73%	1.65%	0.73%	1.51%	0.0%	1.03%	0.0%	2.0%	7.5%	0.0%	0.0%	1.02%	0.60%	0.79%	0.0%	0.44%	0.76%	0.38%	0.47%	0.0%	0.36%	1.04%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	1	4	2	3	2	0	1	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	2	2	0					
		0.31%	0.14%	0.55%	0.30%	0.36%	0.54%	0.0%	0.81%	0.0%	0.97%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.76%	0.0%	0.0%	0.93%	0.72%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	3	4	2	2	1	2	0	1	0	0	1	0	4	0	0	0	0	2	0	1	0	2	0	2	0	1	1	0	0	1	1	3					
		0.42%	0.42%	0.55%	0.30%	0.24%	0.27%	0.80%	0.0%	0.40%	0.0%	0.0%	0.73%	0.0%	1.46%	0.0%	0.0%	0.0%	0.0%	1.33%	0.0%	0.50%	0.0%	0.68%	0.0%	0.79%	0.0%	0.44%	0.76%	0.0%	0.0%	0.46%	0.36%	1.57%					
25	"8. ""Народно-республиканская партия России"""	25	1	1	4	1	1	1	0	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	1	1	0					
		0.31%	0.14%	0.13%	0.60%	0.12%	0.27%	0.40%	0.0%	0.81%	0.97%	1.16%	1.47%	0.41%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.21%	0.0%	0.0%	0.44%	1.52%	0.38%	0.0%	0.46%	0.36%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	31	1	0	4	3	0	1	1	1	0	1	3	3	1	0	0	0	1	0	0	0	1	2	1	0	1	0	0	2	2	2	0	0					
