Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Староминская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №4701	УИК №4702	УИК №4703	УИК №4704	УИК №4705	УИК №4706	УИК №4707	УИК №4708	УИК №4709	УИК №4710	УИК №4711	УИК №4712	УИК №4713	УИК №4714	УИК №4715	УИК №4716	УИК №4717	УИК №4718	УИК №4719	УИК №4720	УИК №4721	УИК №4722	УИК №4723					
1	"Число избирателей, внесенных в списки избирателей"	32839	1982	2196	1957	1663	2300	1600	1857	2072	2443	1377	2251	2609	271	490	303	1509	647	1217	403	1575	1633	406	78					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32784	1980	2180	1846	1607	2308	1621	1858	2115	2442	1380	2258	2655	273	493	303	1520	643	1217	399	1566	1628	413	79					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19266	1130	1353	1055	1063	1384	979	1126	1238	1458	855	1322	1431	208	301	216	730	315	738	244	925	903	220	72					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1926	136	70	203	55	71	74	64	94	103	58	125	178	12	31	20	244	79	48	41	68	108	44	0					
6	Число погашенных избирательных бюллетеней	11592	714	757	588	489	853	568	668	783	881	467	811	1046	53	161	67	546	249	431	114	573	617	149	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1926	136	70	203	55	71	74	64	94	103	58	125	178	12	31	20	244	79	48	41	68	108	44	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19256	1130	1353	1054	1063	1384	979	1126	1238	1454	850	1322	1431	208	301	216	730	315	738	244	925	903	220	72					
9	Число недействительных избирательных бюллетеней	402	22	21	30	27	37	9	36	27	30	17	24	18	3	11	9	9	5	24	2	23	11	7	0					
10	Число действительных избирательных бюллетеней	20780	1244	1402	1227	1091	1418	1044	1154	1305	1527	891	1423	1591	217	321	227	965	389	762	283	970	1000	257	72					
