Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Лазовская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №498	УИК №499	УИК №501	УИК №502	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515					
1	"Число избирателей, внесенных в списки избирателей"	11196	2522	689	2580	432	138	549	155	487	1462	383	123	268	289	103	826	190					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12030	2640	710	2800	400	130	570	150	760	1490	600	130	260	300	110	800	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7165	1495	387	1501	298	125	328	118	442	943	371	87	174	206	73	490	127					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	297	39	62	34	16	5	28	2	45	24	12	2	6	3	1	18	0					
6	Число погашенных избирательных бюллетеней	4568	1106	261	1265	86	0	214	30	273	523	217	41	80	91	36	292	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	297	39	62	34	16	5	28	2	45	24	12	2	6	3	1	18	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7165	1495	387	1501	298	125	328	118	442	943	371	87	174	206	73	490	127					
9	Число недействительных избирательных бюллетеней	73	7	4	19	4	2	3	0	6	14	2	1	3	1	0	6	1					
10	Число действительных избирательных бюллетеней	7389	1527	445	1516	310	128	353	120	481	953	381	88	177	208	74	502	126					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	398	45	30	40	25	7	25	5	35	40	35	5	25	25	5	36	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	187	31	8	25	1	0	10	0	11	33	24	4	12	21	4	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	89	18	8	5	4	10	4	7	2	9	4	4	4	2	3	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	211	14	22	15	24	7	15	5	24	7	11	1	13	4	1	33	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	199	51	8	36	8	1	13	0	15	32	20	2	2	4	0	6	1					
		2.67%	3.32%	1.78%	2.35%	2.55%	0.77%	3.65%	0.00%	3.08%	3.31%	5.22%	2.25%	1.11%	1.91%	0.00%	1.18%	0.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	58	10	3	15	1	0	1	0	6	14	3	0	0	0	1	3	1					
		0.78%	0.65%	0.67%	0.98%	0.32%	0.00%	0.28%	0.00%	1.23%	1.45%	0.78%	0.00%	0.00%	0.00%	1.35%	0.59%	0.79%					
20	3.Политическая партия «Демократическая партия России»	15	3	1	5	1	0	0	0	1	2	0	0	0	2	0	0	0					
		0.20%	0.20%	0.22%	0.33%	0.32%	0.00%	0.00%	0.00%	0.21%	0.21%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	717	203	15	149	15	4	34	3	48	120	50	5	1	22	4	39	5					
		9.61%	13.23%	3.34%	9.71%	4.78%	3.08%	9.55%	2.50%	9.86%	12.41%	13.05%	5.62%	0.56%	10.53%	5.41%	7.68%	3.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	7	0	11	2	1	2	0	3	3	2	0	1	1	2	1	0					
		0.48%	0.46%	0.00%	0.72%	0.64%	0.77%	0.56%	0.00%	0.62%	0.31%	0.52%	0.00%	0.56%	0.48%	2.70%	0.20%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	22	8	0	7	1	0	0	0	1	3	1	0	0	1	0	0	0					
		0.29%	0.52%	0.00%	0.46%	0.32%	0.00%	0.00%	0.00%	0.21%	0.31%	0.26%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	851	186	59	173	31	12	40	9	53	109	56	12	27	12	4	57	11					
		11.40%	12.13%	13.14%	11.27%	9.87%	9.23%	11.24%	7.50%	10.88%	11.27%	14.62%	13.48%	15.00%	5.74%	5.41%	11.22%	8.66%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	620	110	41	144	11	10	33	9	50	81	43	4	8	18	2	38	18					
		8.31%	7.17%	9.13%	9.38%	3.50%	7.69%	9.27%	7.50%	10.27%	8.38%	11.23%	4.49%	4.44%	8.61%	2.70%	7.48%	14.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	88	22	8	12	4	3	3	6	10	13	0	0	0	3	1	3	0					
		1.18%	1.43%	1.78%	0.78%	1.27%	2.31%	0.84%	5.00%	2.05%	1.34%	0.00%	0.00%	0.00%	1.44%	1.35%	0.59%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4720	906	306	946	236	97	226	93	292	568	203	65	137	145	60	350	90					
		63.25%	59.06%	68.15%	61.63%	75.16%	74.62%	63.48%	77.50%	59.96%	58.74%	53.00%	73.03%	76.11%	69.38%	81.08%	68.90%	70.87%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	63	21	4	18	0	0	1	0	2	8	3	0	1	0	0	5	0					
		0.84%	1.37%	0.89%	1.17%	0.00%	0.00%	0.28%	0.00%	0.41%	0.83%	0.78%	0.00%	0.56%	0.00%	0.00%	0.98%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
