Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Елабужская городская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422					
1	"Число избирателей, внесенных в списки"	47659	1119	1239	1270	956	1017	1173	862	1294	603	959	1448	2067	977	1408	1244	1939	1861	169	1524	1223	1932	2068	1881	1622	692	1843	1718	1942	1866	1285	1672	1746	1561	241	544	320	108	158	108					
2	"Число бюллетеней, полученных участковыми комиссиями"	47520	1126	1202	1195	953	944	1067	1034	1256	545	925	1361	2113	999	1323	1319	1929	1814	166	1549	1194	1970	2047	1891	1556	620	1858	1720	1930	1810	1790	1686	1729	1446	235	539	307	106	159	107					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	35928	913	1018	830	644	699	809	801	877	424	639	994	1565	705	1059	1012	1383	1430	129	1230	940	1465	1443	1332	1251	570	1365	1267	1596	1242	1264	1246	1264	1210	206	516	224	104	156	106					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1238	47	20	82	27	34	33	61	55	34	63	70	69	32	33	31	33	45	19	78	55	15	16	24	14	11	28	25	5	12	21	16	23	8	11	4	82	0	2	0					
6	Число погашенных бюллетеней	10354	166	164	283	282	211	225	172	324	87	223	297	479	262	231	276	513	339	18	241	199	490	588	535	291	39	465	428	329	556	505	424	442	228	18	19	1	2	1	1					
7	Число бюллетеней в переносных ящиках для голосования	1238	47	20	82	27	34	33	61	55	34	63	70	69	32	33	31	33	45	19	78	55	15	16	24	14	11	28	25	5	12	21	16	23	8	11	4	82	0	2	0					
8	Число бюллетеней в стационарных ящиках для голосования	35917	913	1018	830	644	699	809	801	877	424	639	994	1565	705	1055	1012	1383	1430	129	1230	940	1465	1440	1332	1251	569	1365	1267	1596	1240	1264	1245	1264	1210	206	516	224	104	156	106					
9	Число недействительных бюллетеней	502	5	8	10	13	7	22	5	4	7	4	18	32	12	9	19	19	8	0	9	0	3	10	21	9	5	23	19	8	34	17	11	14	97	4	5	6	0	0	5					
10	Число действительных бюллетеней	36653	955	1030	902	658	726	820	857	928	451	698	1046	1602	725	1079	1024	1397	1467	148	1299	995	1477	1446	1335	1256	575	1370	1273	1593	1218	1268	1250	1273	1121	213	515	300	104	158	101					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	747	20	30	20	20	20	20	20	20	20	20	20	23	20	20	20	20	20	20	20	20	37	23	23	27	20	35	20	33	20	23	23	18	22	0	10	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	543	13	30	10	6	9	12	2	10	6	7	14	23	14	17	20	19	17	0	20	13	26	23	23	25	3	32	18	31	14	23	23	18	20	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	318	5	12	10	8	2	4	8	8	18	3	5	7	3	8	6	4	10	3	9	11	20	13	5	10	5	7	14	4	11	15	0	10	4	30	3	21	2	0	0					
