Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Казань, Вахитовская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
1	"Число избирателей, внесенных в список избирателей"	67896	1671	1313	2111	1388	1410	1300	2142	2538	1830	1810	2110	1251	816	942	730	1151	2330	2337	2582	1262	1955	2365	1777	2576	1374	1793	1842	1929	1957	1572	2289	2247	1633	1508	2202	1905	1960	361	167	91	75	252	340	134	91	126	136	215					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60000	1400	1100	1800	1200	1100	1200	1800	2300	1500	1500	2000	1200	700	800	600	1000	1700	2200	2000	1200	1900	2300	2000	1950	1200	1500	1300	1700	1600	1400	2000	2000	1500	1300	2000	1800	1800	400	200	100	100	350	500	150	100	150	150	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	43229	978	791	1548	772	572	727	1275	1598	1187	928	1154	655	564	600	478	793	1286	1820	1580	744	1489	1742	1211	1847	852	992	1167	1032	1087	1012	1347	1526	1310	1099	1295	1076	1173	358	167	90	14	252	340	134	90	126	136	215					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1469	10	35	73	155	21	31	50	72	63	96	39	22	1	42	14	18	142	36	32	33	29	60	10	21	17	31	30	32	17	16	14	30	18	21	19	24	34	0	0	0	61	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	15302	412	274	179	273	507	442	475	630	250	476	807	523	135	158	108	189	272	344	388	423	382	498	779	82	331	477	103	636	496	372	639	444	172	180	686	700	593	42	33	10	25	98	160	16	10	24	14	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1467	10	35	73	155	21	31	50	72	63	96	39	22	1	42	14	18	142	36	32	33	29	60	10	21	16	31	30	32	16	16	14	30	18	21	19	24	34	0	0	0	61	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43182	978	791	1548	772	562	724	1273	1593	1187	928	1153	655	564	595	478	793	1286	1820	1579	734	1489	1742	1210	1847	851	992	1167	1032	1087	1012	1347	1525	1308	1099	1295	1076	1169	358	167	90	14	252	339	134	90	126	136	215					
9	Число недействительных избирательных бюллетеней	644	2	15	43	7	19	11	15	29	3	24	35	10	0	11	11	19	26	9	25	21	0	22	15	2	18	20	19	19	11	13	12	7	28	23	32	2	32	17	5	1	0	0	6	4	0	0	1	0					
10	Число действительных избирательных бюллетеней	44005	986	811	1578	920	564	744	1308	1636	1247	1000	1157	667	565	626	481	792	1402	1847	1586	746	1518	1780	1205	1866	849	1003	1178	1045	1092	1015	1349	1548	1298	1097	1282	1098	1171	341	162	89	75	252	333	130	90	126	135	215					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2495	50	50	80	50	50	50	90	100	70	70	80	50	31	40	30	50	80	100	80	50	80	100	80	60	50	70	50	80	80	60	80	90	60	60	90	80	74	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	828	26	19	34	20	12	29	22	34	20	18	24	17	15	10	3	25	28	31	30	12	27	31	25	27	23	32	20	22	13	13	45	19	23	22	15	21	21	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1879	79	26	53	166	18	32	7	35	13	22	23	27	38	38	11	24	99	19	35	14	26	15	59	37	10	34	37	44	45	27	34	25	42	59	48	14	20	186	16	38	7	180	17	0	14	40	11	15					
14	Число погашенных неиспользованных открепительных удостоверений	1667	24	31	46	30	38	21	68	66	50	52	56	33	16	30	27	25	52	69	50	38	53	69	55	33	27	38	30	58	67	47	35	71	37	38	75	59	53	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4610	107	62	188	42	104	121	160	151	52	151	102	63	70	66	48	99	235	186	122	62	96	197	175	245	105	104	163	86	103	102	129	157	136	67	117	122	158	21	21	3	11	5	45	12	13	7	4	15					
		10.32%	10.83%	7.51%	11.60%	4.53%	17.84%	16.03%	12.09%	9.07%	4.16%	14.75%	8.56%	9.31%	12.39%	10.36%	9.76%	12.21%	16.46%	10.02%	7.57%	8.08%	6.32%	10.93%	14.34%	13.12%	12.11%	10.17%	13.62%	8.08%	9.34%	9.92%	9.48%	10.10%	10.26%	5.98%	8.90%	11.09%	13.13%	5.87%	12.57%	3.33%	14.67%	1.98%	13.27%	8.96%	14.44%	5.56%	2.94%	6.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2776	36	33	72	29	54	54	125	180	45	108	109	43	38	28	55	12	24	11	98	32	2	77	25	61	46	62	41	112	97	110	136	139	144	37	111	91	61	154	22	1	3	0	26	9	7	2	1	13					
		6.22%	3.64%	3.99%	4.44%	3.13%	9.26%	7.15%	9.45%	10.81%	3.60%	10.55%	9.14%	6.35%	6.73%	4.40%	11.18%	1.48%	1.68%	0.59%	6.08%	4.17%	0.13%	4.27%	2.05%	3.27%	5.31%	6.06%	3.43%	10.53%	8.79%	10.70%	9.99%	8.94%	10.86%	3.30%	8.45%	8.27%	5.07%	43.02%	13.17%	1.11%	4.00%	0.00%	7.67%	6.72%	7.78%	1.59%	0.74%	6.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	279	6	8	5	4	6	1	13	14	6	11	8	5	3	4	13	8	3	3	16	4	2	17	1	7	12	8	8	4	11	6	7	5	5	12	14	2	3	3	1	0	0	1	1	2	3	0	1	2					
		0.62%	0.61%	0.97%	0.31%	0.43%	1.03%	0.13%	0.98%	0.84%	0.48%	1.07%	0.67%	0.74%	0.53%	0.63%	2.64%	0.99%	0.21%	0.16%	0.99%	0.52%	0.13%	0.94%	0.08%	0.37%	1.38%	0.78%	0.67%	0.38%	0.99%	0.58%	0.51%	0.32%	0.38%	1.07%	1.07%	0.18%	0.25%	0.84%	0.60%	0.00%	0.00%	0.40%	0.29%	1.49%	3.33%	0.00%	0.74%	0.93%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6318	180	98	213	155	127	144	175	206	257	269	128	92	73	106	62	115	257	72	242	107	362	247	51	307	192	142	178	132	132	123	170	208	160	203	154	99	165	28	22	2	9	22	51	20	15	2	11	33					
		14.15%	18.22%	11.86%	13.14%	16.72%	21.78%	19.07%	13.23%	12.37%	20.56%	26.27%	10.74%	13.59%	12.92%	16.64%	12.60%	14.18%	17.99%	3.88%	15.02%	13.95%	23.85%	13.71%	4.18%	16.43%	22.15%	13.88%	14.87%	12.41%	11.97%	11.96%	12.49%	13.38%	12.07%	18.13%	11.72%	9.00%	13.72%	7.82%	13.17%	2.22%	12.00%	8.73%	15.04%	14.93%	16.67%	1.59%	8.09%	15.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1204	8	29	8	40	71	35	106	11	68	70	12	15	8	21	11	17	16	4	155	52	64	51	2	15	60	16	12	28	23	8	10	14	7	43	33	7	13	12	6	0	2	3	2	7	2	2	1	4					
		2.70%	0.81%	3.51%	0.49%	4.31%	12.18%	4.64%	8.01%	0.66%	5.44%	6.84%	1.01%	2.22%	1.42%	3.30%	2.24%	2.10%	1.12%	0.22%	9.62%	6.78%	4.22%	2.83%	0.16%	0.80%	6.92%	1.56%	1.00%	2.63%	2.09%	0.78%	0.73%	0.90%	0.53%	3.84%	2.51%	0.64%	1.08%	3.35%	3.59%	0.00%	2.67%	1.19%	0.59%	5.22%	2.22%	1.59%	0.74%	1.86%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28534	643	569	1089	648	194	383	716	1066	813	380	792	449	370	398	284	534	864	1569	931	479	990	1174	950	1219	419	665	768	678	718	661	890	1022	841	721	848	771	768	116	88	83	50	218	205	75	47	113	117	148					
		63.91%	65.08%	68.89%	67.18%	69.90%	33.28%	50.73%	54.12%	64.02%	65.04%	37.11%	66.44%	66.32%	65.49%	62.48%	57.72%	65.84%	60.50%	84.54%	57.79%	62.45%	65.22%	65.15%	77.87%	65.26%	48.33%	65.00%	64.16%	63.72%	65.10%	64.30%	65.39%	65.72%	63.42%	64.38%	64.54%	70.09%	63.84%	32.40%	52.69%	92.22%	66.67%	86.51%	60.47%	55.97%	52.22%	89.68%	86.03%	68.84%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	284	6	12	3	2	8	6	13	8	6	11	6	0	3	3	8	7	3	2	22	10	2	17	1	12	15	6	8	5	8	5	7	3	5	14	5	6	3	7	2	0	0	3	3	5	3	0	0	0					
		0.64%	0.61%	1.45%	0.19%	0.22%	1.37%	0.79%	0.98%	0.48%	0.48%	1.07%	0.50%	0.00%	0.53%	0.47%	1.63%	0.86%	0.21%	0.11%	1.37%	1.30%	0.13%	0.94%	0.08%	0.64%	1.73%	0.59%	0.67%	0.47%	0.73%	0.49%	0.51%	0.19%	0.38%	1.25%	0.38%	0.55%	0.25%	1.96%	1.20%	0.00%	0.00%	1.19%	0.88%	3.73%	3.33%	0.00%	0.00%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
