Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Тевризская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245					
1	"Число избирателей, внесенных в список"	13149	1171	889	968	1158	991	578	201	82	71	423	248	237	864	453	172	353	385	314	329	340	147	124	312	519	317	85	206	345	406	294	167					
2	Число полученных избирательных бюллетеней	13295	1143	905	946	1155	1010	582	202	85	74	445	256	246	881	473	170	361	392	322	338	334	143	122	316	522	315	112	211	355	418	292	169					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8730	611	554	572	648	580	285	132	75	71	329	189	185	560	275	165	280	266	225	231	269	112	101	259	362	252	85	173	249	290	212	133					
5	"Число избирательных бюллетеней, выданных вне помещения"	1100	144	48	77	35	54	37	10	5	0	32	9	6	50	62	5	38	88	64	52	25	16	13	27	56	21	0	14	36	33	28	15					
6	Число погашенных избирательных бюллетеней	3465	388	303	297	472	376	260	60	5	3	84	58	55	271	136	0	43	38	33	55	40	15	8	30	104	42	27	24	70	95	52	21					
7	Число избирательных бюллетеней в переносных ящиках	1100	144	48	77	35	54	37	10	5	0	32	9	6	50	62	5	38	88	64	52	25	16	13	27	56	21	0	14	36	33	28	15					
8	Число бюллетеней в стационарных ящиках для голосования	8730	611	554	572	648	580	285	132	75	71	329	189	185	560	275	165	280	266	225	231	269	112	101	259	362	252	85	173	249	290	212	133					
9	Число недействительных избирательных бюллетеней	83	9	5	8	7	4	1	2	0	0	1	2	1	4	4	2	1	1	3	3	2	1	1	0	1	2	0	5	4	3	4	2					
10	Число действительных избирательных бюллетеней	9747	746	597	641	676	630	321	140	80	71	360	196	190	606	333	168	317	353	286	280	292	127	113	286	417	271	85	182	281	320	236	146					
11	Число полученных открепительных  удостоверений	285	20	20	10	15	15	10	5	5	5	25	5	5	10	35	5	5	5	5	5	5	5	5	5	5	5	5	10	5	15	5	5					
12	Число выданных открепительных удостоверений	142	15	12	6	9	10	0	0	1	0	14	5	5	6	22	0	1	2	0	4	2	0	0	2	2	1	0	8	5	10	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	8	7	5	2	3	2	0	1	0	3	0	0	2	5	4	1	2	2	0	0	2	3	2	4	1	0	0	0	4	0	0					
14	Число неиспользованных открепительных удостоверений	143	5	8	4	6	5	10	5	4	5	11	0	0	4	13	5	4	3	5	1	3	5	5	3	3	4	5	2	0	5	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	219	19	6	15	12	14	3	5	3	10	8	5	4	8	12	2	7	9	5	0	22	2	3	5	11	5	0	1	8	10	1	4					
		2.23%	2.52%	1.00%	2.31%	1.76%	2.21%	0.93%	3.52%	3.75%	14.08%	2.22%	2.53%	2.09%	1.31%	3.56%	1.18%	2.20%	2.54%	1.73%	0.00%	7.48%	1.56%	2.63%	1.75%	2.63%	1.83%	0.00%	0.53%	2.81%	3.10%	0.42%	2.70%					
19	. Малышкин Олег Александрович	349	36	16	27	30	29	15	2	7	11	15	5	3	14	15	8	15	27	3	6	12	1	2	10	13	5	2	6	3	3	4	4					
		3.55%	4.77%	2.66%	4.16%	4.39%	4.57%	4.66%	1.41%	8.75%	15.49%	4.16%	2.53%	1.57%	2.30%	4.45%	4.71%	4.72%	7.63%	1.04%	2.12%	4.08%	0.78%	1.75%	3.50%	3.11%	1.83%	2.35%	3.21%	1.05%	0.93%	1.67%	2.70%					
20	. Миронов Сергей Михайлович	67	5	3	2	4	4	4	0	0	0	8	2	1	4	6	2	5	1	1	0	0	0	0	1	2	3	1	0	2	5	1	0					
		0.68%	0.66%	0.50%	0.31%	0.59%	0.63%	1.24%	0.00%	0.00%	0.00%	2.22%	1.01%	0.52%	0.66%	1.78%	1.18%	1.57%	0.28%	0.35%	0.00%	0.00%	0.00%	0.00%	0.35%	0.48%	1.10%	1.18%	0.00%	0.70%	1.55%	0.42%	0.00%					
