Выборы Президента Российской Федерации																																																																																	
Дата голосования: 04.03.2012																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Уфа, Советская																																																																																	
																																																																																	
Сводная таблица итогов голосования																																																																																	
																																																																																	
	Число участковых избирательных комиссий	70																																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	70																																																																															
																																																																																	
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419									
1	Число избирателей, включенных в список избирателей	136153	1925	1517	2225	1535	2274	2579	1456	1326	1544	949	1529	1474	2253	1114	234	2163	2283	1972	2263	2738	2565	2625	2327	1960	2761	1751	1854	2045	1854	2659	1592	2447	2791	2482	1773	1799	2228	1924	977	1077	1681	2054	2212	2767	2649	1311	1592	2765	2054	2662	2954	1951	2438	2656	2841	1995	99	1347	2081	2460	2088	2330	2693	2481	1833	2422	1559	100	1049	185									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	117730	1640	1250	1570	1260	1930	2110	1220	1120	1320	870	2110	1270	1900	1160	250	1840	1830	1610	1950	2300	2100	2170	1980	1690	2310	1420	1920	1730	1530	2290	1360	2080	2360	2070	1520	1530	1920	1640	830	910	1400	1760	1880	2300	2260	1120	1960	2340	1650	2270	2440	1690	2070	2190	2720	1700	120	1150	1770	2080	1970	2040	2250	2400	1500	2210	1380	150	880	210									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	94301	1482	894	1560	819	1533	1529	842	935	1257	835	1483	1218	1825	777	232	1628	1476	1172	1884	2271	1965	2153	1789	1423	1507	1314	1595	1631	1482	1831	1038	1352	1454	1661	992	1068	1331	1207	716	607	935	1510	1303	2002	1714	719	1527	1635	1302	1645	1960	1091	1363	1689	2012	1124	65	1014	1469	1800	1796	1721	1547	2379	1407	1729	1273	44	573	185									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2205	16	22	10	121	71	26	5	19	39	9	46	36	23	34	0	34	26	26	36	29	78	17	35	14	39	30	23	56	47	67	29	28	46	29	25	20	28	21	6	23	16	20	36	47	34	68	65	49	6	22	8	14	42	23	18	34	34	32	24	45	1	87	31	0	14	46	18	56	26	0									
6	Число погашенных избирательных бюллетеней	21218	142	334	0	320	326	555	373	166	24	26	581	16	52	349	18	178	328	412	30	0	57	0	156	253	764	76	302	42	1	392	293	700	860	380	503	442	561	407	108	280	449	230	541	251	512	333	368	656	342	603	472	585	665	478	690	542	21	104	277	235	173	232	672	21	79	435	89	50	281	25									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2205	16	22	10	121	71	26	5	19	39	9	46	36	23	34	0	34	26	26	36	29	78	17	35	14	39	30	23	56	47	67	29	28	46	29	25	20	28	21	6	23	16	20	36	47	34	68	65	49	6	22	8	14	42	23	18	34	34	32	24	45	1	87	31	0	14	46	18	56	26	0									
8	Число бюллетеней в стационарных ящиках для голосования	94136	1482	886	1560	819	1533	1503	842	935	1257	835	1478	1218	1825	777	232	1628	1476	1165	1880	2271	1965	2153	1754	1423	1507	1314	1595	1631	1482	1831	1038	1351	1452	1661	992	1068	1327	1207	710	607	934	1510	1303	2002	1714	719	1527	1635	1302	1645	1960	1091	1363	1689	2012	1124	65	1014	1469	1755	1796	1721	1547	2379	1386	1729	1273	44	573	185									
9	Число недействительных избирательных бюллетеней	832	0	14	0	8	22	10	8	6	5	9	24	3	15	6	0	6	27	20	19	0	17	0	14	3	25	21	5	11	14	17	0	27	21	12	15	22	22	3	6	8	10	14	29	10	17	13	12	13	16	5	14	14	7	18	2	13	2	10	18	21	13	12	21	0	25	13	13	2	8	2									
10	Число действительных избирательных бюллетеней	95509	1498	894	1570	932	1582	1519	839	948	1291	835	1500	1251	1833	805	232	1656	1475	1171	1897	2300	2026	2170	1775	1434	1521	1323	1613	1676	1515	1881	1067	1352	1477	1678	1002	1066	1333	1225	710	622	940	1516	1310	2039	1731	774	1580	1671	1292	1662	1954	1091	1398	1694	2028	1145	97	1036	1475	1779	1784	1796	1557	2379	1375	1762	1278	98	591	183									
11	Число полученных открепительных  удостоверений	2312	30	30	40	30	32	40	30	23	30	21	47	30	34	27	0	32	30	52	30	37	31	43	31	36	30	31	39	30	31	45	30	32	52	38	30	30	50	37	27	20	30	33	34	63	54	30	32	40	30	53	48	40	32	30	41	45	0	22	38	30	16	47	43	36	30	42	30	0	25	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2309	30	30	40	30	32	40	30	23	30	21	47	29	34	27	0	32	30	52	30	37	30	43	31	36	30	30	39	30	31	45	30	32	52	38	30	30	50	37	27	20	30	33	34	63	54	30	32	40	30	53	48	40	32	30	41	45	0	22	38	30	16	47	43	36	30	42	30	0	25	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3020	13	23	402	17	22	27	16	11	19	11	29	11	391	17	197	33	100	112	20	37	28	70	15	32	16	51	20	23	78	17	32	22	39	17	17	22	25	12	28	16	33	20	44	31	22	21	38	35	15	50	28	36	20	57	26	19	8	13	24	30	18	0	42	0	31	38	13	1	34	185									
14	Число неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
