Выборы Президента Российской Федерации																																																																																
Дата голосования: 02.03.2008																																																																																
																																																																																
"Наименование Избирательной комиссии:    Уфа, Советская"																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
	Число участковых избирательных комиссий	73																																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	73																																																																														
																																																																																
		Сумма	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416					
1	"Число избирателей, включенных в списки избирателей"	138330	2054	1572	1807	1391	2308	2402	1344	1155	1543	1026	2340	1527	1906	1169	350	2267	2200	1972	2378	2181	2348	2768	2069	2852	2093	1662	2139	2114	1823	1523	2759	1724	2225	3195	2565	1838	1865	2288	1848	1002	1117	1757	2075	1116	2826	2704	1335	2109	2844	1837	2959	2927	2438	1804	2961	2928	1125	261	1510	2150	2551	2180	2416	2780	2781	1585	2351	1384	155	137	395	1088	152					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	124759	1840	1390	1660	1290	2080	2120	1160	1030	1350	890	2080	1390	1850	1020	350	1960	1950	1690	2060	1880	2250	2450	1810	2560	2020	1430	1880	1900	1610	1410	2860	1490	1840	2820	2250	1640	1650	2050	1620	900	1080	1560	1840	1010	2510	2410	1200	1860	2520	1570	2610	2930	2140	1570	2600	2590	980	300	1270	1910	2280	1900	2200	2450	2670	1540	2110	1220	300	300	589	960	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	115056	1764	1305	1559	1164	1837	1947	1142	973	1218	792	1898	1281	1801	961	350	1738	1819	1640	1830	1820	1750	2325	1781	2503	1829	1374	1824	1770	1568	1292	2319	1341	1768	2713	2209	1422	1419	1956	1544	894	956	977	1787	981	2418	2248	1098	1652	2381	1543	2360	2660	2091	1490	2457	2525	927	255	1171	1810	2168	1847	2142	2320	2613	1515	1860	1138	126	47	6	942	105					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2870	15	46	29	24	90	106	10	18	91	47	51	33	31	35	0	72	30	35	61	60	35	27	29	19	36	27	49	52	42	46	46	39	26	63	26	16	20	42	17	6	19	22	37	14	37	52	37	49	39	11	29	3	22	44	32	2	31	0	29	53	51	2	36	33	9	11	51	42	0	90	371	18	47					
6	Число погашенных избирательных бюллетеней	6833	61	39	72	102	153	67	8	39	41	51	131	76	18	24	0	150	101	15	169	0	465	98	0	38	155	29	7	78	0	72	495	110	46	44	15	202	211	52	59	0	105	561	16	15	55	110	65	159	100	16	221	267	27	36	111	63	22	45	70	47	61	51	22	97	48	14	199	40	174	163	212	0	148					
