Выборы Президента Российской Федерации																																																																															
Дата голосования: 18.03.2018																																																																															
																																																																															
"Наименование Избирательной комиссии:    Уфа, Советская"																																																																															
																																																																															
Сводная таблица итогов голосования																																																																															
																																																																															
	Число участковых избирательных комиссий	68																																																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	68																																																																													
																																																																															
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425									
1	"Число избирателей, включенных в список избирателей"	128059	2041	1698	1743	1685	1890	2438	1313	1590	1448	2461	2318	1976	1583	2411	1821	1889	2281	2110	2022	2495	1505	2638	2274	1977	1742	1843	1655	1761	1836	1715	2407	1412	2487	2534	2201	1548	1610	2111	1646	1134	1500	1396	1893	2540	2370	2338	1613	2271	2428	1790	2538	2555	2350	1749	2400	2656	2380	2228	1264	1747	2202	2001	1802	2235	68	144	297	55									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	107170	1650	1370	1380	1560	1510	2160	1040	1450	1180	2020	1860	1610	1280	1860	1470	1560	1920	1850	1800	1950	1220	2220	1840	1650	1420	1700	1310	1440	1570	1430	2110	1170	2040	2000	1810	1240	1190	1680	1620	920	1630	1150	1510	2060	1940	1910	1310	1830	1990	1540	2080	2010	1880	1650	1910	2140	1950	2210	1040	1400	1750	1920	1490	1850	220	270	370	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	90881	1631	955	1257	857	1336	1512	702	859	750	1258	1477	948	1181	1735	1226	1471	1712	1648	1750	1853	1180	1957	1663	1472	1385	1514	1178	1403	1520	1332	1490	1004	1632	1827	1570	1202	1012	1556	1378	872	1248	1063	1413	1876	1762	1784	886	1706	1939	1339	1377	1400	1193	1639	1835	1885	1606	2079	886	1298	1223	1573	1450	1644	68	102	287	55									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1748	14	25	29	26	52	21	5	9	45	21	40	112	17	53	26	32	29	23	30	51	12	22	29	8	20	18	21	31	15	11	57	44	37	60	30	29	18	18	22	15	0	25	28	31	33	38	27	46	46	11	25	6	35	11	22	10	18	0	27	10	27	4	28	21	0	42	0	0									
6	Число погашенных избирательных бюллетеней	14541	5	390	94	677	122	627	333	582	385	741	343	550	82	72	218	57	179	179	20	46	28	241	148	170	15	168	111	6	35	87	563	122	371	113	210	9	160	106	220	33	382	62	69	153	145	88	397	78	5	190	678	604	652	0	53	245	326	131	127	92	500	343	12	185	152	126	83	45									
