Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    район Перово																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №3284	УИК №3285	УИК №3286					
1	"Число избирателей, внесенных в список избирателей"	84035	2301	2336	3000	2113	2077	2366	2449	2302	2445	2415	2406	2630	1447	2067	2708	2009	1990	1400	2058	1427	2182	2193	2299	2110	2285	2235	2151	2160	2310	2210	2480	2477	2285	2615	2517	2510	2499	407	115	49					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	77550	1700	1700	1600	1500	1500	1700	2300	2000	2300	2200	2200	2300	2000	2000	2150	2110	2000	2000	2000	1300	2100	2200	2200	2000	2200	2200	2000	2000	2200	2000	2400	2300	2200	2500	2300	2300	2400	900	500	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	49823	991	927	1012	1321	935	1420	1674	1546	1480	1600	1452	1427	1437	1393	1392	2009	885	1380	1648	767	1551	1441	1165	964	1466	942	1184	1363	1578	1474	1520	1611	1119	1336	1470	1191	1184	404	115	49					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1289	22	22	26	23	29	22	73	14	13	6	67	81	10	23	12	0	14	20	27	16	11	20	29	18	44	63	93	65	114	97	28	96	32	13	27	5	14	0	0	0					
6	Число погашенных избирательных бюллетеней	26438	687	751	562	156	536	258	553	440	807	594	681	792	553	584	746	101	1101	600	325	517	538	739	1006	1018	690	1195	723	572	508	429	852	593	1049	1151	803	1104	1202	496	385	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1288	22	22	26	23	29	22	73	14	13	6	67	81	10	23	12	0	14	20	27	16	11	20	29	18	44	63	93	65	114	97	28	96	31	13	27	5	14	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	49425	976	926	1007	1321	930	1276	1601	1546	1467	1600	1452	1427	1437	1393	1387	2009	885	1380	1648	767	1540	1441	1165	962	1367	941	1184	1363	1578	1474	1520	1604	1118	1322	1470	1191	1182	404	115	49					
9	Число недействительных избирательных бюллетеней	865	16	16	13	90	21	70	0	36	15	3	0	0	0	11	28	26	7	10	14	13	54	54	30	21	12	24	6	7	20	18	76	34	21	27	8	21	36	6	1	0					
10	Число действительных избирательных бюллетеней	49848	982	932	1020	1254	938	1228	1674	1524	1465	1603	1519	1508	1447	1405	1371	1983	892	1390	1661	770	1497	1407	1164	959	1399	980	1271	1421	1672	1553	1472	1666	1128	1308	1489	1175	1160	398	114	49					
