Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    район Перово																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №3190	УИК №3191	УИК №3192	УИК №3193					
1	"Число избирателей, внесенных в списки избирателей"	83419	2424	2411	2300	2281	2251	2496	2575	2365	2503	2481	2655	2571	2142	1020	2592	2075	1937	2459	1537	2173	1353	2415	2132	2395	2393	2008	2110	2298	2435	2645	2596	2313	2788	2620	2439	2564	22	492	93	60					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	69550	2000	2000	1900	1900	1800	2000	1900	1900	2000	2000	2100	2000	1800	1600	2100	1700	1600	1900	1300	1800	1800	1900	1800	1900	1900	1700	1800	1800	1800	2100	2000	1900	2200	2100	2000	2000	50	900	500	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	42409	1171	1087	1091	1057	1039	1208	1139	1114	1249	1224	1459	1167	1078	997	1287	990	1006	1313	726	1074	1328	1220	1036	1088	1102	1036	1102	1179	1271	1241	1325	1232	1400	1243	1149	1338	22	471	93	57					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1012	26	26	39	23	39	18	32	28	20	16	16	47	29	23	11	15	38	33	17	15	25	43	21	34	36	40	26	22	18	50	61	46	16	27	11	25	0	0	0	0					
6	Число погашенных избирательных бюллетеней	26129	803	887	770	820	722	774	729	758	731	760	625	786	693	580	802	695	556	554	557	711	447	637	743	778	762	624	672	599	511	809	614	622	784	830	840	637	28	429	407	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1012	26	26	39	23	39	18	32	28	20	16	16	47	29	23	11	15	38	33	17	15	25	43	21	34	36	40	26	22	18	50	61	46	16	27	11	25	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42244	1167	1084	1091	1031	1036	1203	1139	1111	1249	1223	1449	1165	1078	997	1287	990	1003	1313	724	1071	1292	1220	1032	1086	1100	1033	1076	1179	1271	1241	1315	1229	1396	1236	1148	1336	22	471	93	57					
9	Число недействительных избирательных бюллетеней	615	10	5	24	19	16	13	13	13	15	19	22	12	11	14	28	25	19	15	17	12	17	11	17	12	34	11	16	11	19	25	13	19	21	20	20	12	0	14	1	0					
10	Число действительных избирательных бюллетеней	42641	1183	1105	1106	1035	1059	1208	1158	1126	1254	1220	1443	1200	1096	1006	1270	980	1022	1331	724	1074	1300	1252	1036	1108	1102	1062	1086	1190	1270	1266	1363	1256	1391	1243	1139	1349	22	457	92	57					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2420	50	70	70	50	50	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	50	70	70	70	50	70	70	70	70	70	70	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1639	30	54	36	31	28	52	46	45	52	47	48	46	43	40	60	40	34	45	46	38	47	55	64	50	44	29	56	48	52	27	42	58	47	65	50	44	0	0	0	0					
