Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Завьяловская - 34																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1751	УИК №1752	УИК №1753									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23035	1527	395	252	87	263	2224	1619	337	211	300	234	606	555	249	910	235	2528	959	427	1271	261	193	403	1013	813	795	305	976	308	997	782	844	156									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18730	1400	350	250	80	250	1600	1300	300	200	250	200	500	450	200	750	200	1800	750	300	1050	250	150	350	800	650	650	250	800	300	800	700	700	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10625	692	179	129	52	130	1004	675	148	93	132	108	287	261	124	479	118	996	407	162	712	95	96	182	549	401	325	156	586	121	438	378	340	70									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	545	26	6	13	3	11	20	2	0	8	1	0	5	21	3	18	8	36	14	6	29	27	7	15	19	29	20	6	8	28	109	8	26	13									
6	Число погашенных избирательных бюллетеней	7560	682	165	108	25	109	576	623	152	99	117	92	208	168	73	253	74	768	329	132	309	128	47	153	232	220	305	88	206	151	253	314	334	67									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	545	26	6	13	3	11	20	2	0	8	1	0	5	21	3	18	8	36	14	6	29	27	7	15	19	29	20	6	8	28	109	8	26	13									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10622	692	179	129	50	130	1004	675	148	93	132	108	287	261	124	479	118	996	407	162	712	95	96	181	549	401	325	156	586	121	438	378	340	70									
9	Число недействительных избирательных бюллетеней	444	42	9	2	3	3	48	25	6	5	3	5	21	13	11	20	11	34	8	4	29	6	2	9	36	16	12	11	8	7	17	11	4	3									
10	Число действительных избирательных бюллетеней	10723	676	176	140	50	138	976	652	142	96	130	103	271	269	116	477	115	998	413	164	712	116	101	187	532	414	333	151	586	142	530	375	362	80									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	25	10	8	5	8	30	12	5	5	5	5	8	13	8	20	5	25	10	5	12	5	5	8	10	10	10	10	15	8	10	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	200	10	1	0	1	1	30	7	1	1	0	3	3	13	1	20	5	15	5	3	12	4	0	5	7	5	1	5	15	4	9	10	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	123	2	2	2	6	0	6	10	0	0	3	2	3	8	4	6	1	3	9	5	5	6	5	3	2	1	3	1	5	5	4	4	2	5									
