Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Романовская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346					
1	"Число избирателей, внесенных в список"	12268	959	427	968	536	830	449	336	176	272	359	1717	1801	1524	1206	708					
2	Число полученных избирательных бюллетеней	11910	940	415	940	520	810	440	325	170	265	355	1660	1740	1470	1170	690					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8994	696	334	678	430	608	378	267	129	210	279	1241	1289	1051	871	533					
5	"Число избирательных бюллетеней, выданных вне помещения"	572	57	25	48	33	46	21	22	11	14	21	48	46	75	68	37					
6	Число погашенных избирательных бюллетеней	2343	187	56	214	57	156	41	36	30	41	55	371	405	344	230	120					
7	Число избирательных бюллетеней в переносных ящиках	572	57	25	48	33	46	21	22	11	14	21	48	46	75	68	37					
8	Число бюллетеней в стационарных ящиках для голосования	8992	696	334	676	430	608	378	267	129	210	279	1241	1289	1051	871	533					
9	Число недействительных избирательных бюллетеней	86	5	2	7	9	6	2	5	0	8	1	4	8	6	19	4					
10	Число действительных избирательных бюллетеней	9478	748	357	717	454	648	397	284	140	216	299	1285	1327	1120	920	566					
11	Число полученных открепительных  удостоверений	199	15	10	15	10	10	10	8	8	8	10	25	20	25	15	10					
12	Число выданных открепительных удостоверений	59	2	3	2	0	5	1	0	0	0	3	15	9	12	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	1	3	2	2	3	0	0	1	2	3	2	5	1	0	3					
14	Число неиспользованных открепительных удостоверений	140	13	7	13	10	5	9	8	8	8	7	10	11	13	11	7					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	230	16	8	20	5	12	5	3	5	1	5	29	41	36	21	23					
		2.40%	2.12%	2.23%	2.76%	1.08%	1.83%	1.25%	1.04%	3.57%	0.45%	1.67%	2.25%	3.07%	3.20%	2.24%	4.04%					
19	. Малышкин Олег Александрович	307	24	8	23	11	21	10	9	12	16	8	29	41	27	42	26					
		3.21%	3.19%	2.23%	3.18%	2.38%	3.21%	2.51%	3.11%	8.57%	7.14%	2.67%	2.25%	3.07%	2.40%	4.47%	4.56%					
20	. Миронов Сергей Михайлович	60	3	1	6	0	0	1	1	3	1	1	6	11	9	13	4					
		0.63%	0.40%	0.28%	0.83%	0.00%	0.00%	0.25%	0.35%	2.14%	0.45%	0.33%	0.47%	0.82%	0.80%	1.38%	0.70%					
21	. Путин Владимир Владимирович	5853	478	146	433	298	398	252	203	85	150	215	841	817	694	516	327					
		61.20%	63.48%	40.67%	59.81%	64.36%	60.86%	63.16%	70.24%	60.71%	66.96%	71.67%	65.24%	61.20%	61.63%	54.95%	57.37%					
22	. Хакамада Ирина Муцуовна	103	12	5	8	9	8	3	1	0	4	3	13	14	7	9	7					
		1.08%	1.59%	1.39%	1.10%	1.94%	1.22%	0.75%	0.35%	0.00%	1.79%	1.00%	1.01%	1.05%	0.62%	0.96%	1.23%					
23	. Харитонов Николай Михайлович	2819	212	186	218	126	205	121	66	35	42	66	339	388	331	309	175					
		29.48%	28.15%	51.81%	30.11%	27.21%	31.35%	30.33%	22.84%	25.00%	18.75%	22.00%	26.30%	29.06%	29.40%	32.91%	30.70%					
																						
24	Против всех	106	3	3	9	5	4	5	1	0	2	1	28	15	16	10	4					
		1.11%	0.40%	0.84%	1.24%	1.08%	0.61%	1.25%	0.35%	0.00%	0.89%	0.33%	2.17%	1.12%	1.42%	1.06%	0.70%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
