Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Горшеченская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14696	1067	1061	1430	1811	268	330	369	83	351	340	112	472	159	223	106	377	84	227	576	373	572	220	319	297	366	216	165	346	175	418	318	461	98	579	327									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11840	870	850	1140	1480	220	260	300	70	280	270	90	380	130	180	90	300	70	180	460	300	460	180	260	240	300	170	130	280	140	330	250	370	80	470	260									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5813	408	414	510	670	109	106	118	34	112	187	40	220	83	79	40	161	33	107	211	124	221	80	117	119	113	105	60	151	64	163	100	193	50	315	196									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2125	63	31	91	32	43	94	67	14	69	77	18	33	22	43	25	60	30	64	99	84	98	40	61	42	84	50	64	105	69	66	96	115	22	90	64									
6	Число погашенных избирательных бюллетеней	3902	399	405	539	778	68	60	115	22	99	6	32	127	25	58	25	79	7	9	150	92	141	60	82	79	103	15	6	24	7	101	54	62	8	65	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2125	63	31	91	32	43	94	67	14	69	77	18	33	22	43	25	60	30	64	99	84	98	40	61	42	84	50	64	105	69	66	96	115	22	90	64									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5813	408	414	510	670	109	106	118	34	112	187	40	220	83	79	40	161	33	107	211	124	221	80	117	119	113	105	60	151	64	163	100	193	50	315	196									
9	Число недействительных избирательных бюллетеней	194	11	18	12	15	1	32	39	0	1	1	2	6	1	1	0	1	0	0	5	7	1	5	2	7	1	0	0	7	1	2	5	1	0	9	0									
10	Число действительных избирательных бюллетеней	7744	460	427	589	687	151	168	146	48	180	263	56	247	104	121	65	220	63	171	305	201	318	115	176	154	196	155	124	249	132	227	191	307	72	396	260									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	162	20	10	15	25	3	3	3	2	3	3	2	5	3	3	2	3	2	3	3	3	5	2	3	3	3	3	3	3	4	3	2	5	2	3	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	74	12	6	4	23	2	0	3	0	3	3	0	0	0	0	0	1	0	0	2	1	3	0	0	3	0	2	0	2	0	0	0	1	0	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	73	5	1	2	1	3	2	2	1	1	2	0	3	2	2	2	2	1	8	2	2	4	2	2	1	2	2	3	1	2	2	0	3	0	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	88	8	4	11	2	1	3	0	2	0	0	2	5	3	3	2	2	2	3	1	2	2	2	3	0	3	1	3	1	4	3	2	4	2	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	4	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	3	0	5	6	0	0	0	1	3	3	1	4	0	1	0	0	2	0	0	0	0	0	4	1	1	0	0	0	0	2	0	0	0	3	0									
		0.50%	0.64%	0.00%	0.83%	0.85%	0.00%	0.00%	0.00%	2.08%	1.66%	1.14%	1.72%	1.58%	0.00%	0.82%	0.00%	0.00%	3.17%	0.00%	0.00%	0.00%	0.00%	0.00%	2.25%	0.62%	0.51%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.74%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	209	15	17	31	29	4	0	1	1	6	6	1	10	4	7	1	3	1	2	4	5	1	9	3	5	8	1	8	1	3	5	6	1	2	6	2									
		2.63%	3.18%	3.82%	5.16%	4.13%	2.63%	0.00%	0.54%	2.08%	3.31%	2.27%	1.72%	3.95%	3.81%	5.74%	1.54%	1.36%	1.59%	1.17%	1.29%	2.40%	0.31%	7.50%	1.69%	3.11%	4.06%	0.65%	6.45%	0.39%	2.26%	2.18%	3.06%	0.32%	2.78%	1.48%	0.77%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	83	4	10	18	13	0	0	3	0	2	1	2	2	1	1	0	2	0	0	0	1	1	0	1	4	4	0	0	1	2	4	0	2	2	2	0									
		1.05%	0.85%	2.25%	2.99%	1.85%	0.00%	0.00%	1.62%	0.00%	1.10%	0.38%	3.45%	0.79%	0.95%	0.82%	0.00%	0.90%	0.00%	0.00%	0.00%	0.48%	0.31%	0.00%	0.56%	2.48%	2.03%	0.00%	0.00%	0.39%	1.50%	1.75%	0.00%	0.65%	2.78%	0.49%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5519	276	247	326	377	125	143	119	26	125	217	33	136	66	93	49	165	50	139	233	149	272	77	117	101	140	139	100	196	104	171	138	272	56	302	240									
		69.53%	58.60%	55.51%	54.24%	53.70%	82.24%	71.50%	64.32%	54.17%	69.06%	82.20%	56.90%	53.75%	62.86%	76.23%	75.38%	74.66%	79.37%	81.29%	75.16%	71.63%	85.27%	64.17%	65.73%	62.73%	71.07%	89.68%	80.65%	76.56%	78.20%	74.67%	70.41%	88.31%	77.78%	74.57%	92.31%									
